target,in_degree,out_degree,number_of_dependencies,number_of_dependents,num_of_source_files,critical_path
//driver/src/main/native/com/code_intelligence/jazzer/driver:sanitizer_symbols,5,2,15,196,1,False
//driver/src/main/resources:jazzer_test_engine_service,2,2,2,28,1,False
//driver/src/test/java/com/code_intelligence/jazzer/autofuzz:AutofuzzCodegenVisitorTest,19,1,229,1,34,False
//driver/src/test/java/com/code_intelligence/jazzer/autofuzz:BuilderPatternTest,19,1,212,1,35,False
//driver/src/test/java/com/code_intelligence/jazzer/autofuzz:InterfaceCreationTest,19,1,212,1,35,False
//driver/src/test/java/com/code_intelligence/jazzer/autofuzz:MetaTest,22,1,216,1,35,False
//driver/src/test/java/com/code_intelligence/jazzer/autofuzz:SettersTest,20,1,214,1,36,False
//driver/src/test/java/com/code_intelligence/jazzer/autofuzz:test_helpers,9,5,207,5,34,False
//driver/src/test/java/com/code_intelligence/jazzer/autofuzz/testdata:test_data,6,2,39,2,1,False
//driver/src/test/java/com/code_intelligence/jazzer/driver:FuzzTargetRunnerTest,21,1,53,1,97,False
//driver/src/test/java/com/code_intelligence/jazzer/driver:FuzzedDataProviderImplTest,18,1,27,1,29,False
//driver/src/test/java/com/code_intelligence/jazzer/driver:OptTest,19,1,42,1,3,False
//driver/src/test/java/com/code_intelligence/jazzer/driver:RecordingFuzzedDataProviderTest,21,1,44,1,30,False
//driver/src/test/java/com/code_intelligence/jazzer/junit:AutofuzzTest,26,1,86,1,126,False
//driver/src/test/java/com/code_intelligence/jazzer/junit:AutofuzzTest_fuzzing,26,1,86,1,126,False
//driver/src/test/java/com/code_intelligence/jazzer/junit:DirectoryInputsTest,29,1,88,1,127,False
//driver/src/test/java/com/code_intelligence/jazzer/junit:DirectoryInputsTest_fuzzing,29,1,88,1,127,False
//driver/src/test/java/com/code_intelligence/jazzer/junit:FuzzingWithCrashTest,27,1,86,1,126,False
//driver/src/test/java/com/code_intelligence/jazzer/junit:FuzzingWithCrashTest_fuzzing,27,1,86,1,126,False
//driver/src/test/java/com/code_intelligence/jazzer/junit:FuzzingWithoutCrashTest,27,1,86,1,126,False
//driver/src/test/java/com/code_intelligence/jazzer/junit:FuzzingWithoutCrashTest_fuzzing,27,1,86,1,126,False
//driver/src/test/java/com/code_intelligence/jazzer/junit:JazzerFuzzTestExecutorTest,19,1,82,1,105,False
//driver/src/test/java/com/code_intelligence/jazzer/junit:RegressionTestTest,25,1,69,1,126,False
//driver/src/test/java/com/code_intelligence/jazzer/junit:RegressionTestTest_fuzzing,25,1,69,1,126,False
//driver/src/test/java/com/code_intelligence/jazzer/junit:ValueProfileTest_False,26,1,86,1,126,False
//driver/src/test/java/com/code_intelligence/jazzer/junit:ValueProfileTest_True,26,1,86,1,126,False
//driver/src/test/java/com/code_intelligence/jazzer/junit:test_resources_root_windows,3,3,5,3,1,False
//examples:Autofuzz,19,1,33,1,101,False
//examples:Autofuzz_target,7,2,18,5,0,False
//examples:Autofuzz_target_driver,8,2,14,2,100,False
//examples:Autofuzz_target_import,4,2,7,3,0,False
//examples:ExampleFuzzer,20,1,34,1,103,False
//examples:ExampleFuzzerHooks,8,2,47,3,11,False
//examples:ExampleFuzzerWithASan,19,1,31,1,103,False
//examples:ExampleFuzzerWithASan_target,9,2,13,5,27,False
//examples:ExampleFuzzerWithASan_target_driver,8,2,10,2,102,False
//examples:ExampleFuzzerWithASan_target_import,4,2,8,3,27,False
//examples:ExampleFuzzerWithUBSan,19,1,31,1,103,False
//examples:ExampleFuzzerWithUBSan_target,9,2,13,5,27,False
//examples:ExampleFuzzerWithUBSan_target_driver,8,2,10,2,102,False
//examples:ExampleFuzzerWithUBSan_target_import,4,2,8,3,27,False
//examples:ExampleFuzzer_target,8,2,12,6,26,False
//examples:ExampleFuzzer_target_driver,8,2,11,2,101,False
//examples:ExampleFuzzer_target_import,4,2,6,3,26,False
//examples:ExampleOutOfMemoryFuzzer,19,1,31,1,102,False
//examples:ExampleOutOfMemoryFuzzer_target,8,2,12,5,26,False
//examples:ExampleOutOfMemoryFuzzer_target_driver,8,2,11,2,101,False
//examples:ExampleOutOfMemoryFuzzer_target_import,4,2,6,3,26,False
//examples:ExamplePathTraversalFuzzer,20,1,34,1,103,False
//examples:ExamplePathTraversalFuzzerHooks,8,2,47,3,11,False
//examples:ExamplePathTraversalFuzzer_target,8,2,12,5,26,False
//examples:ExamplePathTraversalFuzzer_target_driver,8,2,11,2,101,False
//examples:ExamplePathTraversalFuzzer_target_import,4,2,6,3,26,False
//examples:ExampleStackOverflowFuzzer,19,1,31,1,102,False
//examples:ExampleStackOverflowFuzzer_target,10,2,16,5,26,False
//examples:ExampleStackOverflowFuzzer_target_driver,8,2,11,2,101,False
//examples:ExampleStackOverflowFuzzer_target_import,4,2,10,3,26,False
//examples:ExampleValueProfileFuzzer,19,1,31,1,102,False
//examples:ExampleValueProfileFuzzer_target,8,2,12,6,26,False
//examples:ExampleValueProfileFuzzer_target_driver,8,2,11,2,101,False
//examples:ExampleValueProfileFuzzer_target_import,4,2,6,3,26,False
//examples:FastJsonFuzzer,19,1,31,1,102,False
//examples:FastJsonFuzzer_target,9,2,20,6,26,False
//examples:FastJsonFuzzer_target_driver,8,2,12,2,101,False
//examples:FastJsonFuzzer_target_import,4,2,10,3,26,False
//examples:GifImageParserFuzzer,19,1,31,1,102,False
//examples:GifImageParserFuzzer_target,9,2,20,5,26,False
//examples:GifImageParserFuzzer_target_driver,8,2,12,2,101,False
//examples:GifImageParserFuzzer_target_import,4,2,10,3,26,False
//examples:JacksonCborFuzzer,19,1,31,1,102,False
//examples:JacksonCborFuzzer_target,11,2,22,6,26,False
//examples:JacksonCborFuzzer_target_driver,8,2,12,2,101,False
//examples:JacksonCborFuzzer_target_import,4,2,9,3,26,False
//examples:JpegImageParserFuzzer,19,1,31,1,102,False
//examples:JpegImageParserFuzzer_target,11,2,24,6,26,False
//examples:JpegImageParserFuzzer_target_driver,8,2,12,2,101,False
//examples:JpegImageParserFuzzer_target_import,4,2,14,3,26,False
//examples:JsonSanitizerCrashFuzzer,19,1,31,1,102,False
//examples:JsonSanitizerCrashFuzzer_target,9,2,20,5,26,False
//examples:JsonSanitizerCrashFuzzer_target_driver,8,2,12,2,101,False
//examples:JsonSanitizerCrashFuzzer_target_import,4,2,10,3,26,False
//examples:JsonSanitizerDenylistFuzzer,19,1,31,1,102,False
//examples:JsonSanitizerDenylistFuzzer_target,9,2,20,8,26,False
//examples:JsonSanitizerDenylistFuzzer_target_driver,8,2,12,2,101,False
//examples:JsonSanitizerDenylistFuzzer_target_import,4,2,10,3,26,False
//examples:JsonSanitizerIdempotenceFuzzer,19,1,31,1,102,False
//examples:JsonSanitizerIdempotenceFuzzer_target,9,2,20,5,26,False
//examples:JsonSanitizerIdempotenceFuzzer_target_driver,8,2,12,2,101,False
//examples:JsonSanitizerIdempotenceFuzzer_target_import,4,2,10,3,26,False
//examples:JsonSanitizerReplayerCrash,9,2,15,2,31,False
//examples:JsonSanitizerReplayerCrashTest,15,1,32,1,32,False
//examples:JsonSanitizerValidJsonFuzzer,19,1,31,1,102,False
//examples:JsonSanitizerValidJsonFuzzer_target,10,2,24,5,26,False
//examples:JsonSanitizerValidJsonFuzzer_target_driver,8,2,13,2,101,False
//examples:JsonSanitizerValidJsonFuzzer_target_import,4,2,12,3,26,False
//examples:KlaxonFuzzTarget,12,2,50,6,26,False
//examples:KlaxonFuzzer,19,1,31,1,102,False
//examples:KlaxonFuzzer_target,7,2,32,5,26,False
//examples:KlaxonFuzzer_target_driver,8,2,10,2,101,False
//examples:KlaxonFuzzer_target_import,4,2,12,3,26,False
//examples:Log4jFuzzer,19,1,31,1,102,False
//examples:Log4jFuzzer_target,10,2,22,5,26,False
//examples:Log4jFuzzer_target_driver,8,2,12,2,101,False
//examples:Log4jFuzzer_target_import,4,2,9,3,26,False
//examples:MazeFuzzer,19,1,31,1,102,False
//examples:MazeFuzzer_target,8,2,12,5,26,False
//examples:MazeFuzzer_target_driver,8,2,11,2,101,False
//examples:MazeFuzzer_target_import,4,2,6,3,26,False
//examples:TiffImageParserFuzzer,19,1,31,1,102,False
//examples:TiffImageParserFuzzer_target,9,2,20,5,26,False
//examples:TiffImageParserFuzzer_target_driver,8,2,12,2,101,False
//examples:TiffImageParserFuzzer_target_import,4,2,10,3,26,False
//examples:TurboJpegFuzzer,20,1,0,1,0,False
//examples:TurboJpegFuzzer_target,9,2,25,5,26,False
//examples:TurboJpegFuzzer_target_driver,8,2,12,2,101,False
//examples:TurboJpegFuzzer_target_import,4,2,9,3,26,False
//examples:example_fuzzer_with_native_lib,4,3,28,11,27,False
//examples:example_fuzzer_with_native_lib.hdrs,6,7,22,24,26,False
//examples:example_fuzzer_with_native_lib_remove_this_part_,8,3,23,25,26,False
//examples:examples,12,1,34,1,31,False
//examples/junit/src/main/java/com/example:parser,6,4,39,25,1,False
//examples/junit/src/test/java/com/example:ByteFuzzTest,19,1,31,1,108,False
//examples/junit/src/test/java/com/example:ByteFuzzTest_target,11,2,42,5,95,False
//examples/junit/src/test/java/com/example:ByteFuzzTest_target_driver,8,2,13,2,107,False
//examples/junit/src/test/java/com/example:ByteFuzzTest_target_import,4,2,11,3,95,False
//examples/junit/src/test/java/com/example:DataFuzzTest,19,1,31,1,108,False
//examples/junit/src/test/java/com/example:DataFuzzTest_target,11,2,42,5,95,False
//examples/junit/src/test/java/com/example:DataFuzzTest_target_driver,8,2,13,2,107,False
//examples/junit/src/test/java/com/example:DataFuzzTest_target_import,4,2,11,3,95,False
//examples/junit/src/test/java/com/example:ExampleFuzzTests,19,2,25,14,125,False
//examples/junit/src/test/resources:example_seed_corpora,14,2,47,15,9,False
