target,in_degree,out_degree,number_of_dependencies,number_of_dependents,num_of_source_files,critical_path
//examples/src/main/native/com/example:libnative_asan.dylib,11,2,16,15,27,False
//examples/src/main/native/com/example:libnative_asan.so,11,2,16,15,27,False
//examples/src/main/native/com/example:libnative_ubsan.dylib,11,2,16,15,27,False
//examples/src/main/native/com/example:libnative_ubsan.so,11,2,16,15,27,False
//examples/src/main/native/com/example:native_asan,8,2,25,12,27,False
//examples/src/main/native/com/example:native_asan.dll,11,2,16,15,27,False
//examples/src/main/native/com/example:native_asan_cc_coverage_helper,4,4,11,18,0,False
//examples/src/main/native/com/example:native_asan_java_coverage_helper,3,2,3,13,0,False
//examples/src/main/native/com/example:native_asan_multi_,3,2,27,13,27,False
//examples/src/main/native/com/example:native_asan_single_,17,2,30,14,27,False
//examples/src/main/native/com/example:native_ubsan,8,2,25,12,27,False
//examples/src/main/native/com/example:native_ubsan.dll,11,2,16,15,27,False
//examples/src/main/native/com/example:native_ubsan_cc_coverage_helper,4,4,11,18,0,False
//examples/src/main/native/com/example:native_ubsan_java_coverage_helper,3,2,3,13,0,False
//examples/src/main/native/com/example:native_ubsan_multi_,3,2,27,13,27,False
//examples/src/main/native/com/example:native_ubsan_single_,17,2,30,14,27,False
//launcher:fuzzed_data_provider_test,27,1,0,1,0,False
//launcher:jazzer,6,6,14,6,103,False
//launcher:jazzer_main,8,2,34,7,103,False
//launcher:jvm_tooling_lib,11,4,41,10,102,False
//launcher:jvm_tooling_test,26,1,0,1,0,False
//launcher:test_main,7,3,0,3,0,False
//launcher/testdata:fuzz_target_mocks,8,2,14,4,2,False
//sanitizers:sanitizers,6,2,48,195,22,False
//sanitizers/src/main/java/com/code_intelligence/jazzer/sanitizers:constants,6,2,39,42,0,False
//sanitizers/src/main/java/com/code_intelligence/jazzer/sanitizers:constants_java,2,2,4,43,0,False
//sanitizers/src/main/java/com/code_intelligence/jazzer/sanitizers:regex_roadblocks,9,2,50,197,13,False
//sanitizers/src/main/java/com/code_intelligence/jazzer/sanitizers:sanitizers,20,2,65,196,22,False
//sanitizers/src/main/java/com/code_intelligence/jazzer/sanitizers:sql_injection,8,2,31,197,11,False
//sanitizers/src/main/java/com/code_intelligence/jazzer/sanitizers/utils:reflection_utils,6,2,39,198,1,False
//sanitizers/src/test/java/com/example:ClassLoaderLoadClass,19,1,31,1,102,False
//sanitizers/src/test/java/com/example:ClassLoaderLoadClass_target,8,2,12,5,26,False
//sanitizers/src/test/java/com/example:ClassLoaderLoadClass_target_driver,8,2,11,2,101,False
//sanitizers/src/test/java/com/example:ClassLoaderLoadClass_target_import,4,2,6,3,26,False
//sanitizers/src/test/java/com/example:ExpressionLanguageInjection,19,1,31,1,103,False
//sanitizers/src/test/java/com/example:ExpressionLanguageInjection_target,14,2,44,5,27,False
//sanitizers/src/test/java/com/example:ExpressionLanguageInjection_target_driver,8,2,16,2,102,False
//sanitizers/src/test/java/com/example:ExpressionLanguageInjection_target_import,4,2,19,3,27,False
//sanitizers/src/test/java/com/example:LdapDnInjection,19,1,31,1,103,False
//sanitizers/src/test/java/com/example:LdapDnInjection_target,10,2,21,5,27,False
//sanitizers/src/test/java/com/example:LdapDnInjection_target_driver,8,2,13,2,102,False
//sanitizers/src/test/java/com/example:LdapDnInjection_target_import,4,2,11,3,27,False
//sanitizers/src/test/java/com/example:LdapSearchInjection,19,1,31,1,103,False
//sanitizers/src/test/java/com/example:LdapSearchInjection_target,10,2,21,5,27,False
//sanitizers/src/test/java/com/example:LdapSearchInjection_target_driver,8,2,13,2,102,False
//sanitizers/src/test/java/com/example:LdapSearchInjection_target_import,4,2,11,3,27,False
//sanitizers/src/test/java/com/example:LibraryLoad,19,1,31,1,102,False
//sanitizers/src/test/java/com/example:LibraryLoad_target,10,2,16,5,26,False
//sanitizers/src/test/java/com/example:LibraryLoad_target_driver,8,2,11,2,101,False
//sanitizers/src/test/java/com/example:LibraryLoad_target_import,4,2,10,3,26,False
//sanitizers/src/test/java/com/example:ObjectInputStreamDeserialization,19,1,31,1,102,False
//sanitizers/src/test/java/com/example:ObjectInputStreamDeserialization_target,8,2,12,5,26,False
//sanitizers/src/test/java/com/example:ObjectInputStreamDeserialization_target_driver,8,2,11,2,101,False
//sanitizers/src/test/java/com/example:ObjectInputStreamDeserialization_target_import,4,2,6,3,26,False
//sanitizers/src/test/java/com/example:OsCommandInjectionProcessBuilder,19,1,31,1,102,False
//sanitizers/src/test/java/com/example:OsCommandInjectionProcessBuilder_target,8,2,12,5,26,False
//sanitizers/src/test/java/com/example:OsCommandInjectionProcessBuilder_target_driver,8,2,11,2,101,False
//sanitizers/src/test/java/com/example:OsCommandInjectionProcessBuilder_target_import,4,2,6,3,26,False
//sanitizers/src/test/java/com/example:OsCommandInjectionRuntimeExec,19,1,31,1,102,False
//sanitizers/src/test/java/com/example:OsCommandInjectionRuntimeExec_target,8,2,12,5,26,False
//sanitizers/src/test/java/com/example:OsCommandInjectionRuntimeExec_target_driver,8,2,11,2,101,False
//sanitizers/src/test/java/com/example:OsCommandInjectionRuntimeExec_target_import,4,2,6,3,26,False
//sanitizers/src/test/java/com/example:ReflectiveCall,19,1,31,1,102,False
//sanitizers/src/test/java/com/example:ReflectiveCall_target,8,2,12,5,26,False
//sanitizers/src/test/java/com/example:ReflectiveCall_target_driver,8,2,11,2,101,False
//sanitizers/src/test/java/com/example:ReflectiveCall_target_import,4,2,6,3,26,False
//sanitizers/src/test/java/com/example:RegexCanonEqInjection,19,1,31,1,102,False
//sanitizers/src/test/java/com/example:RegexCanonEqInjection_target,8,2,12,5,26,False
//sanitizers/src/test/java/com/example:RegexCanonEqInjection_target_driver,8,2,11,2,101,False
//sanitizers/src/test/java/com/example:RegexCanonEqInjection_target_import,4,2,6,3,26,False
//sanitizers/src/test/java/com/example:RegexInsecureQuoteInjection,19,1,31,1,102,False
//sanitizers/src/test/java/com/example:RegexInsecureQuoteInjection_target,8,2,12,5,26,False
//sanitizers/src/test/java/com/example:RegexInsecureQuoteInjection_target_driver,8,2,11,2,101,False
//sanitizers/src/test/java/com/example:RegexInsecureQuoteInjection_target_import,4,2,6,3,26,False
//sanitizers/src/test/java/com/example:RegexRoadblocks,19,1,31,1,102,False
//sanitizers/src/test/java/com/example:RegexRoadblocks_target,8,2,12,5,26,False
//sanitizers/src/test/java/com/example:RegexRoadblocks_target_driver,8,2,11,2,101,False
//sanitizers/src/test/java/com/example:RegexRoadblocks_target_import,4,2,6,3,26,False
//sanitizers/src/test/java/com/example:SqlInjection,19,1,31,1,102,False
//sanitizers/src/test/java/com/example:SqlInjection_target,9,2,20,5,26,False
//sanitizers/src/test/java/com/example:SqlInjection_target_driver,8,2,12,2,101,False
//sanitizers/src/test/java/com/example:SqlInjection_target_import,4,2,10,3,26,False
//sanitizers/src/test/java/com/example:StackOverflowRegexInjection,19,1,31,1,102,False
//sanitizers/src/test/java/com/example:StackOverflowRegexInjection_target,8,2,12,5,26,False
//sanitizers/src/test/java/com/example:StackOverflowRegexInjection_target_driver,8,2,11,2,101,False
//sanitizers/src/test/java/com/example:StackOverflowRegexInjection_target_import,4,2,6,3,26,False
//tests:AutofuzzIgnoreFuzzer,19,1,33,1,102,False
//tests:AutofuzzIgnoreFuzzer_target,7,2,36,5,1,False
//tests:AutofuzzIgnoreFuzzer_target_driver,8,2,14,2,101,False
//tests:AutofuzzIgnoreFuzzer_target_import,4,2,10,3,1,False
//tests:AutofuzzInnerClassFuzzer,19,1,31,1,102,False
//tests:AutofuzzInnerClassFuzzer_target,7,2,7,5,26,False
//tests:AutofuzzInnerClassFuzzer_target_driver,8,2,10,2,101,False
//tests:AutofuzzInnerClassFuzzer_target_import,4,2,6,3,26,False
//tests:AutofuzzWithoutCoverage,19,1,33,1,101,False
//tests:AutofuzzWithoutCoverage_target,6,2,12,5,0,False
//tests:AutofuzzWithoutCoverage_target_driver,8,2,13,2,100,False
//tests:AutofuzzWithoutCoverage_target_import,4,2,8,3,0,False
//tests:BytesMemoryLeakFuzzer,19,1,31,1,102,False
//tests:BytesMemoryLeakFuzzer_target,8,2,12,5,26,False
//tests:BytesMemoryLeakFuzzer_target_driver,8,2,11,2,101,False
//tests:BytesMemoryLeakFuzzer_target_import,4,2,6,3,26,False
//tests:CoverageFuzzer,19,1,31,1,102,False
//tests:CoverageFuzzer_target,9,2,19,5,26,False
//tests:CoverageFuzzer_target_driver,8,2,12,2,101,False
//tests:CoverageFuzzer_target_import,4,2,9,3,26,False
//tests:CrashResistantCoverageTarget,7,2,13,3,1,False
//tests:DisabledHooksFuzzer,20,1,31,1,102,False
//tests:DisabledHooksFuzzer_target,8,2,12,5,26,False
//tests:DisabledHooksFuzzer_target_driver,8,2,11,2,101,False
//tests:DisabledHooksFuzzer_target_import,4,2,6,3,26,False
//tests:ForkModeFuzzer,20,1,37,1,105,False
//tests:ForkModeFuzzer_target,10,2,16,3,26,False
//tests:HookDependenciesFuzzer,20,1,34,1,103,False
//tests:HookDependenciesFuzzerHooks,8,2,47,3,11,False
//tests:HookDependenciesFuzzer_target,8,2,12,5,26,False
//tests:HookDependenciesFuzzer_target_driver,8,2,11,2,101,False
//tests:HookDependenciesFuzzer_target_import,4,2,6,3,26,False
//tests:JUnitAssertFuzzer,19,1,31,1,102,False
//tests:JUnitAssertFuzzer_target,9,2,23,5,26,False
//tests:JUnitAssertFuzzer_target_driver,8,2,12,2,101,False
//tests:JUnitAssertFuzzer_target_import,4,2,10,3,26,False
//tests:JavaDriver,19,1,33,1,101,False
//tests:JavaDriverWithFork,19,1,33,1,101,False
//tests:JavaDriverWithFork_target,8,2,16,5,0,False
//tests:JavaDriverWithFork_target_driver,8,2,13,2,100,False
//tests:JavaDriverWithFork_target_import,4,2,12,3,0,False
//tests:JavaDriver_target,6,2,12,5,0,False
//tests:JavaDriver_target_driver,8,2,13,2,100,False
//tests:JavaDriver_target_import,4,2,8,3,0,False
//tests:JazzerApiFuzzer_default,19,1,31,1,102,False
//tests:JazzerApiFuzzer_default_target,8,2,12,5,26,False
//tests:JazzerApiFuzzer_default_target_driver,8,2,11,2,101,False
//tests:JazzerApiFuzzer_default_target_import,4,2,6,3,26,False
//tests:JazzerApiFuzzer_nohooks,19,1,31,1,102,False
//tests:JazzerApiFuzzer_nohooks_target,8,2,12,5,26,False
//tests:JazzerApiFuzzer_nohooks_target_driver,8,2,11,2,101,False
//tests:JazzerApiFuzzer_nohooks_target_import,4,2,6,3,26,False
//tests:JpegImageParserAutofuzz,19,1,33,1,101,False
//tests:JpegImageParserAutofuzz_target,7,2,18,5,0,False
//tests:JpegImageParserAutofuzz_target_driver,8,2,14,2,100,False
//tests:JpegImageParserAutofuzz_target_import,4,2,7,3,0,False
//tests:KotlinVarargFuzzer,19,1,31,1,103,False
//tests:KotlinVarargFuzzer_target,9,2,30,5,27,False
//tests:KotlinVarargFuzzer_target_driver,8,2,12,2,102,False
//tests:KotlinVarargFuzzer_target_import,4,2,14,3,27,False
//tests:LongStringFuzzer,20,1,38,1,106,False
//tests:LongStringFuzzer_target,8,2,12,3,26,False
//tests:MemoryLeakFuzzer,19,1,31,1,102,False
//tests:MemoryLeakFuzzer_target,8,2,12,5,26,False
//tests:MemoryLeakFuzzer_target_driver,8,2,11,2,101,False
//tests:MemoryLeakFuzzer_target_import,4,2,6,3,26,False
//tests:NativeValueProfileFuzzer,19,1,31,1,103,False
//tests:NativeValueProfileFuzzer_target,9,2,7,5,27,False
//tests:NativeValueProfileFuzzer_target_driver,8,2,10,2,102,False
//tests:NativeValueProfileFuzzer_target_import,4,2,5,3,27,False
//tests:NoCoverageFuzzer,19,1,31,1,102,False
//tests:NoCoverageFuzzer_target,8,2,12,5,26,False
//tests:NoCoverageFuzzer_target_driver,8,2,11,2,101,False
//tests:NoCoverageFuzzer_target_import,4,2,6,3,26,False
//tests:NoSeedFuzzer,19,1,31,1,102,False
//tests:NoSeedFuzzer_target,8,2,12,5,26,False
//tests:NoSeedFuzzer_target_driver,8,2,11,2,101,False
//tests:NoSeedFuzzer_target_import,4,2,6,3,26,False
//tests:SeedFuzzer,19,1,31,1,102,False
//tests:SeedFuzzer_target,8,2,12,5,26,False
//tests:SeedFuzzer_target_driver,8,2,11,2,101,False
//tests:SeedFuzzer_target_import,4,2,6,3,26,False
//tests:autofuzz_ignore_target,6,2,39,6,1,False
//tests:autofuzz_inner_class_target,7,2,12,6,26,False
//tests:crash_resistant_coverage_test,21,1,39,1,107,False
//tests:kotlin_vararg,10,2,43,6,1,False
//tests:native_value_profile_fuzzer,3,2,21,6,27,False
//tests:native_value_profile_fuzzer.hdrs,6,4,22,13,26,False
//tests:native_value_profile_fuzzer_remove_this_part_,8,3,23,14,26,False
//tests/src/test/native/com/example:libnative_value_profile_fuzzer.dylib,12,2,18,10,27,False
//tests/src/test/native/com/example:libnative_value_profile_fuzzer.so,12,2,18,10,27,False
//tests/src/test/native/com/example:native_value_profile_fuzzer,8,2,26,7,27,False
//tests/src/test/native/com/example:native_value_profile_fuzzer.dll,12,2,18,10,27,False
//tests/src/test/native/com/example:native_value_profile_fuzzer_cc_coverage_helper,4,4,11,13,0,False
//tests/src/test/native/com/example:native_value_profile_fuzzer_java_coverage_helper,3,2,3,8,0,False
//tests/src/test/native/com/example:native_value_profile_fuzzer_multi_,3,2,29,8,27,False
//tests/src/test/native/com/example:native_value_profile_fuzzer_single_,17,2,32,9,27,False
,0,0,0,0,0,False
