project,ci_tool,subcommands,skip_tests,build_tests_only,use_build_tool
googleapis_google-oauth-java-client,github_actions,"javadoc:javadoc,javadoc:test-javadoc",False,False,True
googleapis_google-oauth-java-client,github_actions,clirr:check,False,False,True
googleapis_google-oauth-java-client,github_actions,dependency:analyze,False,False,True
googleapis_google-oauth-java-client,github_actions,checkstyle:check,False,False,True
googleapis_google-oauth-java-client,github_actions,"verify,install",False,False,True
mybatis_mybatis-3,github_actions,"verify,jacoco:report,sonar:sonar",False,False,True
mybatis_mybatis-3,github_actions,help:active-profiles,False,False,True
mybatis_mybatis-3,github_actions,test,False,False,True
mybatis_mybatis-3,github_actions,"test,jacoco:report,coveralls:report",False,False,True
mybatis_mybatis-3,github_actions,deploy,True,False,True
jeremylong_DependencyCheck,github_actions,help:evaluate,False,False,True
jeremylong_DependencyCheck,github_actions,"clean,package,source:jar,javadoc:jar,gpg:sign,deploy,site,site:stage",False,False,True
jeremylong_DependencyCheck,github_actions,package,True,False,True
jeremylong_DependencyCheck,github_actions,"clean,package",True,False,True
jeremylong_DependencyCheck,github_actions,"compile,verify",False,False,True
jeremylong_DependencyCheck,github_actions,"package,site",True,False,True
jeremylong_DependencyCheck,github_actions,dependency:copy-dependencies,False,False,True
jeremylong_DependencyCheck,github_actions,"clean,package,verify,source:jar,javadoc:jar,gpg:sign,deploy",False,False,True
webanno_webanno,github_actions,package,False,False,True
webanno_webanno,travis_ci,test,False,False,True
webanno_webanno,travis_ci,install,True,False,True
4pr0n_ripme,travis_ci,test,False,False,True
4pr0n_ripme,travis_ci,install,True,False,True
damianszczepanik_cucumber-reporting,github_actions,test,False,False,True
damianszczepanik_cucumber-reporting,github_actions,"package,sonar:sonar",False,False,True
damianszczepanik_cucumber-reporting,github_actions,verify,False,False,True
orphan-oss_ognl,github_actions,test,False,False,True
orphan-oss_ognl,github_actions,verify,False,False,True
orphan-oss_ognl,github_actions,deploy,True,False,True
dropwizard_metrics,github_actions,install,False,False,True
dropwizard_metrics,github_actions,deploy,False,False,True
pgjdbc_r2dbc-postgresql,github_actions,deploy,False,False,True
pgjdbc_r2dbc-postgresql,github_actions,verify,False,False,True
eclipse_dirigible,github_actions,versions:set,False,False,True
eclipse_dirigible,github_actions,"clean,install",False,False,True
eclipse_dirigible,github_actions,javadoc:jar,False,False,True
eclipse_dirigible,github_actions,deploy,True,False,True
eclipse_dirigible,github_actions,"clean,package",True,False,True
camunda_camunda-bpm-spring-boot-starter,travis_ci,"clean,install",False,False,True
edp963_wormhole,travis_ci,test,False,False,True
edp963_wormhole,travis_ci,install,True,False,True
spring-cloud-samples_spring-cloud-contract-samples,github_actions,"clean,install",False,False,True
mybatis_spring,github_actions,"verify,jacoco:report,sonar:sonar",False,False,True
mybatis_spring,github_actions,test,False,False,True
mybatis_spring,github_actions,"test,jacoco:report,coveralls:report",False,False,True
mybatis_spring,github_actions,deploy,True,False,True
CertifaiAI_classifai,github_actions,"verify,sonar:sonar",False,False,True
CertifaiAI_classifai,github_actions,"clean,install",True,False,True
ICIJ_extract,circle_ci,test,False,False,True
ICIJ_extract,circle_ci,deploy,True,False,True
fengjiachun_Jupiter,travis_ci,"clean,install",True,False,True
fengjiachun_Jupiter,travis_ci,test,False,False,True
eclipse-tycho_tycho,github_actions,"clean,install",False,False,True
eclipse-tycho_tycho,github_actions,"clean,install,site,site:stage",True,False,True
eclipse-tycho_tycho,github_actions,"clean,verify",True,False,True
graphstream_gs-core,travis_ci,"clean,install",False,False,True
akkinoc_logback-access-spring-boot-starter,github_actions,"clean,install",False,False,True
akkinoc_logback-access-spring-boot-starter,github_actions,help:evaluate),False,False,True
tlaplus_tlaplus,github_actions,deploy:deploy-file,False,False,True
Atmosphere_atmosphere-javascript,github_actions,package,False,False,True
Atmosphere_atmosphere-javascript,travis_ci,"clean,install",False,False,True
castlemock_castlemock,github_actions,"clean,install",False,False,True
castlemock_castlemock,travis_ci,test,False,False,True
castlemock_castlemock,travis_ci,install,True,False,True
nativelibs4java_nativelibs4java,travis_ci,test,False,False,True
nativelibs4java_nativelibs4java,travis_ci,install,True,False,True
eclipse_vorto,travis_ci,"clean,package",True,False,True
google_libphonenumber,github_actions,install,True,False,True
google_libphonenumber,github_actions,test,False,False,True
SANSA-Stack_SANSA-Stack,github_actions,test,False,False,True
platonai_pulsarR,github_actions,package,False,False,True
platonai_pulsarR,github_actions,deploy,False,False,True
silentbalanceyh_vertx-zero,travis_ci,test,False,False,True
silentbalanceyh_vertx-zero,travis_ci,install,True,False,True
viritin_viritin,travis_ci,verify,False,False,True
viritin_viritin,travis_ci,install,True,False,True
caelum_mamute,travis_ci,test,False,False,True
karatelabs_karate,github_actions,"clean,package",True,False,True
karatelabs_karate,github_actions,"clean,install",False,False,True
karatelabs_karate,github_actions,help:evaluate,False,False,True
karatelabs_karate,github_actions,"versions:set,versions:commit",False,False,True
karatelabs_karate,github_actions,"clean,test",False,False,True
karatelabs_karate,github_actions,package,True,False,True
karatelabs_karate,github_actions,test,False,False,True
karatelabs_karate,github_actions,deploy,True,False,True
OpenLiberty_ci.maven,github_actions,"clean,install",False,False,True
OpenLiberty_ci.maven,github_actions,verify,False,False,True
pagehelper_Mybatis-PageHelper,github_actions,"clean,deploy",False,False,True
pagehelper_Mybatis-PageHelper,github_actions,verify,False,False,True
HXSecurity_DongTai-agent-java,github_actions,"clean,package",True,False,True
HXSecurity_DongTai-agent-java,github_actions,help:evaluate,False,False,True
HXSecurity_DongTai-agent-java,github_actions,package,True,False,True
HXSecurity_DongTai-agent-java,github_actions,versions:set,False,False,True
HXSecurity_DongTai-agent-java,github_actions,versions:update-child-modules,False,False,True
HXSecurity_DongTai-agent-java,github_actions,versions:commit,False,False,True
HXSecurity_DongTai-agent-java,github_actions,deploy,True,False,True
HXSecurity_DongTai-agent-java,github_actions,compile,True,False,True
geotools_geotools,github_actions,"clean,install",False,False,True
geotools_geotools,github_actions,verify,False,False,True
geotools_geotools,github_actions,install,True,False,True
geotools_geotools,github_actions,test,False,False,True
geotools_geotools,github_actions,exec:java,False,False,True
awslabs_aws-serverless-java-container,github_actions,"release:prepare,release:perform",False,False,True
awslabs_aws-serverless-java-container,github_actions,"clean,install",False,False,True
awslabs_aws-serverless-java-container,github_actions,archetype:generate,False,False,True
awslabs_aws-serverless-java-container,github_actions,"clean,package",False,False,True
OCR4all_LAREX,github_actions,install,False,False,True
spotify-web-api-java_spotify-web-api-java,github_actions,package,False,False,True
spotify-web-api-java_spotify-web-api-java,github_actions,deploy,True,False,True
spotify-web-api-java_spotify-web-api-java,github_actions,"clean,package",True,False,True
smallrye_smallrye-mutiny,github_actions,"clean,verify",False,False,True
smallrye_smallrye-mutiny,github_actions,"install,revapi:check@check-compatibility",True,False,True
smallrye_smallrye-mutiny,github_actions,exec:exec,False,False,True
smallrye_smallrye-mutiny,github_actions,"clean,deploy",True,False,True
smallrye_smallrye-mutiny,github_actions,verify,False,False,True
smallrye_smallrye-mutiny,github_actions,"clean,install",True,False,True
smallrye_smallrye-mutiny,github_actions,clean,False,False,True
smallrye_smallrye-mutiny,github_actions,versions:set,False,False,True
unipop-graph_unipop,travis_ci,test,False,False,True
unipop-graph_unipop,travis_ci,package,True,False,True
pgcodekeeper_pgcodekeeper,github_actions,verify,False,False,True
hs-web_hsweb-easy-orm,github_actions,test,False,False,True
spring-projects_spring-data-examples,travis_ci,"clean,test",False,False,True
vert-x3_vertx-rx,github_actions,"clean,verify",False,False,True
vert-x3_vertx-rx,github_actions,deploy,True,False,True
jan-molak_jenkins-build-monitor-plugin,github_actions,verify,False,False,True
jan-molak_jenkins-build-monitor-plugin,github_actions,deploy:deploy-file,False,False,True
OSBI_saiku,circle_ci,deploy,True,False,True
resty-gwt_resty-gwt,travis_ci,install,False,False,True
resty-gwt_resty-gwt,travis_ci,verify,True,False,True
hs-web_hsweb-framework,travis_ci,test,False,False,True
hs-web_hsweb-framework,travis_ci,install,True,False,True
PetteriM1_NukkitPetteriM1Edition,github_actions,package,False,False,True
PetteriM1_NukkitPetteriM1Edition,travis_ci,"clean,package",False,False,True
PetteriM1_NukkitPetteriM1Edition,travis_ci,test,False,False,True
haraldk_TwelveMonkeys,github_actions,test,False,False,True
haraldk_TwelveMonkeys,github_actions,help:evaluate,False,False,True
haraldk_TwelveMonkeys,github_actions,deploy,True,False,True
YunaiV_yudao-cloud,github_actions,package,True,False,True
MobiVM_robovm,github_actions,"clean,install",False,False,True
MobiVM_robovm,github_actions,"clean,deploy",False,False,True
wso2_product-microgateway,github_actions,"clean,install",False,False,True
wso2_product-microgateway,github_actions,help:evaluate,False,False,True
wso2_product-microgateway,travis_ci,"clean,install,test",False,False,True
OpenBankProject_OBP-API,github_actions,package,False,False,True
bernardosulzbach_dungeon,travis_ci,test,False,False,True
bernardosulzbach_dungeon,travis_ci,install,True,False,True
rabbitmq_rabbitmq-perf-test,github_actions,"clean,deploy",True,False,True
rabbitmq_rabbitmq-perf-test,github_actions,"package,assembly:single,checksum:files,gpg:sign",True,False,True
rabbitmq_rabbitmq-perf-test,github_actions,"clean,package",True,False,True
rabbitmq_rabbitmq-perf-test,github_actions,verify,False,False,True
rabbitmq_rabbitmq-perf-test,github_actions,asciidoctor:process-asciidoc,False,False,True
jcabi_jcabi-github,github_actions,install,False,False,True
jcabi_jcabi-github,github_actions,"clean,install",False,False,True
javaparser_javaparser,github_actions,"clean,test",False,False,True
javaparser_javaparser,github_actions,checkstyle:check,False,False,True
antlr_antlr3,github_actions,"package,verify",True,False,True
G-Research_siembol,github_actions,package,True,False,True
G-Research_siembol,github_actions,deploy,True,False,True
confluence-publisher_confluence-publisher,circle_ci,versions:set,False,False,True
confluence-publisher_confluence-publisher,circle_ci,"clean,install",False,False,True
confluence-publisher_confluence-publisher,circle_ci,"clean,install,jacoco:report,coveralls:report",False,False,True
confluence-publisher_confluence-publisher,circle_ci,"failsafe:integration-test,failsafe:verify",False,False,True
confluence-publisher_confluence-publisher,circle_ci,"package,source:jar,javadoc:jar,gpg:sign,deploy",False,False,True
confluence-publisher_confluence-publisher,circle_ci,dockerfile:push,False,False,True
Nukkit_Nukkit,travis_ci,clean,False,False,True
Nukkit_Nukkit,travis_ci,package,False,False,True
Nukkit_Nukkit,travis_ci,test,False,False,True
palatable_lambda,github_actions,"clean,verify",False,False,True
cucumber_cucumber-eclipse,github_actions,package,False,False,True
simlu_voxelshop,travis_ci,test,False,False,True
simlu_voxelshop,travis_ci,install,True,False,True
techa03_goodsKill,github_actions,install,False,False,True
techa03_goodsKill,github_actions,"clean,package",True,False,True
flowerfine_scaleph,github_actions,"clean,package",False,False,True
flowerfine_scaleph,github_actions,"verify,sonar:sonar",True,False,True
networknt_light-oauth2,travis_ci,test,False,False,True
networknt_light-oauth2,travis_ci,install,True,False,True
hub4j_github-api,github_actions,"clean,package",True,False,True
hub4j_github-api,github_actions,"clean,install",True,False,True
hub4j_github-api,github_actions,"clean,site",False,False,True
niumoo_bing-wallpaper,github_actions,package,False,False,True
Simmetrics_simmetrics,travis_ci,test,False,False,True
Simmetrics_simmetrics,travis_ci,install,True,False,True
netty_netty-incubator-codec-quic,github_actions,"clean,package",False,False,True
netty_netty-incubator-codec-quic,github_actions,release:prepare,True,False,True
netty_netty-incubator-codec-quic,github_actions,clean,False,False,True
netty_netty-incubator-codec-quic,github_actions,release:rollback,False,False,True
AKSW_RDFUnit,github_actions,"clean,package",True,False,True
AKSW_RDFUnit,travis_ci,"clean,install",False,False,True
HubSpot_slack-client,github_actions,"clean,install",False,False,True
HubSpot_slack-client,travis_ci,"clean,install",False,False,True
HubSpot_slack-client,travis_ci,install,True,False,True
git-commit-id_git-commit-id-maven-plugin,github_actions,"clean,verify",True,False,True
git-commit-id_git-commit-id-maven-plugin,github_actions,"clean,verify,javadoc:javadoc",False,False,True
git-commit-id_git-commit-id-maven-plugin,github_actions,"clean,install",False,False,True
git-commit-id_git-commit-id-maven-plugin,github_actions,"clean,initialize",True,False,True
git-commit-id_git-commit-id-maven-plugin,github_actions,"clean,test,jacoco:report,coveralls:report",False,False,True
git-commit-id_git-commit-id-maven-plugin,github_actions,"clean,deploy",False,False,True
fit2cloud_rackshift,github_actions,"clean,install",True,False,True
apache_commons-math,github_actions,"test,jacoco:report-aggregate",False,False,True
ballcat-projects_ballcat,github_actions,package,False,False,True
adorsys_keycloak-config-cli,github_actions,"clean,verify",False,False,True
strongbox_strongbox,travis_ci,"clean,install",False,False,True
google_mug,github_actions,"clean,package",True,False,True
google_mug,travis_ci,test,False,False,True
google_mug,travis_ci,install,True,False,True
NetEase_arctic,github_actions,install,False,False,True
NetEase_arctic,github_actions,test,False,False,True
NetEase_arctic,github_actions,"clean,package",False,False,True
bytedeco_javacpp-presets,github_actions,"clean,compile,exec:java",False,False,True
bytedeco_javacpp-presets,github_actions,exec:java,False,False,True
bytedeco_javacpp-presets,github_actions,dependency:list,False,False,True
bytedeco_javacpp-presets,github_actions,dependency:resolve,False,False,True
bytedeco_javacpp-presets,github_actions,deploy:deploy-file,False,False,True
bytedeco_javacpp-presets,travis_ci,"clean,deploy",True,False,True
bytedeco_javacpp-presets,travis_ci,"clean,install",True,False,True
bytedeco_javacpp-presets,travis_ci,dependency:list,False,False,True
bytedeco_javacpp-presets,travis_ci,deploy:deploy-file,False,False,True
bytedeco_javacpp-presets,travis_ci,install,True,False,True
verdict-project_verdict,circle_ci,install:install-file,False,False,True
verdict-project_verdict,circle_ci,test,False,False,True
verdict-project_verdict,circle_ci,cobertura:cobertura,False,False,True
verdict-project_verdict,circle_ci,package,True,False,True
verdict-project_verdict,travis_ci,test,False,False,True
verdict-project_verdict,travis_ci,install,True,False,True
ClouGence_hasor,travis_ci,"clean,package",False,False,True
ClouGence_hasor,travis_ci,install,True,False,True
OreosLab_bili,github_actions,package,True,False,True
OreosLab_bili,github_actions,compile,False,False,True
chocoteam_choco-solver,github_actions,"clean,package",True,False,True
chocoteam_choco-solver,github_actions,package,False,False,True
chocoteam_choco-solver,github_actions,versions:set,False,False,True
chocoteam_choco-solver,github_actions,deploy,False,False,True
chocoteam_choco-solver,github_actions,"javadoc:aggregate-jar,source:jar,deploy",True,False,True
chocoteam_choco-solver,github_actions,test,False,False,True
chocoteam_choco-solver,travis_ci,"clean,install",False,False,True
chocoteam_choco-solver,travis_ci,deploy,True,False,True
chocoteam_choco-solver,travis_ci,install,True,False,True
sokomishalov_skraper,github_actions,"clean,test",False,False,True
geosolutions-it_MapStore2,github_actions,verify,False,False,True
geosolutions-it_MapStore2,github_actions,"clean,install,deploy",False,False,True
geosolutions-it_MapStore2,github_actions,"clean,install",False,False,True
geosolutions-it_MapStore2,travis_ci,"clean,install",False,False,True
searchbox-io_Jest,travis_ci,test,False,False,True
searchbox-io_Jest,travis_ci,install,True,False,True
opencypher_openCypher,github_actions,"clean,verify",False,False,True
opencypher_openCypher,github_actions,"clean,package",False,False,True
AtomGraph_LinkedDataHub,github_actions,"clean,install",False,False,True
mycontroller-org_mycontroller-v1-legacy,github_actions,install:install-file,False,False,True
flapdoodle-oss_de.flapdoodle.embed.process,travis_ci,test,False,False,True
maven-nar_nar-maven-plugin,travis_ci,install,False,False,True
netfishers-onl_Netshot,github_actions,package,False,False,True
openhab_openhab-webui,github_actions,"clean,verify",False,False,True
frandallfarmer_neohabitat,travis_ci,"clean,package",False,False,True
Waikato_moa,github_actions,"clean,install",True,False,True
Waikato_moa,github_actions,package,True,False,True
bytedeco_javacv,github_actions,install,True,False,True
bytedeco_javacv,github_actions,clean,False,False,True
EnMasseProject_enmasse,github_actions,package,False,False,True
openhab_openhab-distro,github_actions,"clean,verify",False,False,True
mojohaus_versions,github_actions,install,False,False,True
mojohaus_versions,github_actions,"site,site:stage",True,False,True
imagej_tutorials,github_actions,deploy,False,False,True
kiegroup_droolsjbpm-knowledge,github_actions,"clean,install",False,False,True
AxonIQ_axon-server-se,github_actions,,,,False
SeleniumHQ_htmlunit-driver,travis_ci,,,,False
eirslett_frontend-maven-plugin,github_actions,,,,False
ta4j_ta4j,github_actions,,,,False
ta4j_ta4j,travis_ci,,,,False
orphan-oss_launch4j-maven-plugin,github_actions,,,,False
orphan-oss_launch4j-maven-plugin,travis_ci,,,,False
wilkerlucio_pathom,github_actions,,,,False
JCTools_JCTools,travis_ci,,,,False
AppiumTestDistribution_AppiumTestDistribution,circle_ci,,,,False
davidmoten_rxjava2-jdbc,github_actions,,,,False
apache_deltaspike,travis_ci,,,,False
NLPchina_elasticsearch-sql,travis_ci,,,,False
apache_commons-jexl,github_actions,,,,False
mcMMO-Dev_mcMMO,github_actions,,,,False
spdx_tools,travis_ci,,,,False
davidmoten_xsd-forms,github_actions,,,,False
anyascii_anyascii,github_actions,,,,False
flapdoodle-oss_de.flapdoodle.embed.process,travis_ci,,,,False
idempiere_idempiere,github_actions,,,,False
undertow-io_undertow,github_actions,,,,False
camunda_zeebe,github_actions,,,,False
davidB_scala-maven-plugin,github_actions,,,,False
yago-naga_yago3,travis_ci,,,,False
jchambers_pushy,github_actions,,,,False
atomashpolskiy_bt,travis_ci,,,,False
jpush_jpush-api-java-client,github_actions,,,,False
apache_sedona,github_actions,,,,False
apache_struts,github_actions,,,,False
imagej_ImageJ,github_actions,,,,False
vorburger_MariaDB4j,github_actions,,,,False
vorburger_MariaDB4j,travis_ci,,,,False
jmeter-maven-plugin_jmeter-maven-plugin,github_actions,,,,False
jfrog_artifactory-user-plugins,github_actions,,,,False
ShaftHQ_SHAFT_ENGINE,github_actions,,,,False
sarxos_webcam-capture,github_actions,,,,False
sarxos_webcam-capture,travis_ci,,,,False
igniterealtime_Openfire,github_actions,,,,False
googleapis_google-api-java-client,github_actions,,,,False
fizzgate_fizz-gateway-community,github_actions,,,,False
got5_tapestry5-jquery,travis_ci,,,,False
iluwatar_java-design-patterns,github_actions,,,,False
HubSpot_jinjava,travis_ci,,,,False
AbsaOSS_spline,github_actions,,,,False
bytedeco_javacv,github_actions,,,,False
bytedeco_javacv,travis_ci,,,,False
apache_dubbo,github_actions,,,,False
OpenPojo_openpojo,travis_ci,,,,False
checkstyle_checkstyle,github_actions,,,,False
checkstyle_checkstyle,circle_ci,,,,False
checkstyle_checkstyle,travis_ci,,,,False
apache_dolphinscheduler,github_actions,,,,False
cpesch_RouteConverter,github_actions,,,,False
cpesch_RouteConverter,travis_ci,,,,False
HtmlUnit_htmlunit,github_actions,,,,False
spring-petclinic_spring-petclinic-microservices,github_actions,,,,False
Norconex_collector-http,github_actions,,,,False
google_gson,github_actions,,,,False
servicex-sh_httpx,github_actions,,,,False
Card-Forge_forge,github_actions,,,,False
imagej_tutorials,github_actions,,,,False
farin_JCloisterZone,github_actions,,,,False
wso2_product-ei,travis_ci,,,,False
Nepxion_Discovery,github_actions,,,,False
antlr_grammars-v4,github_actions,,,,False
openscoring_openscoring,github_actions,,,,False
SpoutDev_Spout,travis_ci,,,,False
gchq_Gaffer,github_actions,,,,False
graphhopper_jsprit,github_actions,,,,False
apache_commons-codec,github_actions,,,,False
apache_dubbo-admin,github_actions,,,,False
apache_servicecomb-java-chassis,github_actions,,,,False
rrd4j_rrd4j,circle_ci,,,,False
mojohaus_versions,github_actions,,,,False
mojohaus_mojo-parent,github_actions,,,,False
undera_jmeter-plugins,github_actions,,,,False
magefree_mage,github_actions,,,,False
magefree_mage,travis_ci,,,,False
megaease_easeagent,github_actions,,,,False
clojure_tools.deps.alpha,github_actions,,,,False
apereo_java-cas-client,github_actions,,,,False
STAMP-project_dspot,github_actions,,,,False
STAMP-project_dspot,travis_ci,,,,False
authorjapps_zerocode,github_actions,,,,False
bytedeco_javacpp,github_actions,,,,False
bytedeco_javacpp,travis_ci,,,,False
astamuse_asta4d,travis_ci,,,,False
DreamVoid_MiraiMC,github_actions,,,,False
apache_commons-csv,github_actions,,,,False
apache_commons-exec,github_actions,,,,False
andrei1058_BedWars1058,github_actions,,,,False
l0rdn1kk0n_wicket-bootstrap,travis_ci,,,,False
netty_netty-tcnative,github_actions,,,,False
vert-x3_vertx-stack,github_actions,,,,False
martinpaljak_GlobalPlatformPro,github_actions,,,,False
ExpediaGroup_adaptive-alerting,travis_ci,,,,False
rxtx_rxtx,github_actions,,,,False
languagetool-org_languagetool,github_actions,,,,False
languagetool-org_languagetool,circle_ci,,,,False
perwendel_spark,github_actions,,,,False
perwendel_spark,travis_ci,,,,False
structr_structr,github_actions,,,,False
OpenAS2_OpenAs2App,github_actions,,,,False
OpenAS2_OpenAs2App,travis_ci,,,,False
revelc_formatter-maven-plugin,github_actions,,,,False
ControlSystemStudio_cs-studio,github_actions,,,,False
terasolunaorg_terasoluna-gfw,travis_ci,,,,False
RWS_odata,github_actions,,,,False
jberet_jsr352,github_actions,,,,False
miltonio_milton2,travis_ci,,,,False
biojava_biojava,github_actions,,,,False
resthub_resthub-spring-stack,travis_ci,,,,False
cmu-phil_tetrad,travis_ci,,,,False
cglib_cglib,travis_ci,,,,False
amaembo_streamex,github_actions,,,,False
SmartDataAnalytics_DL-Learner,github_actions,,,,False
jhipster_jhipster-lite,github_actions,,,,False
lemire_javaewah,github_actions,,,,False
lemire_javaewah,travis_ci,,,,False
apache_datasketches-java,github_actions,,,,False
yegor256_qulice,github_actions,,,,False
brianfrankcooper_YCSB,travis_ci,,,,False
ysc_superword,travis_ci,,,,False
cometd_cometd,github_actions,,,,False
mycontroller-org_mycontroller-v1-legacy,github_actions,,,,False
mycontroller-org_mycontroller-v1-legacy,travis_ci,,,,False
dice-group_gerbil,github_actions,,,,False
xerial_sqlite-jdbc,github_actions,,,,False
metosin_malli,github_actions,,,,False
criteo_biggraphite,github_actions,,,,False
assertj_assertj-db,github_actions,,,,False
jolie_jolie,github_actions,,,,False
jolie_jolie,travis_ci,,,,False
locationtech_geomesa,github_actions,,,,False
codecentric_chaos-monkey-spring-boot,github_actions,,,,False
hygieia_hygieia,travis_ci,,,,False
labsai_EDDI,circle_ci,,,,False
mguessan_davmail,travis_ci,,,,False
GraphWalker_graphwalker-project,github_actions,,,,False
galenframework_galen,travis_ci,,,,False
oshi_oshi,github_actions,,,,False
oshi_oshi,travis_ci,,,,False
shrinkwrap_shrinkwrap,circle_ci,,,,False
yegor256_cactoos,github_actions,,,,False
hapifhir_hapi-fhir,github_actions,,,,False
steve-community_steve,github_actions,,,,False
mjanicek_rembulan,travis_ci,,,,False
BentoBoxWorld_BentoBox,github_actions,,,,False
oehf_ipf,github_actions,,,,False
oehf_ipf,travis_ci,,,,False
mongock_mongock,github_actions,,,,False
networknt_json-schema-validator,github_actions,,,,False
archimatetool_archi,github_actions,,,,False
wttech_aet,github_actions,,,,False
wttech_aet,travis_ci,,,,False
jfaster_mango,travis_ci,,,,False
clearflask_clearflask,github_actions,,,,False
everit-org_json-schema,travis_ci,,,,False
openhab_openhab-webui,github_actions,,,,False
kaitoy_pcap4j,circle_ci,,,,False
kaitoy_pcap4j,travis_ci,,,,False
watson-developer-cloud_java-sdk,github_actions,,,,False
watson-developer-cloud_java-sdk,travis_ci,,,,False
jMetal_jMetal,github_actions,,,,False
eclipse-vertx_vert.x,github_actions,,,,False
spring-cloud_spring-cloud-netflix,circle_ci,,,,False
microsoft_spring-cloud-azure,github_actions,,,,False
walmartlabs_concord,github_actions,,,,False
knowm_XChange,github_actions,,,,False
FasterXML_jackson-jr,github_actions,,,,False
FasterXML_jackson-jr,travis_ci,,,,False
OpenRefine_OpenRefine,github_actions,,,,False
frandallfarmer_neohabitat,travis_ci,,,,False
Archy-X_AureliumSkills,github_actions,,,,False
Waikato_moa,github_actions,,,,False
Waikato_moa,travis_ci,,,,False
scalecube_scalecube-cluster,github_actions,,,,False
ferstl_depgraph-maven-plugin,github_actions,,,,False
lets-blade_blade,travis_ci,,,,False
Universite-Gustave-Eiffel_NoiseModelling,github_actions,,,,False
goldmansachs_gs-collections,travis_ci,,,,False
HubSpot_Baragon,travis_ci,,,,False
zinggAI_zingg,github_actions,,,,False
graphhopper_graphhopper,github_actions,,,,False
apache_bigtop,travis_ci,,,,False
aliyun_aliyun-emapreduce-datasources,travis_ci,,,,False
Tillerino_Tillerinobot,github_actions,,,,False
radsz_jacop,travis_ci,,,,False
locationtech_geogig,github_actions,,,,False
locationtech_geogig,travis_ci,,,,False
uniVocity_univocity-trader,travis_ci,,,,False
support-project_knowledge,travis_ci,,,,False
atlassian_data-center-helm-charts,github_actions,,,,False
spring-cloud_spring-cloud-release,circle_ci,,,,False
aicis_fresco,github_actions,,,,False
aicis_fresco,travis_ci,,,,False
brettwooldridge_HikariCP,github_actions,,,,False
brettwooldridge_HikariCP,circle_ci,,,,False
Angel-ML_angel,travis_ci,,,,False
googleapis_google-oauth-java-client,github_actions,,,,False
mybatis_mybatis-3,github_actions,,,,False
jeremylong_DependencyCheck,github_actions,,,,False
webanno_webanno,github_actions,,,,False
webanno_webanno,travis_ci,,,,False
4pr0n_ripme,travis_ci,,,,False
damianszczepanik_cucumber-reporting,github_actions,,,,False
orphan-oss_ognl,github_actions,,,,False
dropwizard_metrics,github_actions,,,,False
pgjdbc_r2dbc-postgresql,github_actions,,,,False
eclipse_dirigible,github_actions,,,,False
camunda_camunda-bpm-spring-boot-starter,travis_ci,,,,False
edp963_wormhole,travis_ci,,,,False
jenkinsci_git-client-plugin,github_actions,,,,False
spring-cloud-samples_spring-cloud-contract-samples,github_actions,,,,False
mybatis_spring,github_actions,,,,False
CertifaiAI_classifai,github_actions,,,,False
ICIJ_extract,circle_ci,,,,False
fengjiachun_Jupiter,travis_ci,,,,False
eclipse-tycho_tycho,github_actions,,,,False
dotCMS_core,github_actions,,,,False
graphstream_gs-core,travis_ci,,,,False
akkinoc_logback-access-spring-boot-starter,github_actions,,,,False
tlaplus_tlaplus,github_actions,,,,False
tlaplus_tlaplus,travis_ci,,,,False
Atmosphere_atmosphere-javascript,github_actions,,,,False
Atmosphere_atmosphere-javascript,travis_ci,,,,False
castlemock_castlemock,github_actions,,,,False
castlemock_castlemock,travis_ci,,,,False
nativelibs4java_nativelibs4java,travis_ci,,,,False
eclipse_vorto,travis_ci,,,,False
google_libphonenumber,github_actions,,,,False
SonarSource_sonar-scanner-msbuild,github_actions,,,,False
SANSA-Stack_SANSA-Stack,github_actions,,,,False
platonai_pulsarR,github_actions,,,,False
silentbalanceyh_vertx-zero,travis_ci,,,,False
viritin_viritin,travis_ci,,,,False
Azure_azure-iot-sdk-java,github_actions,,,,False
caelum_mamute,travis_ci,,,,False
karatelabs_karate,github_actions,,,,False
OpenLiberty_ci.maven,github_actions,,,,False
pagehelper_Mybatis-PageHelper,github_actions,,,,False
spring-projects_spring-data-redis,github_actions,,,,False
netfishers-onl_Netshot,github_actions,,,,False
HXSecurity_DongTai-agent-java,github_actions,,,,False
geotools_geotools,github_actions,,,,False
awslabs_aws-serverless-java-container,github_actions,,,,False
t-oster_VisiCut,travis_ci,,,,False
OCR4all_LAREX,github_actions,,,,False
spotify-web-api-java_spotify-web-api-java,github_actions,,,,False
smallrye_smallrye-mutiny,github_actions,,,,False
unipop-graph_unipop,travis_ci,,,,False
maven-nar_nar-maven-plugin,travis_ci,,,,False
pgcodekeeper_pgcodekeeper,github_actions,,,,False
hs-web_hsweb-easy-orm,github_actions,,,,False
spring-projects_spring-data-examples,github_actions,,,,False
spring-projects_spring-data-examples,travis_ci,,,,False
vert-x3_vertx-rx,github_actions,,,,False
jan-molak_jenkins-build-monitor-plugin,github_actions,,,,False
OSBI_saiku,circle_ci,,,,False
resty-gwt_resty-gwt,travis_ci,,,,False
dspinellis_UMLGraph,travis_ci,,,,False
hs-web_hsweb-framework,travis_ci,,,,False
PetteriM1_NukkitPetteriM1Edition,github_actions,,,,False
PetteriM1_NukkitPetteriM1Edition,travis_ci,,,,False
