project,build_tool,name,category
payara_Payara,maven,org.apache.felix:maven-bundle-plugin,external
payara_Payara,maven,org.apache.maven.plugins:maven-dependency-plugin,native
payara_Payara,maven,org.apache.maven.plugins:maven-dependency-plugin,native
payara_Payara,maven,org.apache.maven.plugins:maven-assembly-plugin,native
payara_Payara,maven,org.glassfish.build:glassfishbuild-maven-plugin,external
payara_Payara,maven,org.apache.maven.plugins:maven-jar-plugin,native
payara_Payara,maven,org.apache.felix:maven-bundle-plugin,external
payara_Payara,maven,org.apache.maven.plugins:maven-jar-plugin,native
payara_Payara,maven,org.apache.felix:maven-bundle-plugin,external
payara_Payara,maven,org.apache.maven.plugins:maven-source-plugin,native
payara_Payara,maven,org.apache.maven.plugins:maven-jar-plugin,native
payara_Payara,maven,org.apache.felix:maven-bundle-plugin,external
payara_Payara,maven,org.apache.maven.plugins:maven-jar-plugin,native
payara_Payara,maven,org.apache.felix:maven-bundle-plugin,external
payara_Payara,maven,org.glassfish.hk2:consolidatedbundle-maven-plugin,external
payara_Payara,maven,org.apache.felix:maven-bundle-plugin,external
payara_Payara,maven,org.apache.maven.plugins:maven-jar-plugin,native
payara_Payara,maven,org.apache.felix:maven-bundle-plugin,external
payara_Payara,maven,org.glassfish.hk2:consolidatedbundle-maven-plugin,external
payara_Payara,maven,org.apache.felix:maven-bundle-plugin,external
payara_Payara,maven,org.apache.maven.plugins:maven-clean-plugin,native
payara_Payara,maven,org.apache.felix:maven-bundle-plugin,external
payara_Payara,maven,org.apache.maven.plugins:maven-jar-plugin,native
payara_Payara,maven,org.apache.felix:maven-bundle-plugin,external
payara_Payara,maven,org.apache.maven.plugins:maven-jar-plugin,native
payara_Payara,maven,org.glassfish.hk2:osgiversion-maven-plugin,external
payara_Payara,maven,org.apache.felix:maven-bundle-plugin,external
payara_Payara,maven,org.glassfish.hk2:consolidatedbundle-maven-plugin,external
payara_Payara,maven,org.apache.felix:maven-bundle-plugin,external
payara_Payara,maven,org.apache.maven.plugins:maven-dependency-plugin,native
payara_Payara,maven,org.jvnet.maven-antrun-extended-plugin:maven-antrun-extended-plugin,external
payara_Payara,maven,org.glassfish.hk2:osgiversion-maven-plugin,external
payara_Payara,maven,org.apache.felix:maven-bundle-plugin,external
payara_Payara,maven,org.glassfish.hk2:osgiversion-maven-plugin,external
payara_Payara,maven,org.apache.felix:maven-bundle-plugin,external
payara_Payara,maven,org.glassfish.hk2:osgiversion-maven-plugin,external
payara_Payara,maven,org.apache.felix:maven-bundle-plugin,external
payara_Payara,maven,org.apache.maven.plugins:maven-dependency-plugin,native
payara_Payara,maven,org.apache.maven.plugins:maven-assembly-plugin,native
payara_Payara,maven,org.glassfish.build:glassfishbuild-maven-plugin,external
payara_Payara,maven,org.apache.maven.plugins:maven-clean-plugin,native
payara_Payara,maven,org.glassfish.build:glassfishbuild-maven-plugin,external
OpenHFT_Chronicle-Map,maven,org.apache.maven.plugins:maven-compiler-plugin,native
OpenHFT_Chronicle-Map,maven,org.codehaus.mojo:exec-maven-plugin,external
OpenHFT_Chronicle-Map,maven,net.openhft:binary-compatibility-enforcer-plugin,custom
OpenHFT_Chronicle-Map,maven,org.apache.maven.plugins:maven-compiler-plugin,native
OpenHFT_Chronicle-Map,maven,org.apache.maven.plugins:maven-surefire-plugin,native
OpenHFT_Chronicle-Map,maven,org.apache.maven.plugins:maven-scm-publish-plugin,native
OpenHFT_Chronicle-Map,maven,org.apache.maven.plugins:maven-javadoc-plugin,native
OpenHFT_Chronicle-Map,maven,org.apache.maven.plugins:maven-jar-plugin,native
OpenHFT_Chronicle-Map,maven,org.apache.servicemix.tooling:depends-maven-plugin,external
OpenHFT_Chronicle-Map,maven,org.apache.felix:maven-bundle-plugin,external
OpenHFT_Chronicle-Map,maven,org.codehaus.mojo:exec-maven-plugin,external
OpenHFT_Chronicle-Map,maven,org.codehaus.mojo:versions-maven-plugin,external
yamcs_yamcs,maven,kr.motd.maven:os-maven-plugin,external
yamcs_yamcs,maven,org.xolstice.maven.plugins:protobuf-maven-plugin,external
yamcs_yamcs,maven,org.apache.maven.plugins:maven-surefire-plugin,native
yamcs_yamcs,maven,kr.motd.maven:os-maven-plugin,external
yamcs_yamcs,maven,org.xolstice.maven.plugins:protobuf-maven-plugin,external
yamcs_yamcs,maven,org.codehaus.mojo:exec-maven-plugin,external
yamcs_yamcs,maven,org.apache.maven.plugins:maven-assembly-plugin,native
yamcs_yamcs,maven,org.apache.maven.plugins:maven-surefire-plugin,native
yamcs_yamcs,maven,kr.motd.maven:os-maven-plugin,external
yamcs_yamcs,maven,org.xolstice.maven.plugins:protobuf-maven-plugin,external
yamcs_yamcs,maven,org.yamcs:yamcs-maven-plugin,custom
yamcs_yamcs,maven,org.yamcs:yamcs-maven-plugin,custom
stsiushkevich_learn-reactjs,maven,org.springframework.boot:spring-boot-maven-plugin,external
stsiushkevich_learn-reactjs,maven,org.apache.maven.plugins:maven-dependency-plugin,native
xerial_sqlite-jdbc,maven,org.apache.maven.plugins:maven-help-plugin,native
xerial_sqlite-jdbc,maven,org.apache.maven.plugins:maven-compiler-plugin,native
xerial_sqlite-jdbc,maven,org.apache.maven.plugins:maven-surefire-report-plugin,native
xerial_sqlite-jdbc,maven,org.apache.maven.plugins:maven-surefire-plugin,native
xerial_sqlite-jdbc,maven,org.apache.felix:maven-bundle-plugin,external
xerial_sqlite-jdbc,maven,com.diffplug.spotless:spotless-maven-plugin,external
xerial_sqlite-jdbc,maven,org.sonatype.plugins:nexus-staging-maven-plugin,external
xerial_sqlite-jdbc,maven,org.jreleaser:jreleaser-maven-plugin,external
xerial_sqlite-jdbc,maven,org.codehaus.mojo:versions-maven-plugin,external
xerial_sqlite-jdbc,maven,org.apache.maven.plugins:maven-enforcer-plugin,native
yangzongzhuan_RuoYi-Vue,maven,org.apache.maven.plugins:maven-compiler-plugin,native
yangzongzhuan_RuoYi-Vue,maven,org.springframework.boot:spring-boot-maven-plugin,external
yangzongzhuan_RuoYi-Vue,maven,org.apache.maven.plugins:maven-war-plugin,native
assertj_assertj-db,maven,org.apache.maven.plugins:maven-compiler-plugin,native
assertj_assertj-db,maven,org.apache.maven.plugins:maven-shade-plugin,native
assertj_assertj-db,maven,org.apache.maven.plugins:maven-dependency-plugin,native
assertj_assertj-db,maven,org.apache.maven.plugins:maven-javadoc-plugin,native
assertj_assertj-db,maven,org.jacoco:jacoco-maven-plugin,external
jolie_jolie,maven,org.apache.maven.plugins:maven-jar-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-dependency-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-dependency-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-dependency-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-dependency-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-dependency-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-dependency-plugin,native
jolie_jolie,maven,org.codehaus.mojo:exec-maven-plugin,external
jolie_jolie,maven,org.apache.maven.plugins:maven-dependency-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-jar-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-dependency-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-compiler-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-resources-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-dependency-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-dependency-plugin,native
jolie_jolie,maven,net.revelc.code.formatter:formatter-maven-plugin,external
jolie_jolie,maven,org.apache.maven.plugins:maven-pmd-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-jar-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-dependency-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-jar-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-dependency-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-jar-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-dependency-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-jar-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-dependency-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-jar-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-dependency-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-jar-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-dependency-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-jar-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-dependency-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-jar-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-dependency-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-jar-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-dependency-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-jar-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-dependency-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-jar-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-dependency-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-jar-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-dependency-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-jar-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-dependency-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-jar-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-dependency-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-jar-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-dependency-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-dependency-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-dependency-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-dependency-plugin,native
jolie_jolie,maven,org.codehaus.mojo:exec-maven-plugin,external
jolie_jolie,maven,org.apache.maven.plugins:maven-dependency-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-dependency-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-dependency-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-dependency-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-dependency-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-dependency-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-jar-plugin,native
jolie_jolie,maven,org.apache.maven.plugins:maven-dependency-plugin,native
locationtech_geomesa,maven,org.apache.maven.plugins:maven-assembly-plugin,native
locationtech_geomesa,maven,org.apache.maven.plugins:maven-assembly-plugin,native
locationtech_geomesa,maven,org.apache.maven.plugins:maven-assembly-plugin,native
locationtech_geomesa,maven,org.codehaus.mojo:exec-maven-plugin,external
locationtech_geomesa,maven,pl.project13.maven:git-commit-id-plugin,external
locationtech_geomesa,maven,pl.project13.maven:git-commit-id-plugin,external
locationtech_geomesa,maven,org.codehaus.mojo:exec-maven-plugin,external
locationtech_geomesa,maven,org.apache.maven.plugins:maven-assembly-plugin,native
locationtech_geomesa,maven,org.apache.maven.plugins:maven-assembly-plugin,native
locationtech_geomesa,maven,org.apache.maven.plugins:maven-assembly-plugin,native
locationtech_geomesa,maven,net.alchim31.maven:scala-maven-plugin,external
locationtech_geomesa,maven,org.apache.maven.plugins:maven-failsafe-plugin,native
locationtech_geomesa,maven,org.apache.maven.plugins:maven-jar-plugin,native
locationtech_geomesa,maven,org.apache.maven.plugins:maven-shade-plugin,native
locationtech_geomesa,maven,org.apache.maven.plugins:maven-shade-plugin,native
locationtech_geomesa,maven,org.apache.maven.plugins:maven-assembly-plugin,native
locationtech_geomesa,maven,org.codehaus.mojo:exec-maven-plugin,external
locationtech_geomesa,maven,pl.project13.maven:git-commit-id-plugin,external
locationtech_geomesa,maven,org.apache.maven.plugins:maven-shade-plugin,native
locationtech_geomesa,maven,org.apache.maven.plugins:maven-assembly-plugin,native
locationtech_geomesa,maven,org.codehaus.mojo:exec-maven-plugin,external
locationtech_geomesa,maven,org.apache.maven.plugins:maven-assembly-plugin,native
locationtech_geomesa,maven,org.apache.maven.plugins:maven-assembly-plugin,native
locationtech_geomesa,maven,org.codehaus.mojo:exec-maven-plugin,external
locationtech_geomesa,maven,org.apache.maven.plugins:maven-assembly-plugin,native
locationtech_geomesa,maven,org.codehaus.mojo:exec-maven-plugin,external
locationtech_geomesa,maven,pl.project13.maven:git-commit-id-plugin,external
locationtech_geomesa,maven,org.apache.maven.plugins:maven-assembly-plugin,native
locationtech_geomesa,maven,org.apache.maven.plugins:maven-shade-plugin,native
locationtech_geomesa,maven,org.codehaus.mojo:build-helper-maven-plugin,external
locationtech_geomesa,maven,net.alchim31.maven:scala-maven-plugin,external
locationtech_geomesa,maven,pl.project13.maven:git-commit-id-plugin,external
locationtech_geomesa,maven,com.mycila:license-maven-plugin,external
locationtech_geomesa,maven,org.apache.maven.plugins:maven-resources-plugin,native
locationtech_geomesa,maven,org.apache.maven.plugins:maven-source-plugin,native
locationtech_geomesa,maven,org.apache.maven.plugins:maven-checkstyle-plugin,native
locationtech_geomesa,maven,org.apache.maven.plugins:maven-enforcer-plugin,native
locationtech_geomesa,maven,org.apache.maven.plugins:maven-assembly-plugin,native
locationtech_geomesa,maven,org.apache.maven.plugins:maven-shade-plugin,native
locationtech_geomesa,maven,org.apache.maven.plugins:maven-assembly-plugin,native
locationtech_geomesa,maven,org.codehaus.mojo:exec-maven-plugin,external
locationtech_geomesa,maven,pl.project13.maven:git-commit-id-plugin,external
locationtech_geomesa,maven,org.apache.maven.plugins:maven-shade-plugin,native
locationtech_geomesa,maven,org.apache.maven.plugins:maven-shade-plugin,native
locationtech_geomesa,maven,org.codehaus.mojo:exec-maven-plugin,external
locationtech_geomesa,maven,org.apache.maven.plugins:maven-shade-plugin,native
locationtech_geomesa,maven,org.apache.maven.plugins:maven-shade-plugin,native
locationtech_geomesa,maven,org.apache.maven.plugins:maven-jar-plugin,native
locationtech_geomesa,maven,org.apache.maven.plugins:maven-assembly-plugin,native
locationtech_geomesa,maven,org.apache.maven.plugins:maven-assembly-plugin,native
locationtech_geomesa,maven,org.apache.maven.plugins:maven-assembly-plugin,native
locationtech_geomesa,maven,org.codehaus.mojo:exec-maven-plugin,external
locationtech_geomesa,maven,org.apache.maven.plugins:maven-assembly-plugin,native
locationtech_geomesa,maven,org.apache.maven.plugins:maven-jar-plugin,native
locationtech_geomesa,maven,org.apache.maven.plugins:maven-resources-plugin,native
locationtech_geomesa,maven,org.codehaus.mojo:build-helper-maven-plugin,external
locationtech_geomesa,maven,org.apache.maven.plugins:maven-jar-plugin,native
locationtech_geomesa,maven,org.scoverage:scoverage-maven-plugin,external
locationtech_geomesa,maven,org.apache.maven.plugins:maven-jar-plugin,native
locationtech_geomesa,maven,org.apache.maven.plugins:maven-surefire-plugin,native
locationtech_geomesa,maven,org.apache.maven.plugins:maven-jar-plugin,native
codecentric_chaos-monkey-spring-boot,maven,org.springframework.boot:spring-boot-maven-plugin,external
codecentric_chaos-monkey-spring-boot,maven,org.springframework.boot:spring-boot-maven-plugin,external
codecentric_chaos-monkey-spring-boot,maven,org.springframework.boot:spring-boot-maven-plugin,external
codecentric_chaos-monkey-spring-boot,maven,org.springframework.boot:spring-boot-maven-plugin,external
codecentric_chaos-monkey-spring-boot,maven,org.springframework.boot:spring-boot-maven-plugin,external
codecentric_chaos-monkey-spring-boot,maven,org.codehaus.mojo:flatten-maven-plugin,external
codecentric_chaos-monkey-spring-boot,maven,org.jacoco:jacoco-maven-plugin,external
codecentric_chaos-monkey-spring-boot,maven,org.sonatype.plugins:nexus-staging-maven-plugin,external
codecentric_chaos-monkey-spring-boot,maven,org.apache.maven.plugins:maven-source-plugin,native
codecentric_chaos-monkey-spring-boot,maven,org.apache.maven.plugins:maven-surefire-plugin,native
codecentric_chaos-monkey-spring-boot,maven,org.apache.maven.plugins:maven-javadoc-plugin,native
codecentric_chaos-monkey-spring-boot,maven,org.springframework.boot:spring-boot-maven-plugin,external
codecentric_chaos-monkey-spring-boot,maven,org.apache.maven.plugins:maven-deploy-plugin,native
codecentric_chaos-monkey-spring-boot,maven,com.diffplug.spotless:spotless-maven-plugin,external
codecentric_chaos-monkey-spring-boot,maven,org.apache.maven.plugins:maven-enforcer-plugin,native
codecentric_chaos-monkey-spring-boot,maven,org.codehaus.mojo:versions-maven-plugin,external
codecentric_chaos-monkey-spring-boot,maven,io.github.git-commit-id:git-commit-id-maven-plugin,external
codecentric_chaos-monkey-spring-boot,maven,org.asciidoctor:asciidoctor-maven-plugin,external
codecentric_chaos-monkey-spring-boot,maven,org.springframework.boot:spring-boot-maven-plugin,external
codecentric_chaos-monkey-spring-boot,maven,org.apache.maven.plugins:maven-shade-plugin,native
hygieia_hygieia,maven,org.jacoco:jacoco-maven-plugin,external
hygieia_hygieia,maven,com.github.eirslett:frontend-maven-plugin,external
HeidelTime_heideltime,maven,org.apache.maven.plugins:maven-assembly-plugin,native
HeidelTime_heideltime,maven,org.apache.maven.plugins:maven-shade-plugin,native
HeidelTime_heideltime,maven,org.apache.maven.plugins:maven-source-plugin,native
HeidelTime_heideltime,maven,org.apache.maven.plugins:maven-javadoc-plugin,native
HeidelTime_heideltime,maven,org.apache.maven.plugins:maven-gpg-plugin,native
HeidelTime_heideltime,maven,org.sonatype.plugins:nexus-staging-maven-plugin,external
HeidelTime_heideltime,maven,org.apache.maven.plugins:maven-assembly-plugin,native
HeidelTime_heideltime,maven,org.apache.maven.plugins:maven-shade-plugin,native
HeidelTime_heideltime,maven,org.apache.maven.plugins:maven-source-plugin,native
HeidelTime_heideltime,maven,org.apache.maven.plugins:maven-javadoc-plugin,native
HeidelTime_heideltime,maven,org.apache.maven.plugins:maven-assembly-plugin,native
HeidelTime_heideltime,maven,org.apache.maven.plugins:maven-shade-plugin,native
HeidelTime_heideltime,maven,org.apache.maven.plugins:maven-source-plugin,native
HeidelTime_heideltime,maven,org.apache.maven.plugins:maven-javadoc-plugin,native
labsai_EDDI,maven,org.jboss.jandex:jandex-maven-plugin,external
labsai_EDDI,maven,${quarkus.platform.group-id}:quarkus-maven-plugin,external
labsai_EDDI,maven,org.apache.maven.plugins:maven-compiler-plugin,native
labsai_EDDI,maven,io.quarkus:quarkus-maven-plugin,external
labsai_EDDI,maven,org.apache.maven.plugins:maven-surefire-plugin,native
labsai_EDDI,maven,org.apache.maven.plugins:maven-failsafe-plugin,native
GraphWalker_graphwalker-project,maven,org.antlr:antlr4-maven-plugin,external
GraphWalker_graphwalker-project,maven,com.github.eirslett:frontend-maven-plugin,external
GraphWalker_graphwalker-project,maven,org.springframework.boot:spring-boot-maven-plugin,external
GraphWalker_graphwalker-project,maven,org.apache.maven.plugins:maven-plugin-plugin,native
GraphWalker_graphwalker-project,maven,org.apache.maven.plugins:maven-compiler-plugin,native
GraphWalker_graphwalker-project,maven,org.codehaus.mojo:license-maven-plugin,external
GraphWalker_graphwalker-project,maven,org.apache.maven.plugins:maven-enforcer-plugin,native
GraphWalker_graphwalker-project,maven,org.jacoco:jacoco-maven-plugin,external
GraphWalker_graphwalker-project,maven,pl.project13.maven:git-commit-id-plugin,external
GraphWalker_graphwalker-project,maven,org.codehaus.mojo:jaxb2-maven-plugin,external
GraphWalker_graphwalker-project,maven,org.apache.maven.plugins:maven-surefire-plugin,native
GraphWalker_graphwalker-project,maven,org.apache.maven.plugins:maven-shade-plugin,native
GraphWalker_graphwalker-project,maven,org.apache.maven.plugins:maven-war-plugin,native
GraphWalker_graphwalker-project,maven,org.graphwalker:graphwalker-maven-plugin,custom
GraphWalker_graphwalker-project,maven,org.codehaus.mojo:license-maven-plugin,external
GraphWalker_graphwalker-project,maven,org.graphwalker:graphwalker-maven-plugin,custom
GraphWalker_graphwalker-project,maven,org.graphwalker:graphwalker-maven-plugin,custom
GraphWalker_graphwalker-project,maven,org.codehaus.mojo:license-maven-plugin,external
GraphWalker_graphwalker-project,maven,org.apache.maven.plugins:maven-compiler-plugin,native
GraphWalker_graphwalker-project,maven,org.graphwalker:graphwalker-maven-plugin,external
GraphWalker_graphwalker-project,maven,org.codehaus.mojo:license-maven-plugin,external
GraphWalker_graphwalker-project,maven,org.codehaus.mojo:xmlbeans-maven-plugin,external
theonedev_onedev,maven,io.onedev:plugin-maven,custom
theonedev_onedev,maven,org.antlr:antlr4-maven-plugin,external
theonedev_onedev,maven,io.onedev:plugin-maven,external
galenframework_galen,maven,org.apache.maven.plugins:maven-surefire-plugin,native
galenframework_galen,maven,org.apache.maven.plugins:maven-failsafe-plugin,native
galenframework_galen,maven,org.apache.maven.plugins:maven-gpg-plugin,native
galenframework_galen,maven,org.apache.maven.plugins:maven-eclipse-plugin,native
galenframework_galen,maven,org.jacoco:jacoco-maven-plugin,external
galenframework_galen,maven,org.apache.maven.plugins:maven-surefire-plugin,native
galenframework_galen,maven,org.apache.maven.plugins:maven-failsafe-plugin,native
galenframework_galen,maven,org.apache.maven.plugins:maven-gpg-plugin,native
galenframework_galen,maven,com.github.eirslett:frontend-maven-plugin,external
galenframework_galen,maven,org.apache.maven.plugins:maven-eclipse-plugin,native
galenframework_galen,maven,org.jacoco:jacoco-maven-plugin,external
galenframework_galen,maven,org.apache.maven.plugins:maven-surefire-plugin,native
galenframework_galen,maven,org.apache.maven.plugins:maven-gpg-plugin,native
galenframework_galen,maven,org.apache.maven.plugins:maven-surefire-plugin,native
galenframework_galen,maven,org.apache.maven.plugins:maven-gpg-plugin,native
oshi_oshi,maven,pl.project13.maven:git-commit-id-plugin,external
oshi_oshi,maven,org.codehaus.mojo:build-helper-maven-plugin,external
oshi_oshi,maven,biz.aQute.bnd:bnd-maven-plugin,external
oshi_oshi,maven,de.sormuras.junit:junit-platform-maven-plugin,external
oshi_oshi,maven,org.apache.maven.plugins:maven-enforcer-plugin,native
oshi_oshi,maven,com.github.ekryd.sortpom:sortpom-maven-plugin,external
oshi_oshi,maven,org.jacoco:jacoco-maven-plugin,external
oshi_oshi,maven,org.apache.maven.plugins:maven-surefire-plugin,native
oshi_oshi,maven,org.eluder.coveralls:coveralls-maven-plugin,external
oshi_oshi,maven,org.apache.maven.plugins:maven-checkstyle-plugin,native
oshi_oshi,maven,org.apache.maven.plugins:maven-clean-plugin,native
oshi_oshi,maven,org.codehaus.mojo:build-helper-maven-plugin,external
oshi_oshi,maven,org.apache.maven.plugins:maven-javadoc-plugin,native
oshi_oshi,maven,org.apache.maven.plugins:maven-assembly-plugin,native
oshi_oshi,maven,org.apache.maven.plugins:maven-jar-plugin,native
shrinkwrap_shrinkwrap,maven,org.apache.maven.plugins:maven-jar-plugin,native
shrinkwrap_shrinkwrap,maven,org.apache.maven.plugins:maven-checkstyle-plugin,native
shrinkwrap_shrinkwrap,maven,org.jacoco:jacoco-maven-plugin,external
shrinkwrap_shrinkwrap,maven,org.apache.maven.plugins:maven-checkstyle-plugin,native
shrinkwrap_shrinkwrap,maven,org.apache.maven.plugins:maven-jar-plugin,native
shrinkwrap_shrinkwrap,maven,org.apache.maven.plugins:maven-checkstyle-plugin,native
shrinkwrap_shrinkwrap,maven,org.jboss.maven.plugins:maven-jdocbook-plugin,external
shrinkwrap_shrinkwrap,maven,org.apache.maven.plugins:maven-surefire-plugin,native
yegor256_cactoos,maven,org.apache.maven.plugins:maven-verifier-plugin,native
yegor256_cactoos,maven,org.jacoco:jacoco-maven-plugin,external
hapifhir_hapi-fhir,maven,org.apache.maven.plugins:maven-failsafe-plugin,native
hapifhir_hapi-fhir,maven,org.apache.maven.plugins:maven-surefire-plugin,native
hapifhir_hapi-fhir,maven,org.apache.maven.plugins:maven-checkstyle-plugin,native
hapifhir_hapi-fhir,maven,org.apache.maven.plugins:maven-war-plugin,native
hapifhir_hapi-fhir,maven,org.apache.maven.plugins:maven-failsafe-plugin,native
hapifhir_hapi-fhir,maven,org.apache.maven.plugins:maven-failsafe-plugin,native
hapifhir_hapi-fhir,maven,org.apache.maven.plugins:maven-surefire-plugin,native
hapifhir_hapi-fhir,maven,org.apache.maven.plugins:maven-checkstyle-plugin,native
hapifhir_hapi-fhir,maven,org.apache.maven.plugins:maven-failsafe-plugin,native
hapifhir_hapi-fhir,maven,org.apache.maven.plugins:maven-surefire-plugin,native
hapifhir_hapi-fhir,maven,org.apache.maven.plugins:maven-checkstyle-plugin,native
hapifhir_hapi-fhir,maven,org.apache.felix:maven-bundle-plugin,external
hapifhir_hapi-fhir,maven,org.apache.maven.plugins:maven-javadoc-plugin,native
hapifhir_hapi-fhir,maven,org.apache.maven.plugins:maven-failsafe-plugin,native
hapifhir_hapi-fhir,maven,org.apache.maven.plugins:maven-surefire-plugin,native
hapifhir_hapi-fhir,maven,org.apache.maven.plugins:maven-checkstyle-plugin,native
hapifhir_hapi-fhir,maven,org.apache.maven.plugins:maven-plugin-plugin,native
hapifhir_hapi-fhir,maven,org.apache.felix:maven-bundle-plugin,external
hapifhir_hapi-fhir,maven,org.apache.maven.plugins:maven-deploy-plugin,native
hapifhir_hapi-fhir,maven,org.apache.maven.plugins:maven-war-plugin,native
hapifhir_hapi-fhir,maven,org.apache.maven.plugins:maven-source-plugin,native
hapifhir_hapi-fhir,maven,org.jacoco:jacoco-maven-plugin,external
hapifhir_hapi-fhir,maven,org.apache.maven.plugins:maven-surefire-plugin,native
hapifhir_hapi-fhir,maven,org.codehaus.mojo:license-maven-plugin,external
hapifhir_hapi-fhir,maven,org.apache.maven.plugins:maven-compiler-plugin,native
hapifhir_hapi-fhir,maven,org.apache.felix:maven-bundle-plugin,external
hapifhir_hapi-fhir,maven,org.apache.maven.plugins:maven-javadoc-plugin,native
hapifhir_hapi-fhir,maven,org.basepom.maven:duplicate-finder-maven-plugin,external
hapifhir_hapi-fhir,maven,org.apache.maven.plugins:maven-surefire-plugin,native
hapifhir_hapi-fhir,maven,org.codehaus.mojo:license-maven-plugin,external
hapifhir_hapi-fhir,maven,org.apache.maven.plugins:maven-compiler-plugin,native
hapifhir_hapi-fhir,maven,org.apache.felix:maven-bundle-plugin,external
hapifhir_hapi-fhir,maven,org.apache.maven.plugins:maven-javadoc-plugin,native
hapifhir_hapi-fhir,maven,org.basepom.maven:duplicate-finder-maven-plugin,external
hapifhir_hapi-fhir,maven,org.apache.maven.plugins:maven-deploy-plugin,native
hapifhir_hapi-fhir,maven,org.springframework.boot:spring-boot-maven-plugin,external
hapifhir_hapi-fhir,maven,org.springframework.boot:spring-boot-maven-plugin,external
hapifhir_hapi-fhir,maven,org.springframework.boot:spring-boot-maven-plugin,external
hapifhir_hapi-fhir,maven,org.apache.felix:maven-bundle-plugin,external
hapifhir_hapi-fhir,maven,org.apache.maven.plugins:maven-deploy-plugin,native
hapifhir_hapi-fhir,maven,org.apache.maven.plugins:maven-surefire-plugin,native
hapifhir_hapi-fhir,maven,org.codehaus.mojo:license-maven-plugin,external
hapifhir_hapi-fhir,maven,org.apache.maven.plugins:maven-compiler-plugin,native
hapifhir_hapi-fhir,maven,org.apache.felix:maven-bundle-plugin,external
hapifhir_hapi-fhir,maven,org.apache.maven.plugins:maven-javadoc-plugin,native
hapifhir_hapi-fhir,maven,org.apache.maven.plugins:maven-surefire-plugin,native
hapifhir_hapi-fhir,maven,org.apache.maven.plugins:maven-failsafe-plugin,native
hapifhir_hapi-fhir,maven,org.apache.felix:maven-bundle-plugin,external
hapifhir_hapi-fhir,maven,org.apache.servicemix.tooling:depends-maven-plugin,external
hapifhir_hapi-fhir,maven,org.apache.maven.plugins:maven-surefire-plugin,native
hapifhir_hapi-fhir,maven,org.apache.maven.plugins:maven-resources-plugin,native
