project,build_tool,name,category
antlr_grammars-v4,maven,com.khubla.antlr:antlr4test-maven-plugin,external
antlr_grammars-v4,maven,org.antlr:antlr4-maven-plugin,external
antlr_grammars-v4,maven,com.khubla.antlr:antlr4test-maven-plugin,external
antlr_grammars-v4,maven,org.antlr:antlr4-maven-plugin,external
antlr_grammars-v4,maven,com.khubla.antlr:antlr4test-maven-plugin,external
antlr_grammars-v4,maven,org.antlr:antlr4-maven-plugin,external
antlr_grammars-v4,maven,com.khubla.antlr:antlr4test-maven-plugin,external
antlr_grammars-v4,maven,org.antlr:antlr4-maven-plugin,external
antlr_grammars-v4,maven,com.khubla.antlr:antlr4test-maven-plugin,external
antlr_grammars-v4,maven,org.antlr:antlr4-maven-plugin,external
antlr_grammars-v4,maven,com.khubla.antlr:antlr4test-maven-plugin,external
antlr_grammars-v4,maven,org.antlr:antlr4-maven-plugin,external
antlr_grammars-v4,maven,com.khubla.antlr:antlr4test-maven-plugin,external
antlr_grammars-v4,maven,org.antlr:antlr4-maven-plugin,external
antlr_grammars-v4,maven,com.khubla.antlr:antlr4test-maven-plugin,external
antlr_grammars-v4,maven,org.antlr:antlr4-maven-plugin,external
antlr_grammars-v4,maven,com.khubla.antlr:antlr4test-maven-plugin,external
antlr_grammars-v4,maven,org.antlr:antlr4-maven-plugin,external
antlr_grammars-v4,maven,com.khubla.antlr:antlr4test-maven-plugin,external
antlr_grammars-v4,maven,org.antlr:antlr4-maven-plugin,external
antlr_grammars-v4,maven,com.khubla.antlr:antlr4test-maven-plugin,external
antlr_grammars-v4,maven,org.antlr:antlr4-maven-plugin,external
antlr_grammars-v4,maven,com.khubla.antlr:antlr4test-maven-plugin,external
antlr_grammars-v4,maven,org.antlr:antlr4-maven-plugin,external
antlr_grammars-v4,maven,com.khubla.antlr:antlr4test-maven-plugin,external
antlr_grammars-v4,maven,org.antlr:antlr4-maven-plugin,external
antlr_grammars-v4,maven,com.khubla.antlr:antlr4test-maven-plugin,external
antlr_grammars-v4,maven,org.antlr:antlr4-maven-plugin,external
antlr_grammars-v4,maven,com.khubla.antlr:antlr4test-maven-plugin,external
antlr_grammars-v4,maven,org.antlr:antlr4-maven-plugin,external
antlr_grammars-v4,maven,com.khubla.antlr:antlr4test-maven-plugin,external
antlr_grammars-v4,maven,org.antlr:antlr4-maven-plugin,external
antlr_grammars-v4,maven,com.khubla.antlr:antlr4test-maven-plugin,external
antlr_grammars-v4,maven,org.antlr:antlr4-maven-plugin,external
antlr_grammars-v4,maven,com.khubla.antlr:antlr4test-maven-plugin,external
antlr_grammars-v4,maven,org.antlr:antlr4-maven-plugin,external
antlr_grammars-v4,maven,com.khubla.antlr:antlr4test-maven-plugin,external
antlr_grammars-v4,maven,org.antlr:antlr4-maven-plugin,external
antlr_grammars-v4,maven,com.khubla.antlr:antlr4test-maven-plugin,external
antlr_grammars-v4,maven,org.antlr:antlr4-maven-plugin,external
antlr_grammars-v4,maven,com.khubla.antlr:antlr4test-maven-plugin,external
antlr_grammars-v4,maven,org.antlr:antlr4-maven-plugin,external
antlr_grammars-v4,maven,com.khubla.antlr:antlr4test-maven-plugin,external
antlr_grammars-v4,maven,org.antlr:antlr4-maven-plugin,external
antlr_grammars-v4,maven,com.khubla.antlr:antlr4test-maven-plugin,external
antlr_grammars-v4,maven,org.antlr:antlr4-maven-plugin,external
antlr_grammars-v4,maven,com.khubla.antlr:antlr4test-maven-plugin,external
antlr_grammars-v4,maven,org.antlr:antlr4-maven-plugin,external
antlr_grammars-v4,maven,com.khubla.antlr:antlr4test-maven-plugin,external
cheng-li_pyramid,maven,org.apache.maven.plugins:maven-compiler-plugin,native
cheng-li_pyramid,maven,org.apache.maven.plugins:maven-compiler-plugin,native
cheng-li_pyramid,maven,org.apache.maven.plugins:maven-site-plugin,native
cheng-li_pyramid,maven,org.apache.maven.plugins:maven-dependency-plugin,native
cheng-li_pyramid,maven,org.apache.maven.plugins:maven-jar-plugin,native
cheng-li_pyramid,maven,org.apache.maven.plugins:maven-assembly-plugin,native
openscoring_openscoring,maven,org.apache.maven.plugins:maven-war-plugin,native
openscoring_openscoring,maven,org.eclipse.jetty:jetty-maven-plugin,external
openscoring_openscoring,maven,org.apache.maven.plugins:maven-shade-plugin,native
openscoring_openscoring,maven,org.apache.maven.plugins:maven-compiler-plugin,native
openscoring_openscoring,maven,org.apache.maven.plugins:maven-release-plugin,native
openscoring_openscoring,maven,org.apache.maven.plugins:maven-source-plugin,native
openscoring_openscoring,maven,org.apache.maven.plugins:maven-surefire-plugin,native
openscoring_openscoring,maven,de.jutzig:github-release-plugin,external
openscoring_openscoring,maven,org.apache.maven.plugins:maven-jar-plugin,native
openscoring_openscoring,maven,org.apache.maven.plugins:maven-surefire-plugin,native
openscoring_openscoring,maven,org.jacoco:jacoco-maven-plugin,external
openscoring_openscoring,maven,org.apache.maven.plugins:maven-shade-plugin,native
openscoring_openscoring,maven,org.apache.maven.plugins:maven-dependency-plugin,native
SpoutDev_Spout,maven,com.mycila.maven-license-plugin:maven-license-plugin,external
SpoutDev_Spout,maven,org.apache.maven.plugins:maven-compiler-plugin,native
SpoutDev_Spout,maven,com.github.wolf480pl.maven-plugins:template-maven-plugin,external
SpoutDev_Spout,maven,org.apache.maven.plugins:maven-shade-plugin,native
SpoutDev_Spout,maven,org.apache.maven.plugins:maven-jar-plugin,native
SpoutDev_Spout,maven,org.apache.maven.plugins:maven-shade-plugin,native
clojure_java.jdbc,maven,com.theoryinpractise:clojure-maven-plugin,external
gchq_Gaffer,maven,org.apache.maven.plugins:maven-war-plugin,native
gchq_Gaffer,maven,org.apache.maven.plugins:maven-war-plugin,native
gchq_Gaffer,maven,org.apache.maven.plugins:maven-dependency-plugin,native
gchq_Gaffer,maven,org.apache.maven.plugins:maven-war-plugin,native
gchq_Gaffer,maven,org.apache.maven.plugins:maven-dependency-plugin,native
gchq_Gaffer,maven,org.jacoco:jacoco-maven-plugin,external
gchq_Gaffer,maven,org.apache.maven.plugins:maven-war-plugin,native
gchq_Gaffer,maven,org.apache.maven.plugins:maven-dependency-plugin,native
gchq_Gaffer,maven,com.github.ferstl:depgraph-maven-plugin,external
gchq_Gaffer,maven,org.apache.maven.plugins:maven-surefire-plugin,native
gchq_Gaffer,maven,org.apache.maven.plugins:maven-failsafe-plugin,native
gchq_Gaffer,maven,org.apache.maven.plugins:maven-jar-plugin,native
gchq_Gaffer,maven,org.apache.maven.plugins:maven-checkstyle-plugin,native
gchq_Gaffer,maven,org.codehaus.mojo:findbugs-maven-plugin,external
gchq_Gaffer,maven,org.apache.maven.plugins:maven-javadoc-plugin,native
gchq_Gaffer,maven,org.apache.maven.plugins:maven-scm-publish-plugin,native
gchq_Gaffer,maven,org.apache.maven.plugins:maven-release-plugin,native
gchq_Gaffer,maven,org.apache.maven.plugins:maven-enforcer-plugin,native
gchq_Gaffer,maven,org.apache.maven.plugins:maven-compiler-plugin,native
gchq_Gaffer,maven,org.springframework.boot:spring-boot-maven-plugin,external
gchq_Gaffer,maven,org.apache.maven.plugins:maven-dependency-plugin,native
gchq_Gaffer,maven,org.apache.maven.plugins:maven-dependency-plugin,native
gchq_Gaffer,maven,org.apache.maven.plugins:maven-dependency-plugin,native
gchq_Gaffer,maven,org.apache.maven.plugins:maven-dependency-plugin,native
gchq_Gaffer,maven,org.apache.maven.plugins:maven-war-plugin,native
gchq_Gaffer,maven,org.apache.maven.plugins:maven-failsafe-plugin,native
graphhopper_jsprit,maven,org.apache.maven.plugins:maven-compiler-plugin,native
graphhopper_jsprit,maven,org.apache.maven.plugins:maven-surefire-plugin,native
graphhopper_jsprit,maven,org.apache.maven.plugins:maven-failsafe-plugin,native
graphhopper_jsprit,maven,org.apache.maven.plugins:maven-assembly-plugin,native
graphhopper_jsprit,maven,org.apache.maven.plugins:maven-jar-plugin,native
apache_commons-codec,maven,org.apache.rat:apache-rat-plugin,external
apache_commons-codec,maven,org.apache.maven.plugins:maven-surefire-plugin,native
apache_commons-codec,maven,org.apache.maven.plugins:maven-assembly-plugin,native
apache_commons-codec,maven,org.apache.maven.plugins:maven-checkstyle-plugin,native
apache_commons-codec,maven,org.codehaus.mojo:animal-sniffer-maven-plugin,external
yahoo_TensorFlowOnSpark,maven,net.alchim31.maven:scala-maven-plugin,external
yahoo_TensorFlowOnSpark,maven,org.apache.maven.plugins:maven-surefire-plugin,native
yahoo_TensorFlowOnSpark,maven,org.scalatest:scalatest-maven-plugin,external
yahoo_TensorFlowOnSpark,maven,org.apache.maven.plugins:maven-shade-plugin,native
apache_dubbo-admin,maven,com.github.eirslett:frontend-maven-plugin,external
apache_dubbo-admin,maven,org.codehaus.mojo:flatten-maven-plugin,external
apache_dubbo-admin,maven,org.jacoco:jacoco-maven-plugin,external
apache_dubbo-admin,maven,org.apache.maven.plugins:maven-compiler-plugin,native
apache_dubbo-admin,maven,org.apache.maven.plugins:maven-surefire-plugin,native
apache_dubbo-admin,maven,org.apache.maven.plugins:maven-compiler-plugin,native
apache_servicecomb-java-chassis,maven,org.springframework.boot:spring-boot-maven-plugin,external
apache_servicecomb-java-chassis,maven,org.springframework.boot:spring-boot-maven-plugin,external
apache_servicecomb-java-chassis,maven,org.springframework.boot:spring-boot-maven-plugin,external
apache_servicecomb-java-chassis,maven,org.springframework.boot:spring-boot-maven-plugin,external
apache_servicecomb-java-chassis,maven,org.springframework.boot:spring-boot-maven-plugin,external
apache_servicecomb-java-chassis,maven,org.springframework.boot:spring-boot-maven-plugin,external
apache_servicecomb-java-chassis,maven,org.springframework.boot:spring-boot-maven-plugin,external
apache_servicecomb-java-chassis,maven,org.apache.maven.plugins:maven-jar-plugin,native
apache_servicecomb-java-chassis,maven,org.springframework.boot:spring-boot-maven-plugin,external
apache_servicecomb-java-chassis,maven,org.springframework.boot:spring-boot-maven-plugin,external
apache_servicecomb-java-chassis,maven,org.springframework.boot:spring-boot-maven-plugin,external
apache_servicecomb-java-chassis,maven,org.springframework.boot:spring-boot-maven-plugin,external
apache_servicecomb-java-chassis,maven,org.springframework.boot:spring-boot-maven-plugin,external
apache_servicecomb-java-chassis,maven,org.springframework.boot:spring-boot-maven-plugin,external
apache_servicecomb-java-chassis,maven,org.springframework.boot:spring-boot-maven-plugin,external
apache_servicecomb-java-chassis,maven,org.springframework.boot:spring-boot-maven-plugin,external
apache_servicecomb-java-chassis,maven,org.springframework.boot:spring-boot-maven-plugin,external
apache_servicecomb-java-chassis,maven,org.springframework.boot:spring-boot-maven-plugin,external
apache_servicecomb-java-chassis,maven,org.springframework.boot:spring-boot-maven-plugin,external
apache_servicecomb-java-chassis,maven,org.springframework.boot:spring-boot-maven-plugin,external
apache_servicecomb-java-chassis,maven,org.springframework.boot:spring-boot-maven-plugin,external
apache_servicecomb-java-chassis,maven,org.springframework.boot:spring-boot-maven-plugin,external
apache_servicecomb-java-chassis,maven,org.springframework.boot:spring-boot-maven-plugin,external
apache_servicecomb-java-chassis,maven,org.springframework.boot:spring-boot-maven-plugin,external
apache_servicecomb-java-chassis,maven,org.springframework.boot:spring-boot-maven-plugin,external
apache_servicecomb-java-chassis,maven,org.springframework.boot:spring-boot-maven-plugin,external
apache_servicecomb-java-chassis,maven,org.springframework.boot:spring-boot-maven-plugin,external
apache_servicecomb-java-chassis,maven,org.springframework.boot:spring-boot-maven-plugin,external
apache_servicecomb-java-chassis,maven,org.springframework.boot:spring-boot-maven-plugin,external
apache_servicecomb-java-chassis,maven,org.springframework.boot:spring-boot-maven-plugin,external
apache_servicecomb-java-chassis,maven,org.springframework.boot:spring-boot-maven-plugin,external
apache_servicecomb-java-chassis,maven,org.springframework.boot:spring-boot-maven-plugin,external
apache_servicecomb-java-chassis,maven,org.springframework.boot:spring-boot-maven-plugin,external
apache_servicecomb-java-chassis,maven,org.apache.maven.plugins:maven-checkstyle-plugin,native
apache_servicecomb-java-chassis,maven,org.apache.maven.plugins:maven-remote-resources-plugin,native
apache_servicecomb-java-chassis,maven,org.codehaus.mojo:license-maven-plugin,external
apache_servicecomb-java-chassis,maven,org.apache.rat:apache-rat-plugin,external
apache_servicecomb-java-chassis,maven,org.codehaus.mojo:exec-maven-plugin,external
apache_servicecomb-java-chassis,maven,org.apache.maven.plugins:maven-surefire-plugin,native
apache_servicecomb-java-chassis,maven,org.apache.maven.plugins:maven-failsafe-plugin,native
apache_servicecomb-java-chassis,maven,org.apache.maven.plugins:maven-jar-plugin,native
apache_servicecomb-java-chassis,maven,com.github.spotbugs:spotbugs-maven-plugin,external
apache_servicecomb-java-chassis,maven,org.xolstice.maven.plugins:protobuf-maven-plugin,external
apache_servicecomb-java-chassis,maven,org.xolstice.maven.plugins:protobuf-maven-plugin,external
apache_servicecomb-java-chassis,maven,org.apache.maven.plugins:maven-compiler-plugin,native
rrd4j_rrd4j,maven,org.apache.maven.plugins:maven-compiler-plugin,native
rrd4j_rrd4j,maven,biz.aQute.bnd:bnd-maven-plugin,external
rrd4j_rrd4j,maven,org.apache.maven.plugins:maven-jar-plugin,native
rrd4j_rrd4j,maven,org.apache.maven.plugins:maven-source-plugin,native
rrd4j_rrd4j,maven,org.apache.maven.plugins:maven-surefire-plugin,native
rrd4j_rrd4j,maven,org.apache.maven.plugins:maven-javadoc-plugin,native
mojohaus_versions,maven,org.eclipse.sisu:sisu-maven-plugin,external
mojohaus_versions,maven,org.codehaus.mojo:versions-maven-plugin,external
mojohaus_versions,maven,org.codehaus.mojo:animal-sniffer-maven-plugin,external
mojohaus_versions,maven,org.apache.maven.plugins:maven-site-plugin,native
mojohaus_versions,maven,org.eclipse.sisu:sisu-maven-plugin,external
mojohaus_versions,maven,org.apache.maven.plugins:maven-invoker-plugin,native
mojohaus_versions,maven,org.apache.maven.plugins:maven-enforcer-plugin,native
mojohaus_versions,maven,org.apache.maven.plugins:maven-enforcer-plugin,native
mojohaus_versions,maven,org.apache.maven.plugins:maven-enforcer-plugin,native
mojohaus_versions,maven,org.apache.maven.plugins:maven-enforcer-plugin,native
mojohaus_versions,maven,org.apache.maven.plugins:maven-enforcer-plugin,native
mojohaus_versions,maven,org.apache.maven.plugins:maven-enforcer-plugin,native
mojohaus_versions,maven,org.codehaus.modello:modello-maven-plugin,external
mojohaus_versions,maven,org.apache.maven.plugins:maven-checkstyle-plugin,native
mojohaus_versions,maven,org.codehaus.modello:modello-maven-plugin,external
mojohaus_versions,maven,org.apache.maven.plugins:maven-checkstyle-plugin,native
mojohaus_versions,maven,org.eclipse.sisu:sisu-maven-plugin,external
mojohaus_versions,maven,org.apache.maven.plugins:maven-invoker-plugin,native
mojohaus_versions,maven,org.codehaus.mojo:versions-maven-plugin,external
mojohaus_versions,maven,org.codehaus.mojo:versions-maven-plugin,external
mojohaus_versions,maven,org.codehaus.mojo:versions-maven-plugin,external
mojohaus_versions,maven,localhost:dummy-api,external
mojohaus_versions,maven,org.codehaus.mojo:versions-maven-plugin,external
mojohaus_versions,maven,org.codehaus.mojo:versions-maven-plugin,external
mojohaus_versions,maven,org.codehaus.mojo:versions-maven-plugin,external
mojohaus_versions,maven,org.codehaus.mojo:versions-maven-plugin,external
mojohaus_versions,maven,org.codehaus.mojo:versions-maven-plugin,external
mojohaus_versions,maven,org.codehaus.mojo:versions-maven-plugin,external
mojohaus_versions,maven,org.codehaus.mojo:versions-maven-plugin,external
mojohaus_versions,maven,org.codehaus.mojo:versions-maven-plugin,external
mojohaus_versions,maven,org.codehaus.mojo:versions-maven-plugin,external
mojohaus_versions,maven,org.codehaus.mojo:versions-maven-plugin,external
mojohaus_versions,maven,org.codehaus.mojo:versions-maven-plugin,external
mojohaus_versions,maven,org.codehaus.mojo:versions-maven-plugin,external
mojohaus_versions,maven,org.codehaus.mojo:versions-maven-plugin,external
mojohaus_versions,maven,org.codehaus.mojo:versions-maven-plugin,external
mojohaus_versions,maven,org.codehaus.mojo:versions-maven-plugin,external
mojohaus_versions,maven,org.codehaus.mojo:versions-maven-plugin,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,localhost:dummy-maven-plugin,custom
mojohaus_versions,maven,localhost:dummy-maven-plugin,custom
mojohaus_versions,maven,localhost:dummy-maven-plugin,custom
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,localhost:dummy-maven-plugin,custom
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,localhost:dummy-maven-plugin,custom
mojohaus_versions,maven,localhost:dummy-maven-plugin,custom
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,localhost:dummy-maven-plugin,custom
mojohaus_versions,maven,localhost:dummy-maven-plugin,custom
mojohaus_versions,maven,localhost:dummy-maven-plugin,custom
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,localhost:dummy-maven-plugin,custom
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,localhost:dummy-maven-plugin,custom
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_versions,maven,@project.groupId@:@project.artifactId@,external
mojohaus_mojo-parent,maven,org.apache.maven.plugins:maven-enforcer-plugin,native
mojohaus_mojo-parent,maven,org.apache.maven.plugins:maven-site-plugin,native
mojohaus_mojo-parent,maven,org.apache.maven.plugins:maven-assembly-plugin,native
undera_jmeter-plugins,maven,org.sonatype.plugins:nexus-staging-maven-plugin,external
undera_jmeter-plugins,maven,org.sonatype.plugins:nexus-staging-maven-plugin,external
undera_jmeter-plugins,maven,org.sonatype.plugins:nexus-staging-maven-plugin,external
undera_jmeter-plugins,maven,org.sonatype.plugins:nexus-staging-maven-plugin,external
undera_jmeter-plugins,maven,org.sonatype.plugins:nexus-staging-maven-plugin,external
undera_jmeter-plugins,maven,org.sonatype.plugins:nexus-staging-maven-plugin,external
undera_jmeter-plugins,maven,org.sonatype.plugins:nexus-staging-maven-plugin,external
undera_jmeter-plugins,maven,org.sonatype.plugins:nexus-staging-maven-plugin,external
undera_jmeter-plugins,maven,org.sonatype.plugins:nexus-staging-maven-plugin,external
undera_jmeter-plugins,maven,org.sonatype.plugins:nexus-staging-maven-plugin,external
undera_jmeter-plugins,maven,org.sonatype.plugins:nexus-staging-maven-plugin,external
undera_jmeter-plugins,maven,org.sonatype.plugins:nexus-staging-maven-plugin,external
undera_jmeter-plugins,maven,org.sonatype.plugins:nexus-staging-maven-plugin,external
undera_jmeter-plugins,maven,org.sonatype.plugins:nexus-staging-maven-plugin,external
undera_jmeter-plugins,maven,org.sonatype.plugins:nexus-staging-maven-plugin,external
undera_jmeter-plugins,maven,org.sonatype.plugins:nexus-staging-maven-plugin,external
magefree_mage,maven,org.codehaus.mojo:exec-maven-plugin,external
magefree_mage,maven,org.apache.maven.plugins:maven-compiler-plugin,native
magefree_mage,maven,org.apache.maven.plugins:maven-install-plugin,native
magefree_mage,maven,org.apache.maven.plugins:maven-compiler-plugin,native
magefree_mage,maven,com.github.os72:protoc-jar-maven-plugin,external
magefree_mage,maven,org.codehaus.mojo:build-helper-maven-plugin,external
magefree_mage,maven,org.apache.maven.plugins:maven-compiler-plugin,native
magefree_mage,maven,org.apache.maven.plugins:maven-compiler-plugin,native
magefree_mage,maven,org.apache.maven.plugins:maven-compiler-plugin,native
magefree_mage,maven,org.apache.maven.plugins:maven-compiler-plugin,native
magefree_mage,maven,org.apache.maven.plugins:maven-compiler-plugin,native
magefree_mage,maven,org.apache.maven.plugins:maven-compiler-plugin,native
magefree_mage,maven,org.apache.maven.plugins:maven-compiler-plugin,native
magefree_mage,maven,org.apache.maven.plugins:maven-compiler-plugin,native
magefree_mage,maven,org.apache.maven.plugins:maven-compiler-plugin,native
magefree_mage,maven,org.apache.maven.plugins:maven-compiler-plugin,native
magefree_mage,maven,org.apache.maven.plugins:maven-compiler-plugin,native
magefree_mage,maven,org.apache.maven.plugins:maven-compiler-plugin,native
magefree_mage,maven,org.apache.maven.plugins:maven-compiler-plugin,native
magefree_mage,maven,org.apache.maven.plugins:maven-compiler-plugin,native
magefree_mage,maven,org.apache.maven.plugins:maven-compiler-plugin,native
magefree_mage,maven,org.apache.maven.plugins:maven-compiler-plugin,native
magefree_mage,maven,org.apache.maven.plugins:maven-compiler-plugin,native
magefree_mage,maven,org.apache.maven.plugins:maven-compiler-plugin,native
magefree_mage,maven,org.apache.maven.plugins:maven-compiler-plugin,native
magefree_mage,maven,org.apache.maven.plugins:maven-compiler-plugin,native
magefree_mage,maven,org.apache.maven.plugins:maven-compiler-plugin,native
magefree_mage,maven,org.apache.maven.plugins:maven-compiler-plugin,native
magefree_mage,maven,org.apache.maven.plugins:maven-compiler-plugin,native
magefree_mage,maven,org.apache.maven.plugins:maven-compiler-plugin,native
magefree_mage,maven,org.apache.maven.plugins:maven-compiler-plugin,native
magefree_mage,maven,org.apache.maven.plugins:maven-compiler-plugin,native
magefree_mage,maven,org.apache.maven.plugins:maven-compiler-plugin,native
magefree_mage,maven,org.apache.maven.plugins:maven-compiler-plugin,native
magefree_mage,maven,org.jacoco:jacoco-maven-plugin,external
magefree_mage,maven,org.apache.maven.plugins:maven-compiler-plugin,native
magefree_mage,maven,org.apache.maven.plugins:maven-surefire-plugin,native
magefree_mage,maven,org.apache.maven.plugins:maven-compiler-plugin,native
magefree_mage,maven,org.jvnet.jaxb2.maven2:maven-jaxb2-plugin,external
magefree_mage,maven,org.codehaus.mojo:exec-maven-plugin,external
magefree_mage,maven,org.apache.maven.plugins:maven-compiler-plugin,native
magefree_mage,maven,org.codehaus.mojo:build-helper-maven-plugin,external
magefree_mage,maven,org.apache.maven.plugins:maven-surefire-plugin,native
magefree_mage,maven,org.apache.maven.plugins:maven-clean-plugin,native
magefree_mage,maven,org.apache.maven.plugins:maven-jar-plugin,native
magefree_mage,maven,org.apache.maven.plugins:maven-install-plugin,native
magefree_mage,maven,org.apache.maven.plugins:maven-deploy-plugin,native
magefree_mage,maven,org.apache.maven.plugins:maven-compiler-plugin,native
magefree_mage,maven,org.apache.maven.plugins:maven-install-plugin,native
magefree_mage,maven,org.apache.maven.plugins:maven-compiler-plugin,native
megaease_easeagent,maven,org.codehaus.mojo:cobertura-maven-plugin,external
megaease_easeagent,maven,org.apache.maven.plugins:maven-compiler-plugin,native
megaease_easeagent,maven,org.apache.maven.plugins:maven-resources-plugin,native
megaease_easeagent,maven,org.apache.maven.plugins:maven-compiler-plugin,native
megaease_easeagent,maven,org.apache.maven.plugins:maven-resources-plugin,native
megaease_easeagent,maven,org.apache.maven.plugins:maven-compiler-plugin,native
megaease_easeagent,maven,org.apache.maven.plugins:maven-resources-plugin,native
megaease_easeagent,maven,org.apache.maven.plugins:maven-shade-plugin,native
megaease_easeagent,maven,org.apache.maven.plugins:maven-compiler-plugin,native
megaease_easeagent,maven,org.apache.maven.plugins:maven-resources-plugin,native
megaease_easeagent,maven,org.apache.maven.plugins:maven-compiler-plugin,native
megaease_easeagent,maven,org.apache.maven.plugins:maven-resources-plugin,native
megaease_easeagent,maven,org.apache.maven.plugins:maven-compiler-plugin,native
megaease_easeagent,maven,org.apache.maven.plugins:maven-compiler-plugin,native
megaease_easeagent,maven,org.apache.maven.plugins:maven-shade-plugin,native
megaease_easeagent,maven,org.apache.maven.plugins:maven-compiler-plugin,native
megaease_easeagent,maven,org.apache.maven.plugins:maven-resources-plugin,native
megaease_easeagent,maven,org.projectlombok:lombok-maven-plugin,external
megaease_easeagent,maven,org.codehaus.mojo:cobertura-maven-plugin,external
megaease_easeagent,maven,org.apache.maven.plugins:maven-release-plugin,native
megaease_easeagent,maven,org.apache.maven.plugins:maven-surefire-plugin,native
megaease_easeagent,maven,org.apache.maven.plugins:maven-shade-plugin,native
megaease_easeagent,maven,org.apache.maven.plugins:maven-shade-plugin,native
megaease_easeagent,maven,org.apache.maven.plugins:maven-shade-plugin,native
megaease_easeagent,maven,org.apache.maven.plugins:maven-compiler-plugin,native
megaease_easeagent,maven,org.apache.maven.plugins:maven-shade-plugin,native
megaease_easeagent,maven,pl.project13.maven:git-commit-id-plugin,external
megaease_easeagent,maven,org.apache.maven.plugins:maven-assembly-plugin,native
clojure_tools.deps.alpha,maven,org.apache.maven.plugins:maven-resources-plugin,native
clojure_tools.deps.alpha,maven,com.theoryinpractise:clojure-maven-plugin,external
apereo_java-cas-client,maven,org.apache.maven.plugins:maven-jar-plugin,native
apereo_java-cas-client,maven,org.apache.maven.plugins:maven-assembly-plugin,native
apereo_java-cas-client,maven,org.apache.maven.plugins:maven-compiler-plugin,native
apereo_java-cas-client,maven,org.apache.maven.plugins:maven-surefire-plugin,native
apereo_java-cas-client,maven,org.apache.maven.plugins:maven-enforcer-plugin,native
apereo_java-cas-client,maven,org.apache.maven.plugins:maven-javadoc-plugin,native
STAMP-project_dspot,maven,org.apache.maven.plugins:maven-compiler-plugin,native
STAMP-project_dspot,maven,org.apache.maven.plugins:maven-plugin-plugin,native
STAMP-project_dspot,maven,org.apache.maven.plugins:maven-compiler-plugin,native
STAMP-project_dspot,maven,org.apache.maven.plugins:maven-compiler-plugin,native
STAMP-project_dspot,maven,org.apache.maven.plugins:maven-compiler-plugin,native
STAMP-project_dspot,maven,org.apache.maven.plugins:maven-compiler-plugin,native
STAMP-project_dspot,maven,org.apache.maven.plugins:maven-compiler-plugin,native
