project#num_files#num_lines
mpetazzoni_ttorrent#199#14232
skyvers_skyve#2776#630641
AxonIQ_axon-server-se#1016#64799
SeleniumHQ_htmlunit-driver#85#10545
myrrix_myrrix-recommender#198#18461
eirslett_frontend-maven-plugin#80#4409
ta4j_ta4j#531#26108
orphan-oss_launch4j-maven-plugin#18#2130
wilkerlucio_pathom#209#61859
JCTools_JCTools#331#38439
yermak_AudioBookConverter#96#7554
AppiumTestDistribution_AppiumTestDistribution#81#3775
OfficialDonut_VisualBukkit#248#11276
davidmoten_rxjava2-jdbc#126#16809
clojure_tools.analyzer#26#2529
apache_deltaspike#1949#97819
NLPchina_elasticsearch-sql#146#31803
apache_commons-jexl#203#37057
mcMMO-Dev_mcMMO#516#57615
spdx_tools#636#134990
SPLWare_esProc#3718#873394
davidmoten_xsd-forms#68#28679
anyascii_anyascii#682#8147
flapdoodle-oss_de.flapdoodle.embed.process#123#4919
terrier-org_terrier-core#822#70485
ngageoint_mrgeo#754#99745
idempiere_idempiere#9219#1909122
undertow-io_undertow#1439#153128
camunda_zeebe#3654#283814
davidB_scala-maven-plugin#156#10223
yago-naga_yago3#140#447439
jchambers_pushy#124#9752
zkoss_zkspreadsheet#1417#138656
atomashpolskiy_bt#704#50036
jpush_jpush-api-java-client#117#10684
apache_sedona#610#57771
apache_struts#2705#237838
imagej_ImageJ#443#155591
vorburger_MariaDB4j#116#13586
jmeter-maven-plugin_jmeter-maven-plugin#69#6141
jfrog_artifactory-user-plugins#358#25818
ShaftHQ_SHAFT_ENGINE#205#23637
sarxos_webcam-capture#343#24084
igniterealtime_Openfire#1216#202380
googleapis_google-api-java-client#223#29688
Kurento_kurento-java#580#46074
fizzgate_fizz-gateway-community#363#32401
got5_tapestry5-jquery#406#42901
iluwatar_java-design-patterns#1912#58359
HubSpot_jinjava#1018#54228
AbsaOSS_spline#324#14178
bytedeco_javacv#117#24803
apache_activemq#4654#650658
OpenHFT_Chronicle-Bytes#255#35420
apache_dubbo#3505#247281
OpenPojo_openpojo#778#23830
checkstyle_checkstyle#4003#322002
apache_dolphinscheduler#2788#217779
OHDSI_WhiteRabbit#145#36971
cpesch_RouteConverter#1821#158143
HtmlUnit_htmlunit#5612#1069589
apache_atlas#1557#260312
spring-petclinic_spring-petclinic-microservices#111#3211
Norconex_collector-http#224#18657
google_gson#236#31817
dCache_nfs4j#994#47419
servicex-sh_httpx#104#10261
Card-Forge_forge#2274#380831
imagej_tutorials#203#9134
farin_JCloisterZone#334#26558
wso2_product-ei#2602#292659
Nepxion_Discovery#748#34556
TencentCloud_tencentcloud-sdk-java#25865#1877954
antlr_grammars-v4#3438#542677
cheng-li_pyramid#581#55621
openscoring_openscoring#55#4057
SpoutDev_Spout#1066#70567
clojure_java.jdbc#8#3707
gchq_Gaffer#2266#193602
graphhopper_jsprit#423#33318
apache_commons-codec#157#24606
yahoo_TensorFlowOnSpark#68#6329
apache_dubbo-admin#107#12343
apache_servicecomb-java-chassis#2924#155324
rrd4j_rrd4j#220#23144
mojohaus_versions#832#38621
