project,subcommand,id,commit,cache_type,elapsed_time,critical_path,target,processes,cache_hit,status
elcarro-oracle-operator,build,0,027de69d9655fa9f3df914cd8840fd3021ad433a,local,421.257,None,//:all,None,0,failed
elcarro-oracle-operator,build,0,027de69d9655fa9f3df914cd8840fd3021ad433a,local,420.233,None,//:all,None,0,failed
elcarro-oracle-operator,build,0,027de69d9655fa9f3df914cd8840fd3021ad433a,local,420.302,None,//:all,None,0,failed
elcarro-oracle-operator,build,0,027de69d9655fa9f3df914cd8840fd3021ad433a,local,419.282,None,//:all,None,0,failed
elcarro-oracle-operator,build,0,027de69d9655fa9f3df914cd8840fd3021ad433a,local,422.804,None,//:all,None,0,failed
elcarro-oracle-operator,build,1,e177c0208a4aae4df6f58ea4cca77e87f29ac44f,local,438.894,None,//:all,None,0,failed
elcarro-oracle-operator,build,1,e177c0208a4aae4df6f58ea4cca77e87f29ac44f,local,439.125,None,//:all,None,0,failed
elcarro-oracle-operator,build,1,e177c0208a4aae4df6f58ea4cca77e87f29ac44f,local,440.208,None,//:all,None,0,failed
elcarro-oracle-operator,build,1,e177c0208a4aae4df6f58ea4cca77e87f29ac44f,local,444.298,None,//:all,None,0,failed
elcarro-oracle-operator,build,1,e177c0208a4aae4df6f58ea4cca77e87f29ac44f,local,446.226,None,//:all,None,0,failed
elcarro-oracle-operator,build,2,a7dad538eea73d2009fa20563c2a95b9f7794cd0,local,None,None,//:all,None,0,failed
elcarro-oracle-operator,build,2,a7dad538eea73d2009fa20563c2a95b9f7794cd0,local,331.024,None,//:all,None,0,failed
elcarro-oracle-operator,build,3,adbbd92c86d3c8e3228b3723de170aafacde7f37,local,328.695,None,//:all,None,0,failed
elcarro-oracle-operator,build,2,a7dad538eea73d2009fa20563c2a95b9f7794cd0,local,331.6,None,//:all,None,0,failed
elcarro-oracle-operator,build,2,a7dad538eea73d2009fa20563c2a95b9f7794cd0,local,333.257,None,//:all,None,0,failed
elcarro-oracle-operator,build,2,a7dad538eea73d2009fa20563c2a95b9f7794cd0,local,333.083,None,//:all,None,0,failed
elcarro-oracle-operator,build,3,adbbd92c86d3c8e3228b3723de170aafacde7f37,local,311.845,None,//:all,None,0,failed
elcarro-oracle-operator,build,3,adbbd92c86d3c8e3228b3723de170aafacde7f37,local,318.996,None,//:all,None,0,failed
elcarro-oracle-operator,build,4,68c8f31d7f9e625b68bb461ccce64661d5b548a6,local,312.744,None,//:all,None,0,failed
elcarro-oracle-operator,build,3,adbbd92c86d3c8e3228b3723de170aafacde7f37,local,315.699,None,//:all,None,0,failed
elcarro-oracle-operator,build,3,adbbd92c86d3c8e3228b3723de170aafacde7f37,local,311.493,None,//:all,None,0,failed
elcarro-oracle-operator,build,4,68c8f31d7f9e625b68bb461ccce64661d5b548a6,local,None,None,//:all,None,0,failed
elcarro-oracle-operator,build,4,68c8f31d7f9e625b68bb461ccce64661d5b548a6,local,311.238,None,//:all,None,0,failed
elcarro-oracle-operator,build,5,90e38528abb3b68b0f3df18b07601cfc95ad8e61,local,297.13,None,//:all,None,0,failed
elcarro-oracle-operator,build,4,68c8f31d7f9e625b68bb461ccce64661d5b548a6,local,301.538,None,//:all,None,0,failed
elcarro-oracle-operator,build,4,68c8f31d7f9e625b68bb461ccce64661d5b548a6,local,300.347,None,//:all,None,0,failed
