project,subcommand,id,commit,cache_type,elapsed_time,critical_path,target,processes,cache_hit,status
cctz,build,0,c8dbe1c429af79c7fc37158c86b74644bbfa091f,local,51.67,None,//:all,None,0,failed
cctz,build,0,c8dbe1c429af79c7fc37158c86b74644bbfa091f,local,51.474,None,//:all,None,0,failed
cctz,build,0,c8dbe1c429af79c7fc37158c86b74644bbfa091f,local,53.172,None,//:all,None,0,failed
cctz,build,0,c8dbe1c429af79c7fc37158c86b74644bbfa091f,local,49.984,None,//:all,None,0,failed
cctz,build,0,c8dbe1c429af79c7fc37158c86b74644bbfa091f,local,53.224,None,//:all,None,0,failed
cctz,build,1,3ab2dae70a68c0797a112728e0984658e90ad8f0,local,48.688,None,//:all,None,0,failed
cctz,build,1,3ab2dae70a68c0797a112728e0984658e90ad8f0,local,48.445,None,//:all,None,0,failed
cctz,build,1,3ab2dae70a68c0797a112728e0984658e90ad8f0,local,48.177,None,//:all,None,0,failed
cctz,build,1,3ab2dae70a68c0797a112728e0984658e90ad8f0,local,48.238,None,//:all,None,0,failed
cctz,build,1,3ab2dae70a68c0797a112728e0984658e90ad8f0,local,48.655,None,//:all,None,0,failed
cctz,build,2,2934704ad6a01cef7f64ee9bde8776e044988137,local,38.349,None,//:all,None,0,failed
cctz,build,2,2934704ad6a01cef7f64ee9bde8776e044988137,local,46.445,None,//:all,None,0,failed
cctz,build,2,2934704ad6a01cef7f64ee9bde8776e044988137,local,50.097,None,//:all,None,0,failed
cctz,build,2,2934704ad6a01cef7f64ee9bde8776e044988137,local,49.059,None,//:all,None,0,failed
cctz,build,2,2934704ad6a01cef7f64ee9bde8776e044988137,local,49.2,None,//:all,None,0,failed
cctz,build,3,b1453a1d9887ed3e17165a81c6df9894ce22e76e,local,26.107,None,//:all,None,0,failed
cctz,build,3,b1453a1d9887ed3e17165a81c6df9894ce22e76e,local,43.944,None,//:all,None,0,failed
cctz,build,3,b1453a1d9887ed3e17165a81c6df9894ce22e76e,local,44.42,None,//:all,None,0,failed
cctz,build,3,b1453a1d9887ed3e17165a81c6df9894ce22e76e,local,43.589,None,//:all,None,0,failed
