project,subcommand,id,commit,cache_type,elapsed_time,critical_path,target,processes,cache_hit,status
bazel-diff,build,8,900a082db02cdbab704f8d9978923bbb4b422633,local,233.647,None,//:all,None,0,failed
bazel-diff,build,10,3e5dce257d5b087c79e9abc8ba2189e2743f253f,local,240.042,None,//:all,None,0,failed
bazel-diff,build,8,900a082db02cdbab704f8d9978923bbb4b422633,local,237.176,None,//:all,None,0,failed
bazel-diff,build,10,3e5dce257d5b087c79e9abc8ba2189e2743f253f,local,234.818,None,//:all,None,0,failed
bazel-diff,build,11,cd4f9aee399c53459281d94583bd63c0f4072738,local,224.46,None,//:all,None,0,failed
bazel-diff,build,9,2fb7a33080c63a83f40103d46108d87723956731,local,225.403,None,//:all,None,0,failed
bazel-diff,build,11,cd4f9aee399c53459281d94583bd63c0f4072738,local,220.277,None,//:all,None,0,failed
bazel-diff,build,9,2fb7a33080c63a83f40103d46108d87723956731,local,224.552,None,//:all,None,0,failed
bazel-diff,build,9,2fb7a33080c63a83f40103d46108d87723956731,local,221.214,None,//:all,None,0,failed
bazel-diff,build,12,171326db0127afff09ed19b9c709a67842c31d94,local,195.56,None,//:all,None,0,failed
bazel-diff,build,10,3e5dce257d5b087c79e9abc8ba2189e2743f253f,local,195.369,None,//:all,None,0,failed
bazel-diff,build,10,3e5dce257d5b087c79e9abc8ba2189e2743f253f,local,194.265,None,//:all,None,0,failed
bazel-diff,build,10,3e5dce257d5b087c79e9abc8ba2189e2743f253f,local,193.741,None,//:all,None,0,failed
bazel-diff,build,12,171326db0127afff09ed19b9c709a67842c31d94,local,194.928,None,//:all,None,0,failed
bazel-diff,build,13,4cfee6686d396c5435557aa4e87336b74e1c50ba,local,180.814,None,//:all,None,0,failed
bazel-diff,build,13,4cfee6686d396c5435557aa4e87336b74e1c50ba,local,180.805,None,//:all,None,0,failed
bazel-diff,build,11,cd4f9aee399c53459281d94583bd63c0f4072738,local,180.541,None,//:all,None,0,failed
bazel-diff,build,11,cd4f9aee399c53459281d94583bd63c0f4072738,local,182.161,None,//:all,None,0,failed
bazel-diff,build,11,cd4f9aee399c53459281d94583bd63c0f4072738,local,182.329,None,//:all,None,0,failed
bazel-diff,build,14,85256348088067d596c90ac16ce53dff1db388b6,local,185.728,None,//:all,None,0,failed
bazel-diff,build,14,85256348088067d596c90ac16ce53dff1db388b6,local,184.996,None,//:all,None,0,failed
bazel-diff,build,12,171326db0127afff09ed19b9c709a67842c31d94,local,183.756,None,//:all,None,0,failed
bazel-diff,build,12,171326db0127afff09ed19b9c709a67842c31d94,local,184.411,None,//:all,None,0,failed
bazel-diff,build,12,171326db0127afff09ed19b9c709a67842c31d94,local,185.74,None,//:all,None,0,failed
bazel-diff,build,15,f3693334151ddbd701d48790638b46af236264d0,local,None,None,//:all,None,0,failed
bazel-diff,build,13,4cfee6686d396c5435557aa4e87336b74e1c50ba,local,201.752,None,//:all,None,0,failed
bazel-diff,build,15,f3693334151ddbd701d48790638b46af236264d0,local,202.705,None,//:all,None,0,failed
bazel-diff,build,13,4cfee6686d396c5435557aa4e87336b74e1c50ba,local,200.559,None,//:all,None,0,failed
bazel-diff,build,16,eb3b427f4070c61fe581b391d8c921dff18ffd55,local,198.544,None,//:all,None,0,failed
bazel-diff,build,13,4cfee6686d396c5435557aa4e87336b74e1c50ba,local,200.893,None,//:all,None,0,failed
bazel-diff,build,16,eb3b427f4070c61fe581b391d8c921dff18ffd55,local,243.504,None,//:all,None,0,failed
bazel-diff,build,14,85256348088067d596c90ac16ce53dff1db388b6,local,243.306,None,//:all,None,0,failed
bazel-diff,build,14,85256348088067d596c90ac16ce53dff1db388b6,local,242.466,None,//:all,None,0,failed
bazel-diff,build,17,43d00253c57b6e883861ab3c047701a439f82f0d,local,241.792,None,//:all,None,0,failed
bazel-diff,build,14,85256348088067d596c90ac16ce53dff1db388b6,local,240.722,None,//:all,None,0,failed
bazel-diff,build,18,0871357c8a8fb2c9512ab7c21180fd79ae68542a,local,168.379,None,//:all,None,0,failed
bazel-diff,build,15,f3693334151ddbd701d48790638b46af236264d0,local,177.503,None,//:all,None,0,failed
bazel-diff,build,17,43d00253c57b6e883861ab3c047701a439f82f0d,local,177.563,None,//:all,None,0,failed
bazel-diff,build,15,f3693334151ddbd701d48790638b46af236264d0,local,168.95,None,//:all,None,0,failed
bazel-diff,build,15,f3693334151ddbd701d48790638b46af236264d0,local,171.069,None,//:all,None,0,failed
bazel-diff,build,18,0871357c8a8fb2c9512ab7c21180fd79ae68542a,local,181.49,None,//:all,None,0,failed
bazel-diff,build,16,eb3b427f4070c61fe581b391d8c921dff18ffd55,local,181.445,None,//:all,None,0,failed
bazel-diff,build,16,eb3b427f4070c61fe581b391d8c921dff18ffd55,local,179.772,None,//:all,None,0,failed
bazel-diff,build,16,eb3b427f4070c61fe581b391d8c921dff18ffd55,local,180.723,None,//:all,None,0,failed
bazel-diff,build,19,135e9f6ff4ebe68e435948ca0a1a9ea00d5eba0d,local,180.749,None,//:all,None,0,failed
bazel-diff,build,19,135e9f6ff4ebe68e435948ca0a1a9ea00d5eba0d,local,181.784,None,//:all,None,0,failed
bazel-diff,build,17,43d00253c57b6e883861ab3c047701a439f82f0d,local,182.949,None,//:all,None,0,failed
bazel-diff,build,20,ffee26784adaa974f8c32ac570196c2f901eb0b0,local,182.845,None,//:all,None,0,failed
bazel-diff,build,17,43d00253c57b6e883861ab3c047701a439f82f0d,local,182.088,None,//:all,None,0,failed
bazel-diff,build,17,43d00253c57b6e883861ab3c047701a439f82f0d,local,182.852,None,//:all,None,0,failed
bazel-diff,build,20,ffee26784adaa974f8c32ac570196c2f901eb0b0,local,None,None,//:all,None,0,failed
bazel-diff,build,18,0871357c8a8fb2c9512ab7c21180fd79ae68542a,local,186.58,None,//:all,None,0,failed
bazel-diff,build,21,24236de74ef9fdbee6a0b6a14504f4a904d16685,local,189.521,None,//:all,None,0,failed
bazel-diff,build,18,0871357c8a8fb2c9512ab7c21180fd79ae68542a,local,189.459,None,//:all,None,0,failed
bazel-diff,build,18,0871357c8a8fb2c9512ab7c21180fd79ae68542a,local,188.355,None,//:all,None,0,failed
bazel-diff,build,21,24236de74ef9fdbee6a0b6a14504f4a904d16685,local,178.562,None,//:all,None,0,failed
bazel-diff,build,19,135e9f6ff4ebe68e435948ca0a1a9ea00d5eba0d,local,None,None,//:all,None,0,failed
bazel-diff,build,19,135e9f6ff4ebe68e435948ca0a1a9ea00d5eba0d,local,196.199,None,//:all,None,0,failed
bazel-diff,build,19,135e9f6ff4ebe68e435948ca0a1a9ea00d5eba0d,local,196.136,None,//:all,None,0,failed
bazel-diff,build,22,53af35a7e538df83f6398d56f5a8015331d5a285,local,201.56,None,//:all,None,0,failed
bazel-diff,build,20,ffee26784adaa974f8c32ac570196c2f901eb0b0,local,195.122,None,//:all,None,0,failed
bazel-diff,build,22,53af35a7e538df83f6398d56f5a8015331d5a285,local,195.836,None,//:all,None,0,failed
bazel-diff,build,23,d29699cee23e82ae5964144b786306536097e622,local,173.628,None,//:all,None,0,failed
bazel-diff,build,20,ffee26784adaa974f8c32ac570196c2f901eb0b0,local,180.306,None,//:all,None,0,failed
bazel-diff,build,23,d29699cee23e82ae5964144b786306536097e622,local,174.678,None,//:all,None,0,failed
bazel-diff,build,21,24236de74ef9fdbee6a0b6a14504f4a904d16685,local,175.455,None,//:all,None,0,failed
bazel-diff,build,20,ffee26784adaa974f8c32ac570196c2f901eb0b0,local,178.77,None,//:all,None,0,failed
bazel-diff,build,24,0bde17d0761138f151789db72b403f977fe6a551,local,None,None,//:all,None,0,failed
bazel-diff,build,21,24236de74ef9fdbee6a0b6a14504f4a904d16685,local,190.623,None,//:all,None,0,failed
bazel-diff,build,24,0bde17d0761138f151789db72b403f977fe6a551,local,187.686,None,//:all,None,0,failed
bazel-diff,build,22,53af35a7e538df83f6398d56f5a8015331d5a285,local,185.699,None,//:all,None,0,failed
bazel-diff,build,21,24236de74ef9fdbee6a0b6a14504f4a904d16685,local,187.185,None,//:all,None,0,failed
bazel-diff,build,25,106f9e01c3d9ba109395b2c2f9e38070c54d5d29,local,232.821,35.89,//:all,32,0,success
bazel-diff,build,26,72257be957ceb2fb82e1139a5ee423265d8ae9d2,local,113.305,None,//:all,None,0,failed
bazel-diff,build,22,53af35a7e538df83f6398d56f5a8015331d5a285,local,259.452,None,//:all,None,0,failed
bazel-diff,build,22,53af35a7e538df83f6398d56f5a8015331d5a285,local,260.612,None,//:all,None,0,failed
bazel-diff,build,23,d29699cee23e82ae5964144b786306536097e622,local,260.647,None,//:all,None,0,failed
bazel-diff,build,25,106f9e01c3d9ba109395b2c2f9e38070c54d5d29,local,314.086,37.99,//:all,32,0,success
bazel-diff,build,24,0bde17d0761138f151789db72b403f977fe6a551,local,223.007,None,//:all,None,0,failed
bazel-diff,build,23,d29699cee23e82ae5964144b786306536097e622,local,223.098,None,//:all,None,0,failed
bazel-diff,build,26,72257be957ceb2fb82e1139a5ee423265d8ae9d2,local,222.725,None,//:all,None,0,failed
bazel-diff,build,23,d29699cee23e82ae5964144b786306536097e622,local,222.919,None,//:all,None,0,failed
bazel-diff,build,27,65588b1553d98001fa756c10386cb459cb62cd03,local,227.825,4.11,//:all,32,24,success
bazel-diff,build,24,0bde17d0761138f151789db72b403f977fe6a551,local,183.665,None,//:all,None,0,failed
bazel-diff,build,28,02e6306f0ab6d39880102de72d245860ac99721e,local,194.157,9.53,//:all,32,23,success
bazel-diff,build,24,0bde17d0761138f151789db72b403f977fe6a551,local,184.852,None,//:all,None,0,failed
bazel-diff,build,27,65588b1553d98001fa756c10386cb459cb62cd03,local,194.0,4.44,//:all,32,24,success
bazel-diff,build,25,106f9e01c3d9ba109395b2c2f9e38070c54d5d29,local,242.997,44.78,//:all,32,0,success
bazel-diff,build,26,72257be957ceb2fb82e1139a5ee423265d8ae9d2,local,169.222,None,//:all,None,0,failed
bazel-diff,build,29,7a1bfddb6b24f958243b873d9c26b5ef8f5767b9,local,181.537,6.4,//:all,32,24,success
bazel-diff,build,28,02e6306f0ab6d39880102de72d245860ac99721e,local,178.683,10.73,//:all,32,23,success
bazel-diff,build,25,106f9e01c3d9ba109395b2c2f9e38070c54d5d29,local,223.723,38.09,//:all,32,0,success
bazel-diff,build,25,106f9e01c3d9ba109395b2c2f9e38070c54d5d29,local,228.27,39.04,//:all,32,0,success
bazel-diff,build,27,65588b1553d98001fa756c10386cb459cb62cd03,local,None,None,//:all,None,0,failed
bazel-diff,build,26,72257be957ceb2fb82e1139a5ee423265d8ae9d2,local,189.157,None,//:all,None,0,failed
bazel-diff,build,26,72257be957ceb2fb82e1139a5ee423265d8ae9d2,local,188.603,None,//:all,None,0,failed
bazel-diff,build,30,1775a5f45b3b4c7f05907e4db2abec8098e69f33,local,197.018,4.72,//:all,32,24,success
bazel-diff,build,29,7a1bfddb6b24f958243b873d9c26b5ef8f5767b9,local,196.189,4.35,//:all,32,24,success
bazel-diff,build,28,02e6306f0ab6d39880102de72d245860ac99721e,local,193.664,9.05,//:all,32,23,success
bazel-diff,build,27,65588b1553d98001fa756c10386cb459cb62cd03,local,None,None,//:all,None,0,failed
bazel-diff,build,27,65588b1553d98001fa756c10386cb459cb62cd03,local,None,None,//:all,None,0,failed
bazel-diff,build,31,317f2169518cf6a59c6145f97000dd6204500c88,local,None,None,//:all,None,0,failed
bazel-diff,build,28,02e6306f0ab6d39880102de72d245860ac99721e,local,198.54,11.14,//:all,32,23,success
bazel-diff,build,29,7a1bfddb6b24f958243b873d9c26b5ef8f5767b9,local,201.073,7.05,//:all,32,24,success
bazel-diff,build,30,1775a5f45b3b4c7f05907e4db2abec8098e69f33,local,203.277,7.16,//:all,32,24,success
bazel-diff,build,32,4739b8aef874d6ff3a888f640c762ed16d30f268,local,196.2,4.37,//:all,32,24,success
bazel-diff,build,28,02e6306f0ab6d39880102de72d245860ac99721e,local,204.33,9.11,//:all,32,23,success
bazel-diff,build,31,317f2169518cf6a59c6145f97000dd6204500c88,local,201.451,5.3,//:all,32,24,success
bazel-diff,build,29,7a1bfddb6b24f958243b873d9c26b5ef8f5767b9,local,190.301,5.8,//:all,32,24,success
bazel-diff,build,30,1775a5f45b3b4c7f05907e4db2abec8098e69f33,local,200.631,6.76,//:all,32,24,success
bazel-diff,build,29,7a1bfddb6b24f958243b873d9c26b5ef8f5767b9,local,208.656,6.9,//:all,32,24,success
bazel-diff,build,33,f165baaa03dfdea2c1fd86fec0b0618c7ee6d3ba,local,195.318,9.97,//:all,32,23,success
bazel-diff,build,34,bbb920e521eafce3e63b95e1ce535ae54dcc29a6,local,223.798,6.2,//:all,32,24,success
bazel-diff,build,31,317f2169518cf6a59c6145f97000dd6204500c88,local,227.062,6.33,//:all,32,24,success
bazel-diff,build,30,1775a5f45b3b4c7f05907e4db2abec8098e69f33,local,230.958,6.63,//:all,32,24,success
bazel-diff,build,32,4739b8aef874d6ff3a888f640c762ed16d30f268,local,231.265,5.36,//:all,32,24,success
bazel-diff,build,30,1775a5f45b3b4c7f05907e4db2abec8098e69f33,local,229.016,6.56,//:all,32,24,success
bazel-diff,build,33,f165baaa03dfdea2c1fd86fec0b0618c7ee6d3ba,local,246.073,9.95,//:all,32,23,success
bazel-diff,build,32,4739b8aef874d6ff3a888f640c762ed16d30f268,local,246.728,7.95,//:all,32,24,success
bazel-diff,build,35,3bcc39e3ff289149aff363ba81828de949ee7c14,local,250.766,8.51,//:all,32,24,success
bazel-diff,build,31,317f2169518cf6a59c6145f97000dd6204500c88,local,242.409,6.52,//:all,32,24,success
bazel-diff,build,31,317f2169518cf6a59c6145f97000dd6204500c88,local,241.81,6.77,//:all,32,24,success
bazel-diff,build,34,bbb920e521eafce3e63b95e1ce535ae54dcc29a6,local,None,None,//:all,None,0,failed
bazel-diff,build,32,4739b8aef874d6ff3a888f640c762ed16d30f268,local,209.546,5.19,//:all,32,24,success
bazel-diff,build,35,3bcc39e3ff289149aff363ba81828de949ee7c14,local,202.944,5.41,//:all,32,24,success
bazel-diff,build,33,f165baaa03dfdea2c1fd86fec0b0618c7ee6d3ba,local,216.633,9.85,//:all,32,23,success
bazel-diff,build,32,4739b8aef874d6ff3a888f640c762ed16d30f268,local,207.048,5.05,//:all,32,24,success
bazel-diff,build,36,66aefb98e8df168baa3dfb259e8ee370630d7e1a,local,211.831,9.28,//:all,32,23,success
bazel-diff,build,33,f165baaa03dfdea2c1fd86fec0b0618c7ee6d3ba,local,None,None,//:all,None,0,failed
bazel-diff,build,34,bbb920e521eafce3e63b95e1ce535ae54dcc29a6,local,201.181,5.61,//:all,32,24,success
bazel-diff,build,33,f165baaa03dfdea2c1fd86fec0b0618c7ee6d3ba,local,206.547,12.2,//:all,32,23,success
bazel-diff,build,37,fbc4d2161cfa70f9b624c87be3dc7a161ffa134c,local,206.035,12.42,//:all,32,23,success
bazel-diff,build,36,66aefb98e8df168baa3dfb259e8ee370630d7e1a,local,208.852,12.74,//:all,32,23,success
bazel-diff,build,34,bbb920e521eafce3e63b95e1ce535ae54dcc29a6,local,197.247,12.08,//:all,32,23,success
bazel-diff,build,34,bbb920e521eafce3e63b95e1ce535ae54dcc29a6,local,208.532,5.36,//:all,32,24,success
bazel-diff,build,35,3bcc39e3ff289149aff363ba81828de949ee7c14,local,212.559,5.54,//:all,32,24,success
bazel-diff,build,35,3bcc39e3ff289149aff363ba81828de949ee7c14,local,206.217,5.3,//:all,32,24,success
bazel-diff,build,38,b95189bd9df9a9d694586d85033bef2eb147e3ba,local,210.15,9.76,//:all,32,23,success
bazel-diff,build,37,fbc4d2161cfa70f9b624c87be3dc7a161ffa134c,local,208.45,9.95,//:all,32,23,success
bazel-diff,build,35,3bcc39e3ff289149aff363ba81828de949ee7c14,local,190.473,5.39,//:all,32,24,success
bazel-diff,build,38,b95189bd9df9a9d694586d85033bef2eb147e3ba,local,195.162,10.9,//:all,32,23,success
bazel-diff,build,39,90bf8fa3469c62f44ed7e259f14bd0cd42906719,local,197.464,11.41,//:all,32,23,success
bazel-diff,build,36,66aefb98e8df168baa3dfb259e8ee370630d7e1a,local,196.869,12.36,//:all,32,23,success
bazel-diff,build,36,66aefb98e8df168baa3dfb259e8ee370630d7e1a,local,195.512,12.59,//:all,32,23,success
bazel-diff,build,36,66aefb98e8df168baa3dfb259e8ee370630d7e1a,local,None,None,//:all,None,0,failed
bazel-diff,build,39,90bf8fa3469c62f44ed7e259f14bd0cd42906719,local,211.224,10.38,//:all,32,23,success
bazel-diff,build,37,fbc4d2161cfa70f9b624c87be3dc7a161ffa134c,local,203.9,10.16,//:all,32,23,success
bazel-diff,build,37,fbc4d2161cfa70f9b624c87be3dc7a161ffa134c,local,208.456,10.14,//:all,32,23,success
bazel-diff,build,37,fbc4d2161cfa70f9b624c87be3dc7a161ffa134c,local,207.749,10.41,//:all,32,23,success
bazel-diff,build,40,c0fc016caeade91ff1c8b9d6e25ed5ac972ada00,local,209.536,10.51,//:all,32,23,success
bazel-diff,build,40,c0fc016caeade91ff1c8b9d6e25ed5ac972ada00,local,208.692,10.43,//:all,32,23,success
bazel-diff,build,41,193c8efe85993291e30ee4b2f6c0e6549bfabf0c,local,208.59,11.8,//:all,32,23,success
bazel-diff,build,38,b95189bd9df9a9d694586d85033bef2eb147e3ba,local,207.472,10.02,//:all,32,23,success
bazel-diff,build,38,b95189bd9df9a9d694586d85033bef2eb147e3ba,local,208.891,10.54,//:all,32,23,success
bazel-diff,build,38,b95189bd9df9a9d694586d85033bef2eb147e3ba,local,210.966,11.52,//:all,32,23,success
bazel-diff,build,41,193c8efe85993291e30ee4b2f6c0e6549bfabf0c,local,199.132,13.08,//:all,32,23,success
bazel-diff,build,39,90bf8fa3469c62f44ed7e259f14bd0cd42906719,local,195.752,14.7,//:all,32,23,success
bazel-diff,build,39,90bf8fa3469c62f44ed7e259f14bd0cd42906719,local,197.728,13.09,//:all,32,23,success
bazel-diff,build,42,5636270d21af0c7662030b3d75b6636bd8b4f59e,local,195.826,11.28,//:all,32,23,success
bazel-diff,build,39,90bf8fa3469c62f44ed7e259f14bd0cd42906719,local,201.454,11.32,//:all,32,23,success
bazel-diff,build,43,d3ffea571c4ccb659f69982825c9b3ab8a84a11e,local,216.394,11.39,//:all,32,23,success
bazel-diff,build,40,c0fc016caeade91ff1c8b9d6e25ed5ac972ada00,local,224.306,11.7,//:all,32,23,success
bazel-diff,build,42,5636270d21af0c7662030b3d75b6636bd8b4f59e,local,222.838,9.7,//:all,32,23,success
bazel-diff,build,40,c0fc016caeade91ff1c8b9d6e25ed5ac972ada00,local,223.012,10.76,//:all,32,23,success
bazel-diff,build,40,c0fc016caeade91ff1c8b9d6e25ed5ac972ada00,local,218.849,11.56,//:all,32,23,success
bazel-diff,build,44,628380990ba7a9feb6cb6874fd0d8f324213cb47,local,215.921,11.37,//:all,32,23,success
bazel-diff,build,41,193c8efe85993291e30ee4b2f6c0e6549bfabf0c,local,216.083,12.12,//:all,32,23,success
bazel-diff,build,43,d3ffea571c4ccb659f69982825c9b3ab8a84a11e,local,210.758,12.05,//:all,32,23,success
bazel-diff,build,41,193c8efe85993291e30ee4b2f6c0e6549bfabf0c,local,212.914,12.06,//:all,32,23,success
bazel-diff,build,41,193c8efe85993291e30ee4b2f6c0e6549bfabf0c,local,209.575,11.69,//:all,32,23,success
bazel-diff,build,45,d91640681ce8698d2455da46d054ae1656f566f9,local,None,None,//:all,None,0,failed
bazel-diff,build,46,455562c09e42da920c748dc6b329651dcf9a407e,local,185.202,5.52,//:all,32,24,success
bazel-diff,build,44,628380990ba7a9feb6cb6874fd0d8f324213cb47,local,203.952,13.54,//:all,32,23,success
bazel-diff,build,42,5636270d21af0c7662030b3d75b6636bd8b4f59e,local,201.198,9.73,//:all,32,23,success
bazel-diff,build,42,5636270d21af0c7662030b3d75b6636bd8b4f59e,local,202.827,9.86,//:all,32,23,success
bazel-diff,build,42,5636270d21af0c7662030b3d75b6636bd8b4f59e,local,206.073,12.87,//:all,32,23,success
bazel-diff,build,45,d91640681ce8698d2455da46d054ae1656f566f9,local,211.307,10.25,//:all,32,23,success
bazel-diff,build,43,d3ffea571c4ccb659f69982825c9b3ab8a84a11e,local,208.137,9.91,//:all,32,23,success
bazel-diff,build,43,d3ffea571c4ccb659f69982825c9b3ab8a84a11e,local,211.07,11.36,//:all,32,23,success
bazel-diff,build,43,d3ffea571c4ccb659f69982825c9b3ab8a84a11e,local,208.51,10.64,//:all,32,23,success
bazel-diff,build,47,c71366d400f5da8816dd5390be5b72b844adfe8b,local,213.975,11.28,//:all,32,23,success
bazel-diff,build,46,455562c09e42da920c748dc6b329651dcf9a407e,local,None,None,//:all,None,0,failed
bazel-diff,build,44,628380990ba7a9feb6cb6874fd0d8f324213cb47,local,205.94,9.71,//:all,32,23,success
bazel-diff,build,47,c71366d400f5da8816dd5390be5b72b844adfe8b,local,201.433,9.33,//:all,32,23,success
bazel-diff,build,44,628380990ba7a9feb6cb6874fd0d8f324213cb47,local,205.831,10.27,//:all,32,23,success
bazel-diff,build,44,628380990ba7a9feb6cb6874fd0d8f324213cb47,local,207.399,10.62,//:all,32,23,success
bazel-diff,build,48,cd3a349093ac9ef22eb09e0f1e33e78c886734d5,local,207.142,10.06,//:all,32,23,success
bazel-diff,build,49,685bd6f9c5d5e252ed6eab367cffa4be3434e7e4,local,184.126,5.18,//:all,32,24,success
bazel-diff,build,45,d91640681ce8698d2455da46d054ae1656f566f9,local,190.546,12.01,//:all,32,23,success
bazel-diff,build,45,d91640681ce8698d2455da46d054ae1656f566f9,local,199.823,10.01,//:all,32,23,success
bazel-diff,build,45,d91640681ce8698d2455da46d054ae1656f566f9,local,192.699,9.49,//:all,32,23,success
bazel-diff,build,48,cd3a349093ac9ef22eb09e0f1e33e78c886734d5,local,198.483,10.37,//:all,32,23,success
bazel-diff,build,50,d20b2cb3546b172374961dbc0749b7931c227dc4,local,None,None,//:all,None,0,failed
bazel-diff,build,46,455562c09e42da920c748dc6b329651dcf9a407e,local,271.699,6.17,//:all,32,24,success
bazel-diff,build,49,685bd6f9c5d5e252ed6eab367cffa4be3434e7e4,local,263.443,6.82,//:all,32,24,success
bazel-diff,build,46,455562c09e42da920c748dc6b329651dcf9a407e,local,267.141,6.27,//:all,32,24,success
bazel-diff,build,46,455562c09e42da920c748dc6b329651dcf9a407e,local,264.826,5.93,//:all,32,24,success
bazel-diff,build,51,3558243f4023f3b1a5b98e3643f50f075bc62955,local,271.139,11.89,//:all,32,23,success
bazel-diff,build,47,c71366d400f5da8816dd5390be5b72b844adfe8b,local,None,None,//:all,None,0,failed
