project,subcommand,id,commit,cache_type,elapsed_time,critical_path,target,processes,cache_hit,status
openexr,build,0,b36688cb66c7c5c77cde5971a481e236f91049a2,local,233.171,179.73,//:all,168,0,success
openexr,build,0,b36688cb66c7c5c77cde5971a481e236f91049a2,local,235.486,179.64,//:all,168,0,success
openexr,build,0,b36688cb66c7c5c77cde5971a481e236f91049a2,local,240.419,180.51,//:all,168,0,success
openexr,build,0,b36688cb66c7c5c77cde5971a481e236f91049a2,local,234.423,180.22,//:all,168,0,success
openexr,build,0,b36688cb66c7c5c77cde5971a481e236f91049a2,local,236.689,180.49,//:all,168,0,success
openexr,build,1,b37c150e2f363ce70788d82fb5aeb5a944249f45,local,225.41,167.19,//:all,168,36,success
openexr,build,1,b37c150e2f363ce70788d82fb5aeb5a944249f45,local,223.463,166.74,//:all,168,36,success
openexr,build,1,b37c150e2f363ce70788d82fb5aeb5a944249f45,local,224.548,170.88,//:all,168,36,success
openexr,build,1,b37c150e2f363ce70788d82fb5aeb5a944249f45,local,229.417,166.93,//:all,168,36,success
openexr,build,1,b37c150e2f363ce70788d82fb5aeb5a944249f45,local,233.598,170.76,//:all,168,36,success
openexr,build,2,7b6654eba587b5846d650e2b4b9f84302f3e3732,local,43.759,4.07,//:all,168,143,success
openexr,build,2,7b6654eba587b5846d650e2b4b9f84302f3e3732,local,57.93,3.4,//:all,168,143,success
openexr,build,2,7b6654eba587b5846d650e2b4b9f84302f3e3732,local,58.235,3.48,//:all,168,143,success
openexr,build,2,7b6654eba587b5846d650e2b4b9f84302f3e3732,local,55.447,3.89,//:all,168,143,success
openexr,build,2,7b6654eba587b5846d650e2b4b9f84302f3e3732,local,54.333,3.68,//:all,168,143,success
openexr,build,3,7afac3740627f5d45ddc5fca4804a521fc519b45,local,43.758,3.99,//:all,168,143,success
openexr,build,3,7afac3740627f5d45ddc5fca4804a521fc519b45,local,55.241,3.84,//:all,168,143,success
openexr,build,3,7afac3740627f5d45ddc5fca4804a521fc519b45,local,66.582,5.08,//:all,168,143,success
openexr,build,3,7afac3740627f5d45ddc5fca4804a521fc519b45,local,67.271,3.1,//:all,168,143,success
openexr,build,3,7afac3740627f5d45ddc5fca4804a521fc519b45,local,68.235,4.08,//:all,168,143,success
