project,subcommand,elapsed_time,critical_path,parallelism,target
formatjs_formatjs,build,6293.06,3378.97,2,//:all
formatjs_formatjs,build,6274.522,3907.9,2,//:all
formatjs_formatjs,build,6943.89,2999.34,2,//:all
formatjs_formatjs,build,6203.955,4138.21,2,//:all
formatjs_formatjs,build,6476.289,5517.44,2,//:all
formatjs_formatjs,build,6418.263,5217.6,2,//:all
formatjs_formatjs,build,6989.018,6118.09,2,//:all
formatjs_formatjs,build,7155.822,6254.97,2,//:all
formatjs_formatjs,build,1448.134,1160.71,2,//:all
formatjs_formatjs,build,1475.679,1183.44,2,//:all
formatjs_formatjs,build,1396.685,1108.85,4,//:all
formatjs_formatjs,build,1605.413,1223.42,4,//:all
formatjs_formatjs,build,1629.087,1273.66,4,//:all
formatjs_formatjs,build,1704.246,1173.68,4,//:all
formatjs_formatjs,build,1570.563,1271.25,4,//:all
formatjs_formatjs,build,1601.593,1246.93,4,//:all
formatjs_formatjs,build,1612.158,1204.65,4,//:all
formatjs_formatjs,build,1659.038,1241.11,4,//:all
formatjs_formatjs,build,889.761,659.96,4,//:all
formatjs_formatjs,build,939.247,710.82,4,//:all
formatjs_formatjs,build,651.596,432.14,8,//:all
formatjs_formatjs,build,659.294,428.58,8,//:all
formatjs_formatjs,build,603.918,411.63,8,//:all
formatjs_formatjs,build,626.984,400.08,8,//:all
formatjs_formatjs,build,620.288,415.82,8,//:all
formatjs_formatjs,build,632.615,399.07,8,//:all
formatjs_formatjs,build,645.975,436.27,8,//:all
formatjs_formatjs,build,650.676,421.2,8,//:all
formatjs_formatjs,build,641.636,411.81,8,//:all
formatjs_formatjs,build,640.784,423.14,8,//:all
formatjs_formatjs,build,381.979,221.01,16,//:all
formatjs_formatjs,build,402.944,250.04,16,//:all
formatjs_formatjs,build,368.697,232.93,16,//:all
formatjs_formatjs,build,389.848,230.01,16,//:all
formatjs_formatjs,build,385.561,239.1,16,//:all
formatjs_formatjs,build,361.983,217.51,16,//:all
formatjs_formatjs,build,370.569,216.14,16,//:all
formatjs_formatjs,build,380.742,214.63,16,//:all
formatjs_formatjs,build,377.19,231.12,16,//:all
formatjs_formatjs,build,373.818,219.33,16,//:all
formatjs_formatjs,test,1479.593,1336.47,16,//...
formatjs_formatjs,test,1786.348,1603.33,16,//...
formatjs_formatjs,test,1692.276,1529.48,16,//...
formatjs_formatjs,test,1601.835,1459.0,16,//...
formatjs_formatjs,test,1575.527,1425.21,16,//...
formatjs_formatjs,test,1547.633,1388.54,16,//...
formatjs_formatjs,test,1592.595,1441.62,16,//...
tensorflow_tensorflow,build,456.192,0.03,2,//:all
tensorflow_tensorflow,build,459.192,0.03,2,//:all
tensorflow_tensorflow,build,444.725,0.03,2,//:all
tensorflow_tensorflow,build,448.736,0.03,2,//:all
tensorflow_tensorflow,build,452.537,0.04,2,//:all
tensorflow_tensorflow,build,395.374,0.03,2,//:all
tensorflow_tensorflow,build,398.23,0.03,2,//:all
tensorflow_tensorflow,build,313.986,0.02,2,//:all
tensorflow_tensorflow,build,75.686,0.03,2,//:all
tensorflow_tensorflow,build,79.442,0.02,2,//:all
tensorflow_tensorflow,build,179.346,0.04,4,//:all
tensorflow_tensorflow,build,105.637,0.02,4,//:all
tensorflow_tensorflow,build,159.276,0.03,4,//:all
tensorflow_tensorflow,build,184.367,0.03,4,//:all
tensorflow_tensorflow,build,171.306,0.03,4,//:all
tensorflow_tensorflow,build,109.868,0.03,4,//:all
tensorflow_tensorflow,build,163.677,0.03,4,//:all
tensorflow_tensorflow,build,171.83,0.03,4,//:all
tensorflow_tensorflow,build,75.412,0.03,4,//:all
tensorflow_tensorflow,build,79.877,0.03,4,//:all
tensorflow_tensorflow,build,75.596,0.03,8,//:all
tensorflow_tensorflow,build,66.999,0.03,8,//:all
tensorflow_tensorflow,build,74.976,0.03,8,//:all
tensorflow_tensorflow,build,76.408,0.02,8,//:all
tensorflow_tensorflow,build,74.84,0.03,8,//:all
tensorflow_tensorflow,build,66.391,0.03,8,//:all
tensorflow_tensorflow,build,67.254,0.03,8,//:all
tensorflow_tensorflow,build,74.932,0.03,8,//:all
tensorflow_tensorflow,build,63.738,0.03,8,//:all
tensorflow_tensorflow,build,73.634,0.02,8,//:all
tensorflow_tensorflow,build,58.064,0.02,16,//:all
tensorflow_tensorflow,build,55.353,0.03,16,//:all
tensorflow_tensorflow,build,55.487,0.03,16,//:all
tensorflow_tensorflow,build,68.474,0.02,16,//:all
tensorflow_tensorflow,build,64.696,0.03,16,//:all
tensorflow_tensorflow,build,60.966,0.03,16,//:all
tensorflow_tensorflow,build,61.8,0.03,16,//:all
tensorflow_tensorflow,build,61.362,0.02,16,//:all
tensorflow_tensorflow,build,55.195,0.02,16,//:all
tensorflow_tensorflow,build,73.609,0.02,16,//:all
angular_angular,build,1905.115,19.55,2,//:all
angular_angular,build,2033.118,5.65,2,//:all
angular_angular,build,1872.269,11.03,2,//:all
angular_angular,build,2062.387,0.8,2,//:all
angular_angular,build,1903.455,5.91,2,//:all
angular_angular,build,1908.386,8.55,2,//:all
angular_angular,build,1886.835,17.06,2,//:all
angular_angular,build,547.789,0.19,2,//:all
angular_angular,build,321.89,0.25,2,//:all
angular_angular,build,665.973,0.08,4,//:all
angular_angular,build,665.87,0.1,4,//:all
angular_angular,build,667.878,0.05,4,//:all
angular_angular,build,666.751,0.05,4,//:all
angular_angular,build,640.503,0.07,4,//:all
angular_angular,build,632.564,0.07,4,//:all
angular_angular,build,638.409,0.06,4,//:all
angular_angular,build,628.232,0.13,4,//:all
angular_angular,build,324.421,0.06,4,//:all
angular_angular,build,324.028,0.07,4,//:all
angular_angular,build,323.874,0.12,8,//:all
angular_angular,build,324.489,0.08,8,//:all
angular_angular,build,322.236,0.09,8,//:all
angular_angular,build,329.69,0.03,8,//:all
angular_angular,build,335.43,0.14,8,//:all
angular_angular,build,324.249,0.03,8,//:all
angular_angular,build,314.433,0.06,8,//:all
angular_angular,build,315.101,0.07,8,//:all
angular_angular,build,268.362,0.06,8,//:all
angular_angular,build,215.838,0.08,16,//:all
angular_angular,build,207.143,0.06,16,//:all
angular_angular,build,204.329,0.06,16,//:all
angular_angular,build,210.559,0.07,16,//:all
angular_angular,build,212.467,0.11,16,//:all
angular_angular,build,216.617,0.08,16,//:all
angular_angular,build,211.957,0.13,16,//:all
angular_angular,build,208.328,0.06,16,//:all
angular_angular,build,206.8,0.06,16,//:all
keras-team_keras,build,101.815,0.06,2,//:all
keras-team_keras,build,95.79,0.06,2,//:all
