project,subcommand,elapsed_time,critical_path,parallelism,target
KhronosGroup_SPIRV-Reflect,build,303.592,16.29,1,//:all
KhronosGroup_SPIRV-Reflect,build,301.892,16.08,1,//:all
KhronosGroup_SPIRV-Reflect,build,301.402,16.35,1,//:all
KhronosGroup_SPIRV-Reflect,build,295.571,15.88,1,//:all
KhronosGroup_SPIRV-Reflect,build,295.67,15.62,1,//:all
KhronosGroup_SPIRV-Reflect,build,298.911,15.87,1,//:all
KhronosGroup_SPIRV-Reflect,build,294.992,16.83,1,//:all
KhronosGroup_SPIRV-Reflect,build,301.138,16.98,1,//:all
KhronosGroup_SPIRV-Reflect,build,294.783,16.24,1,//:all
PCRE2Project_pcre2,build,316.513,7.33,1,//:all
PCRE2Project_pcre2,build,338.682,7.18,1,//:all
PCRE2Project_pcre2,build,337.933,7.13,1,//:all
PCRE2Project_pcre2,build,332.24,7.61,1,//:all
PCRE2Project_pcre2,build,326.964,7.93,1,//:all
PCRE2Project_pcre2,build,321.216,7.73,1,//:all
PCRE2Project_pcre2,build,316.937,8.08,1,//:all
PCRE2Project_pcre2,build,334.71,8.18,1,//:all
PCRE2Project_pcre2,build,328.77,7.56,1,//:all
PCRE2Project_pcre2,build,321.767,7.37,1,//:all
Tinder_bazel-diff,build,624.682,249.29,1,//:all
Tinder_bazel-diff,build,629.053,240.39,1,//:all
Tinder_bazel-diff,build,632.844,249.25,1,//:all
Tinder_bazel-diff,build,619.724,241.38,1,//:all
Tinder_bazel-diff,build,636.557,250.79,1,//:all
Tinder_bazel-diff,build,629.064,250.03,1,//:all
Tinder_bazel-diff,build,623.609,243.78,1,//:all
Tinder_bazel-diff,build,627.345,250.96,1,//:all
Tinder_bazel-diff,build,623.401,245.75,1,//:all
Tinder_bazel-diff,build,640.292,253.16,1,//:all
airyhq_airy,build,3280.181,1214.12,1,//:all
airyhq_airy,build,3291.46,1239.88,1,//:all
bazelbuild_bazel-skylib,build,265.848,1.18,1,//:all
bazelbuild_bazel-skylib,build,270.202,0.4,1,//:all
bazelbuild_bazel-skylib,build,264.5,0.24,1,//:all
bazelbuild_bazel-skylib,build,260.179,0.53,1,//:all
bazelbuild_bazel-skylib,build,269.541,0.49,1,//:all
bazelbuild_bazel-skylib,build,272.711,0.5,1,//:all
bazelbuild_bazel-skylib,build,259.281,1.19,1,//:all
bazelbuild_bazel-skylib,build,255.344,0.74,1,//:all
bazelbuild_bazel-skylib,build,264.666,0.38,1,//:all
bazelbuild_bazel-skylib,build,255.61,1.13,1,//:all
bazelbuild_bazel-watcher,build,264.916,0.2,1,//:all
bazelbuild_bazel-watcher,build,247.348,0.28,1,//:all
bazelbuild_bazel-watcher,build,265.549,0.22,1,//:all
bazelbuild_bazel-watcher,build,248.215,0.21,1,//:all
bazelbuild_bazel-watcher,build,248.298,0.22,1,//:all
bazelbuild_bazel-watcher,build,268.146,0.16,1,//:all
bazelbuild_bazel-watcher,build,252.579,0.22,1,//:all
bazelbuild_bazel-watcher,build,262.195,0.12,1,//:all
bazelbuild_bazel-watcher,build,266.211,0.16,1,//:all
bazelbuild_bazel-watcher,build,246.652,0.22,1,//:all
bazelbuild_rules_apple,build,395.511,0.3,1,//:all
bazelbuild_rules_apple,build,413.833,0.41,1,//:all
bazelbuild_rules_apple,build,388.019,0.24,1,//:all
bazelbuild_rules_apple,build,412.837,0.54,1,//:all
bazelbuild_rules_apple,build,416.758,0.41,1,//:all
bazelbuild_rules_apple,build,413.355,0.36,1,//:all
bazelbuild_rules_apple,build,389.917,0.4,1,//:all
bazelbuild_rules_apple,build,370.054,0.48,1,//:all
bazelbuild_rules_apple,build,393.273,0.39,1,//:all
bazelbuild_rules_apple,build,369.95,0.37,1,//:all
bazelbuild_rules_foreign_cc,build,362.624,0.5,1,//:all
bazelbuild_rules_foreign_cc,build,362.869,0.55,1,//:all
bazelbuild_rules_foreign_cc,build,356.431,0.32,1,//:all
bazelbuild_rules_foreign_cc,build,352.112,0.4,1,//:all
bazelbuild_rules_foreign_cc,build,353.989,0.47,1,//:all
bazelbuild_rules_foreign_cc,build,358.563,0.41,1,//:all
bazelbuild_rules_foreign_cc,build,348.323,0.42,1,//:all
bazelbuild_rules_foreign_cc,build,352.971,0.49,1,//:all
bazelbuild_rules_foreign_cc,build,354.312,0.41,1,//:all
bazelbuild_rules_foreign_cc,build,352.238,2.01,1,//:all
bazelbuild_rules_foreign_cc,test,1678.966,1205.83,1,//...
bazelbuild_rules_foreign_cc,test,1710.976,1264.78,1,//...
bazelbuild_rules_foreign_cc,test,1702.99,1260.41,1,//...
bazelbuild_rules_foreign_cc,test,1687.853,1222.63,1,//...
bazelbuild_rules_foreign_cc,test,1707.461,1266.11,1,//...
bazelbuild_rules_foreign_cc,test,1694.721,1205.27,1,//...
bazelbuild_rules_foreign_cc,test,1703.742,1228.18,1,//...
bazelbuild_rules_foreign_cc,test,1688.894,1225.56,1,//...
bazelbuild_rules_foreign_cc,test,1699.047,1224.71,1,//...
bazelbuild_rules_foreign_cc,test,1716.616,1211.42,1,//...
bazelbuild_rules_jvm_external,build,483.511,87.33,1,//:all
bazelbuild_rules_jvm_external,build,487.695,84.98,1,//:all
bazelbuild_rules_jvm_external,build,494.347,92.36,1,//:all
bazelbuild_rules_jvm_external,build,528.511,95.35,1,//:all
bazelbuild_rules_jvm_external,build,518.507,87.58,1,//:all
bazelbuild_rules_jvm_external,build,518.544,94.82,1,//:all
bazelbuild_rules_jvm_external,build,529.784,91.77,1,//:all
bazelbuild_rules_jvm_external,build,529.703,97.66,1,//:all
bazelbuild_rules_jvm_external,build,523.194,87.91,1,//:all
bazelbuild_rules_jvm_external,build,541.135,86.51,1,//:all
bazelbuild_rules_k8s,build,254.25,0.1,1,//:all
bazelbuild_rules_k8s,build,258.028,0.16,1,//:all
bazelbuild_rules_k8s,build,255.487,0.09,1,//:all
bazelbuild_rules_k8s,build,252.594,0.18,1,//:all
bazelbuild_rules_k8s,build,255.832,0.31,1,//:all
bazelbuild_rules_k8s,build,249.79,0.11,1,//:all
bazelbuild_rules_k8s,build,252.131,0.09,1,//:all
bazelbuild_rules_k8s,build,251.86,0.1,1,//:all
bazelbuild_rules_k8s,build,248.155,0.22,1,//:all
bazelbuild_rules_k8s,build,249.215,0.24,1,//:all
bazelbuild_rules_kotlin,build,2654.453,2484.12,1,//:all
bazelbuild_rules_kotlin,build,2729.573,2557.5,1,//:all
bazelbuild_rules_kotlin,build,2735.307,2570.26,1,//:all
bazelbuild_rules_kotlin,build,2731.861,2523.12,1,//:all
bazelbuild_rules_kotlin,build,2760.156,2590.51,1,//:all
bazelbuild_rules_kotlin,build,2760.384,2599.71,1,//:all
bazelbuild_rules_kotlin,build,2801.964,2631.96,1,//:all
bazelbuild_rules_kotlin,build,2792.447,2628.93,1,//:all
bazelbuild_rules_kotlin,build,2810.225,2630.38,1,//:all
bazelbuild_rules_kotlin,build,2792.065,2615.02,1,//:all
bazelbuild_rules_rust,build,492.708,17.27,1,//:all
bazelbuild_rules_rust,build,480.857,20.54,1,//:all
bazelbuild_rules_rust,build,489.221,17.65,1,//:all
bazelbuild_rules_rust,build,498.569,17.95,1,//:all
bazelbuild_rules_rust,build,483.751,18.39,1,//:all
bazelbuild_rules_rust,build,483.58,17.95,1,//:all
bazelbuild_rules_rust,build,481.891,19.56,1,//:all
bazelbuild_rules_rust,build,491.192,18.5,1,//:all
bazelbuild_rules_rust,build,499.204,19.97,1,//:all
bazelbuild_rules_rust,build,499.816,18.87,1,//:all
bazelbuild_rules_rust,test,15550.736,11002.41,1,//...
bazelbuild_rules_rust,test,15693.852,11398.35,1,//...
bazelbuild_rules_rust,test,15900.5,10532.76,1,//...
bazelbuild_rules_rust,test,15901.739,11557.88,1,//...
bazelbuild_rules_rust,test,15906.986,8589.85,1,//...
bazelbuild_rules_rust,test,16006.01,10813.05,1,//...
bazelbuild_rules_swift,build,308.157,0.45,1,//:all
bazelbuild_rules_swift,build,306.392,0.66,1,//:all
bazelbuild_rules_swift,build,308.495,0.32,1,//:all
bazelbuild_rules_swift,build,279.685,0.4,1,//:all
bazelbuild_rules_swift,build,281.502,0.36,1,//:all
bazelbuild_rules_swift,build,282.847,0.35,1,//:all
bazelbuild_rules_swift,build,308.781,0.69,1,//:all
bazelbuild_rules_swift,build,283.653,0.35,1,//:all
bazelbuild_rules_swift,build,286.55,0.45,1,//:all
bazelbuild_rules_swift,build,309.11,0.44,1,//:all
bazeltools_bazel-deps,build,2840.876,2476.29,1,//:all
bazeltools_bazel-deps,build,2865.881,2500.93,1,//:all
bazeltools_bazel-deps,build,2840.308,2470.24,1,//:all
bazeltools_bazel-deps,build,2850.353,2476.94,1,//:all
bazeltools_bazel-deps,build,2854.461,2467.67,1,//:all
bazeltools_bazel-deps,build,2839.84,2477.59,1,//:all
bazeltools_bazel-deps,build,2870.614,2502.93,1,//:all
bazeltools_bazel-deps,build,2872.148,2507.34,1,//:all
bazeltools_bazel-deps,build,2880.513,2518.59,1,//:all
bazeltools_bazel-deps,build,2903.897,2523.1,1,//:all
bazeltools_bazel-deps,test,3343.515,2877.94,1,//...
bazeltools_bazel-deps,test,3334.354,2922.04,1,//...
bazeltools_bazel-deps,test,3356.461,2893.09,1,//...
bazeltools_bazel-deps,test,3357.876,2904.49,1,//...
bazeltools_bazel-deps,test,3352.519,2907.82,1,//...
bazeltools_bazel-deps,test,3306.719,2894.87,1,//...
bazeltools_bazel-deps,test,3321.767,2898.32,1,//...
bazeltools_bazel-deps,test,3317.109,2895.95,1,//...
bazeltools_bazel-deps,test,3385.488,2919.98,1,//...
bazeltools_bazel-deps,test,3369.326,2935.9,1,//...
buildbuddy-io_rules_xcodeproj,build,15.77,0.2,1,//:all
buildbuddy-io_rules_xcodeproj,build,13.651,0.27,1,//:all
buildbuddy-io_rules_xcodeproj,build,15.159,0.21,1,//:all
buildbuddy-io_rules_xcodeproj,build,15.014,0.25,1,//:all
buildbuddy-io_rules_xcodeproj,build,14.363,0.21,1,//:all
buildbuddy-io_rules_xcodeproj,build,15.205,0.37,1,//:all
buildbuddy-io_rules_xcodeproj,build,16.657,0.17,1,//:all
buildbuddy-io_rules_xcodeproj,build,15.641,0.22,1,//:all
buildbuddy-io_rules_xcodeproj,build,16.495,0.18,1,//:all
buildbuddy-io_rules_xcodeproj,build,16.701,0.11,1,//:all
dataform-co_dataform,build,1398.057,33.09,1,//:all
dataform-co_dataform,build,1660.263,225.91,1,//:all
dataform-co_dataform,build,2025.17,383.67,1,//:all
dataform-co_dataform,build,1945.468,347.98,1,//:all
dataform-co_dataform,build,1516.213,225.04,1,//:all
dataform-co_dataform,build,1535.534,230.06,1,//:all
dataform-co_dataform,build,1767.925,356.88,1,//:all
dataform-co_dataform,build,1759.584,360.41,1,//:all
emeryberger_Heap-Layers,build,272.955,0.21,1,//:all
emeryberger_Heap-Layers,build,257.845,0.19,1,//:all
emeryberger_Heap-Layers,build,270.127,0.24,1,//:all
emeryberger_Heap-Layers,build,261.272,0.11,1,//:all
emeryberger_Heap-Layers,build,272.449,0.23,1,//:all
emeryberger_Heap-Layers,build,268.769,0.2,1,//:all
emeryberger_Heap-Layers,build,262.33,0.21,1,//:all
emeryberger_Heap-Layers,build,257.499,0.18,1,//:all
emeryberger_Heap-Layers,build,261.184,0.13,1,//:all
emeryberger_Heap-Layers,build,257.403,0.18,1,//:all
evilcorpltd_aTox,build,811.086,301.84,1,//:all
evilcorpltd_aTox,build,802.599,282.76,1,//:all
evilcorpltd_aTox,build,809.96,286.72,1,//:all
evilcorpltd_aTox,build,826.39,295.0,1,//:all
evilcorpltd_aTox,build,825.183,283.4,1,//:all
evilcorpltd_aTox,build,821.84,249.36,1,//:all
evilcorpltd_aTox,build,832.461,293.62,1,//:all
evilcorpltd_aTox,build,811.4,290.4,1,//:all
evilcorpltd_aTox,build,831.923,298.21,1,//:all
evilcorpltd_aTox,build,839.976,264.42,1,//:all
google_EXEgesis,build,312.18,0.27,1,//:all
google_EXEgesis,build,314.768,0.29,1,//:all
google_EXEgesis,build,316.192,0.22,1,//:all
google_EXEgesis,build,306.099,0.43,1,//:all
google_EXEgesis,build,299.903,0.2,1,//:all
google_EXEgesis,build,299.852,0.22,1,//:all
google_EXEgesis,build,307.764,0.3,1,//:all
google_EXEgesis,build,312.61,0.17,1,//:all
google_EXEgesis,build,296.189,0.41,1,//:all
google_EXEgesis,build,295.093,0.24,1,//:all
google_allocation-instrumenter,build,524.857,108.97,1,//:all
google_allocation-instrumenter,build,530.104,117.6,1,//:all
google_allocation-instrumenter,build,525.104,115.74,1,//:all
google_allocation-instrumenter,build,523.217,118.64,1,//:all
google_allocation-instrumenter,build,537.523,121.98,1,//:all
google_allocation-instrumenter,build,535.094,120.47,1,//:all
google_allocation-instrumenter,build,527.283,119.11,1,//:all
google_allocation-instrumenter,build,531.431,119.72,1,//:all
google_allocation-instrumenter,build,541.138,127.88,1,//:all
google_allocation-instrumenter,build,527.704,124.15,1,//:all
google_allocation-instrumenter,test,644.123,228.13,1,//...
google_allocation-instrumenter,test,663.52,219.73,1,//...
google_allocation-instrumenter,test,668.73,263.05,1,//...
google_allocation-instrumenter,test,653.211,244.08,1,//...
google_allocation-instrumenter,test,680.384,261.04,1,//...
google_allocation-instrumenter,test,709.383,239.99,1,//...
google_allocation-instrumenter,test,687.55,221.37,1,//...
google_allocation-instrumenter,test,706.217,235.98,1,//...
google_allocation-instrumenter,test,700.737,222.59,1,//...
google_allocation-instrumenter,test,701.93,231.88,1,//...
google_cctz,build,487.399,128.17,1,//:all
google_cctz,build,496.244,137.25,1,//:all
google_cctz,build,494.384,132.7,1,//:all
google_cctz,build,495.153,132.8,1,//:all
google_cctz,build,501.086,139.01,1,//:all
google_cctz,build,489.66,132.52,1,//:all
google_cctz,build,493.373,132.61,1,//:all
google_cctz,build,492.758,131.1,1,//:all
google_cctz,build,491.648,131.3,1,//:all
google_cctz,build,492.154,126.19,1,//:all
google_cctz,test,547.332,171.37,1,//...
google_cctz,test,538.564,171.33,1,//...
google_cctz,test,543.327,170.35,1,//...
google_cctz,test,548.856,172.12,1,//...
google_cctz,test,539.873,163.94,1,//...
google_cctz,test,542.445,173.13,1,//...
google_cctz,test,532.478,169.64,1,//...
google_cctz,test,532.693,169.63,1,//...
google_cctz,test,536.882,166.55,1,//...
google_cctz,test,539.043,172.65,1,//...
google_closure-templates,build,380.347,0.19,1,//:all
google_closure-templates,build,376.751,0.13,1,//:all
google_closure-templates,build,379.458,0.19,1,//:all
google_closure-templates,build,378.088,0.2,1,//:all
google_closure-templates,build,386.47,0.19,1,//:all
google_closure-templates,build,376.317,0.19,1,//:all
google_closure-templates,build,381.498,0.19,1,//:all
google_closure-templates,build,369.56,0.19,1,//:all
google_closure-templates,build,375.635,0.13,1,//:all
google_closure-templates,build,371.552,0.28,1,//:all
google_gitiles,test,586.289,168.76,1,//...
google_gitiles,test,606.045,181.57,1,//...
google_gitiles,test,594.431,182.01,1,//...
google_gitiles,test,606.003,183.64,1,//...
google_gitiles,test,586.363,174.9,1,//...
google_gitiles,test,591.988,179.01,1,//...
google_gitiles,test,605.239,181.92,1,//...
google_gitiles,test,600.426,183.82,1,//...
google_gitiles,test,584.266,179.45,1,//...
google_gitiles,test,598.36,180.66,1,//...
google_quiche,build,391.958,0.09,1,//:all
google_quiche,build,391.639,0.17,1,//:all
google_quiche,build,391.927,0.16,1,//:all
google_quiche,build,390.855,0.18,1,//:all
google_quiche,build,385.793,0.1,1,//:all
google_quiche,build,383.579,0.17,1,//:all
google_quiche,build,382.912,0.18,1,//:all
google_quiche,build,387.037,0.18,1,//:all
google_quiche,build,390.235,0.12,1,//:all
google_quiche,build,381.418,0.11,1,//:all
google_silifuzz,build,268.292,0.56,1,//:all
google_silifuzz,build,258.825,0.19,1,//:all
google_silifuzz,build,255.716,0.12,1,//:all
google_silifuzz,build,267.571,0.44,1,//:all
google_silifuzz,build,269.366,0.25,1,//:all
google_silifuzz,build,259.563,0.13,1,//:all
google_silifuzz,build,258.894,0.16,1,//:all
google_silifuzz,build,252.521,0.19,1,//:all
google_silifuzz,build,255.554,0.2,1,//:all
google_silifuzz,build,253.923,0.16,1,//:all
grpc-ecosystem_polyglot,build,323.527,0.17,1,//:all
grpc-ecosystem_polyglot,build,320.741,0.19,1,//:all
grpc-ecosystem_polyglot,build,328.541,0.21,1,//:all
grpc-ecosystem_polyglot,build,339.579,0.12,1,//:all
grpc-ecosystem_polyglot,build,337.927,0.25,1,//:all
grpc-ecosystem_polyglot,build,327.711,0.23,1,//:all
grpc-ecosystem_polyglot,build,335.849,0.21,1,//:all
grpc-ecosystem_polyglot,build,333.176,0.16,1,//:all
grpc-ecosystem_polyglot,build,324.013,0.11,1,//:all
grpc-ecosystem_polyglot,build,334.812,0.11,1,//:all
hedronvision_bazel-compile-commands-extractor,build,278.15,0.32,1,//:all
hedronvision_bazel-compile-commands-extractor,build,275.286,0.39,1,//:all
hedronvision_bazel-compile-commands-extractor,build,273.77,0.36,1,//:all
hedronvision_bazel-compile-commands-extractor,build,270.341,0.46,1,//:all
hedronvision_bazel-compile-commands-extractor,build,262.259,0.39,1,//:all
hedronvision_bazel-compile-commands-extractor,build,263.226,0.38,1,//:all
hedronvision_bazel-compile-commands-extractor,build,269.8,0.4,1,//:all
hedronvision_bazel-compile-commands-extractor,build,262.903,0.32,1,//:all
hedronvision_bazel-compile-commands-extractor,build,267.798,0.32,1,//:all
hedronvision_bazel-compile-commands-extractor,build,269.783,0.31,1,//:all
microsoft_tensorflow-directml,build,592.904,0.05,1,//:all
microsoft_tensorflow-directml,build,593.248,0.08,1,//:all
microsoft_tensorflow-directml,build,604.194,0.09,1,//:all
microsoft_tensorflow-directml,build,604.262,0.07,1,//:all
microsoft_tensorflow-directml,build,645.681,0.07,1,//:all
microsoft_tensorflow-directml,build,614.025,1.45,1,//:all
microsoft_tensorflow-directml,build,613.803,1.46,1,//:all
microsoft_tensorflow-directml,build,612.128,0.02,1,//:all
microsoft_tensorflow-directml,build,604.042,0.03,1,//:all
microsoft_tensorflow-directml,build,613.734,1.46,1,//:all
morganstanley_modern-cpp-kafka,build,342.447,0.19,1,//:all
morganstanley_modern-cpp-kafka,build,343.688,0.2,1,//:all
morganstanley_modern-cpp-kafka,build,342.602,0.18,1,//:all
morganstanley_modern-cpp-kafka,build,334.12,0.24,1,//:all
morganstanley_modern-cpp-kafka,build,295.314,0.2,1,//:all
morganstanley_modern-cpp-kafka,build,279.662,0.2,1,//:all
morganstanley_modern-cpp-kafka,build,303.198,0.19,1,//:all
morganstanley_modern-cpp-kafka,build,297.011,0.21,1,//:all
morganstanley_modern-cpp-kafka,build,278.807,0.19,1,//:all
morganstanley_modern-cpp-kafka,build,332.916,0.19,1,//:all
mukul-rathi_bolt,build,271.567,0.24,1,//:all
mukul-rathi_bolt,build,300.49,0.14,1,//:all
mukul-rathi_bolt,build,297.961,0.18,1,//:all
mukul-rathi_bolt,build,303.933,0.2,1,//:all
mukul-rathi_bolt,build,304.157,0.21,1,//:all
mukul-rathi_bolt,build,267.026,0.26,1,//:all
mukul-rathi_bolt,build,298.456,0.13,1,//:all
mukul-rathi_bolt,build,242.423,0.11,1,//:all
mukul-rathi_bolt,build,242.889,0.18,1,//:all
mukul-rathi_bolt,build,242.924,0.11,1,//:all
nelhage_rules_boost,build,253.335,0.16,1,//:all
nelhage_rules_boost,build,253.758,0.18,1,//:all
nelhage_rules_boost,build,253.239,0.19,1,//:all
nelhage_rules_boost,build,251.127,0.19,1,//:all
nelhage_rules_boost,build,245.343,0.07,1,//:all
nelhage_rules_boost,build,241.818,0.18,1,//:all
nelhage_rules_boost,build,243.247,0.18,1,//:all
nelhage_rules_boost,build,246.155,0.17,1,//:all
nelhage_rules_boost,build,243.793,0.18,1,//:all
nelhage_rules_boost,build,240.973,0.11,1,//:all
openconfig_gnmi,build,284.141,0.12,1,//:all
openconfig_gnmi,build,300.393,0.19,1,//:all
openconfig_gnmi,build,302.4,0.18,1,//:all
openconfig_gnmi,build,304.975,0.13,1,//:all
openconfig_gnmi,build,297.09,0.13,1,//:all
openconfig_gnmi,build,292.311,0.2,1,//:all
openconfig_gnmi,build,291.65,0.19,1,//:all
openconfig_gnmi,build,291.583,0.11,1,//:all
openconfig_gnmi,build,294.267,0.19,1,//:all
openconfig_gnmi,build,295.611,0.11,1,//:all
openxla_xla,build,737.448,0.03,1,//:all
openxla_xla,build,730.191,0.09,1,//:all
openxla_xla,build,763.569,0.1,1,//:all
openxla_xla,build,786.974,0.1,1,//:all
openxla_xla,build,747.78,0.09,1,//:all
openxla_xla,build,780.336,0.09,1,//:all
openxla_xla,build,763.162,0.03,1,//:all
openxla_xla,build,753.354,0.08,1,//:all
openxla_xla,build,766.611,1.66,1,//:all
openxla_xla,build,781.913,1.59,1,//:all
squzy_squzy,build,332.361,0.1,1,//:all
squzy_squzy,build,331.83,0.07,1,//:all
squzy_squzy,build,322.686,0.1,1,//:all
squzy_squzy,build,325.723,0.1,1,//:all
squzy_squzy,build,330.834,0.13,1,//:all
squzy_squzy,build,326.259,0.1,1,//:all
squzy_squzy,build,332.64,0.03,1,//:all
squzy_squzy,build,332.616,0.08,1,//:all
squzy_squzy,build,324.045,0.15,1,//:all
squzy_squzy,build,334.981,0.09,1,//:all
stackb_rules_proto,build,1457.551,567.65,1,//:all
stackb_rules_proto,build,1462.713,584.47,1,//:all
stackb_rules_proto,build,1482.118,597.17,1,//:all
stackb_rules_proto,build,1492.463,518.85,1,//:all
stackb_rules_proto,build,1473.117,529.46,1,//:all
stackb_rules_proto,build,1476.305,551.74,1,//:all
stackb_rules_proto,build,1477.945,581.4,1,//:all
stackb_rules_proto,build,1480.977,589.99,1,//:all
stackb_rules_proto,build,1473.643,585.98,1,//:all
stackb_rules_proto,build,1472.196,589.95,1,//:all
stratum_stratum,build,367.864,0.17,1,//:all
stratum_stratum,build,360.58,1.21,1,//:all
stratum_stratum,build,354.524,0.31,1,//:all
stratum_stratum,build,360.7,1.16,1,//:all
stratum_stratum,build,351.096,0.38,1,//:all
stratum_stratum,build,359.356,0.32,1,//:all
stratum_stratum,build,362.006,0.13,1,//:all
stratum_stratum,build,359.849,0.31,1,//:all
stratum_stratum,build,356.086,0.49,1,//:all
stratum_stratum,build,359.986,0.52,1,//:all
tensorflow_estimator,build,263.887,0.2,1,//:all
tensorflow_estimator,build,247.229,0.25,1,//:all
tensorflow_estimator,build,251.423,0.11,1,//:all
tensorflow_estimator,build,250.965,0.17,1,//:all
tensorflow_estimator,build,248.322,0.2,1,//:all
tensorflow_estimator,build,244.678,0.08,1,//:all
tensorflow_estimator,build,236.647,0.09,1,//:all
tensorflow_estimator,build,241.095,0.09,1,//:all
tensorflow_estimator,build,236.46,0.17,1,//:all
tensorflow_estimator,build,240.916,0.19,1,//:all
tensorflow_tflite-support,build,1019.449,0.07,1,//:all
tensorflow_tflite-support,build,1175.614,0.08,1,//:all
tensorflow_tflite-support,build,1023.382,0.06,1,//:all
tensorflow_tflite-support,build,1017.265,0.09,1,//:all
tensorflow_tflite-support,build,1054.072,0.03,1,//:all
tensorflow_tflite-support,build,1051.645,0.1,1,//:all
tensorflow_tflite-support,build,1059.655,0.49,1,//:all
tensorflow_tflite-support,build,1059.066,0.62,1,//:all
tensorflow_tflite-support,build,1074.836,0.08,1,//:all
tensorflow_tflite-support,build,1071.563,0.03,1,//:all
thesayyn_protoc-gen-ts,build,886.292,63.58,1,//:all
thesayyn_protoc-gen-ts,build,1227.344,161.82,1,//:all
thesayyn_protoc-gen-ts,build,1225.565,161.86,1,//:all
thesayyn_protoc-gen-ts,build,1223.884,163.65,1,//:all
thesayyn_protoc-gen-ts,build,1227.094,163.85,1,//:all
thesayyn_protoc-gen-ts,build,1220.446,162.19,1,//:all
thesayyn_protoc-gen-ts,build,1234.146,162.2,1,//:all
thesayyn_protoc-gen-ts,build,1220.417,161.88,1,//:all
thesayyn_protoc-gen-ts,build,1232.666,161.93,1,//:all
thesayyn_protoc-gen-ts,build,1232.967,162.14,1,//:all
tweag_rules_haskell,build,2435.304,1945.64,1,//:all
tweag_rules_haskell,build,2443.804,1960.27,1,//:all
tweag_rules_haskell,build,2419.976,1959.98,1,//:all
tweag_rules_haskell,build,2425.477,1964.07,1,//:all
tweag_rules_haskell,build,2440.1,1878.84,1,//:all
tweag_rules_haskell,build,2456.672,1895.82,1,//:all
tweag_rules_haskell,build,2440.941,1964.73,1,//:all
tweag_rules_haskell,build,2443.46,1964.55,1,//:all
tweag_rules_haskell,build,2446.112,1961.6,1,//:all
tweag_rules_haskell,build,2430.811,1909.18,1,//:all
typedorm_typedorm,build,1022.181,0.08,1,//:all
typedorm_typedorm,build,1016.143,0.11,1,//:all
typedorm_typedorm,build,1054.142,25.44,1,//:all
typedorm_typedorm,build,1052.964,25.46,1,//:all
typedorm_typedorm,build,1054.163,25.37,1,//:all
typedorm_typedorm,build,1079.244,25.57,1,//:all
typedorm_typedorm,build,1071.097,0.09,1,//:all
typedorm_typedorm,build,1034.217,0.08,1,//:all
typedorm_typedorm,build,1051.155,0.49,1,//:all
typedorm_typedorm,build,1070.102,23.22,1,//:all
