project,subcommand,elapsed_time,critical_path,parallelism,target
formatjs_formatjs,build,4170.019,3334.7,1,//:all
formatjs_formatjs,build,4414.932,3553.35,1,//:all
formatjs_formatjs,build,4401.314,3581.74,1,//:all
formatjs_formatjs,build,4405.212,3512.97,1,//:all
formatjs_formatjs,build,4539.704,3751.2,1,//:all
formatjs_formatjs,build,4562.696,3836.38,1,//:all
formatjs_formatjs,build,4490.985,3629.17,1,//:all
formatjs_formatjs,build,4512.899,3584.72,1,//:all
formatjs_formatjs,build,4635.785,3903.34,1,//:all
formatjs_formatjs,build,4624.459,3681.39,1,//:all
tensorflow_tensorflow,build,229.709,0.08,1,//:all
tensorflow_tensorflow,build,271.984,0.52,1,//:all
tensorflow_tensorflow,build,349.452,0.06,1,//:all
tensorflow_tensorflow,build,399.961,0.1,1,//:all
tensorflow_tensorflow,build,396.024,0.16,1,//:all
tensorflow_tensorflow,build,431.796,1.5,1,//:all
tensorflow_tensorflow,build,437.245,0.03,1,//:all
tensorflow_tensorflow,build,437.794,0.09,1,//:all
tensorflow_tensorflow,build,452.919,0.03,1,//:all
tensorflow_tensorflow,build,446.2,0.03,1,//:all
angular_angular,build,1478.325,0.3,1,//:all
angular_angular,build,1530.612,5.77,1,//:all
angular_angular,build,1517.336,5.9,1,//:all
keras-team_keras,build,47.032,0.03,1,//:all
keras-team_keras,build,66.601,0.09,1,//:all
keras-team_keras,build,69.28,0.12,1,//:all
keras-team_keras,build,66.302,0.1,1,//:all
keras-team_keras,build,65.578,0.1,1,//:all
keras-team_keras,build,68.535,0.11,1,//:all
keras-team_keras,build,68.424,0.11,1,//:all
keras-team_keras,build,67.438,0.12,1,//:all
keras-team_keras,build,68.252,0.1,1,//:all
keras-team_keras,build,68.973,0.1,1,//:all
nlohmann_json,build,63.689,0.2,1,//:all
nlohmann_json,build,65.73,0.2,1,//:all
nlohmann_json,build,66.232,0.19,1,//:all
nlohmann_json,build,66.577,0.2,1,//:all
nlohmann_json,build,66.736,0.21,1,//:all
nlohmann_json,build,66.993,0.2,1,//:all
nlohmann_json,build,66.469,0.18,1,//:all
nlohmann_json,build,64.699,0.11,1,//:all
nlohmann_json,build,64.996,0.13,1,//:all
nlohmann_json,build,65.361,0.11,1,//:all
pingcap_tidb,build,71.695,0.17,1,//:all
pingcap_tidb,build,79.272,0.96,1,//:all
pingcap_tidb,build,79.818,0.23,1,//:all
pingcap_tidb,build,79.619,0.09,1,//:all
pingcap_tidb,build,79.423,0.51,1,//:all
pingcap_tidb,build,77.787,0.08,1,//:all
pingcap_tidb,build,75.75,0.5,1,//:all
pingcap_tidb,build,77.595,0.13,1,//:all
pingcap_tidb,build,73.234,0.38,1,//:all
pingcap_tidb,build,73.656,0.4,1,//:all
carbon-language_carbon-lang,build,208.878,0.12,1,//:all
carbon-language_carbon-lang,build,212.529,0.1,1,//:all
carbon-language_carbon-lang,build,195.14,0.11,1,//:all
carbon-language_carbon-lang,build,150.402,0.11,1,//:all
carbon-language_carbon-lang,build,124.65,0.1,1,//:all
carbon-language_carbon-lang,build,201.126,0.03,1,//:all
carbon-language_carbon-lang,build,212.38,1.44,1,//:all
carbon-language_carbon-lang,build,211.756,0.08,1,//:all
carbon-language_carbon-lang,build,212.685,0.16,1,//:all
carbon-language_carbon-lang,build,189.586,0.12,1,//:all
cockroachdb_cockroach,build,341.417,0.12,1,//:all
cockroachdb_cockroach,build,374.43,0.11,1,//:all
cockroachdb_cockroach,build,382.299,0.09,1,//:all
cockroachdb_cockroach,build,388.962,0.11,1,//:all
cockroachdb_cockroach,build,364.4,0.04,1,//:all
cockroachdb_cockroach,build,394.149,0.09,1,//:all
cockroachdb_cockroach,build,395.736,0.08,1,//:all
cockroachdb_cockroach,build,389.354,0.09,1,//:all
cockroachdb_cockroach,build,394.601,0.09,1,//:all
cockroachdb_cockroach,build,396.63,0.09,1,//:all
angular_angular-cli,build,1258.396,0.1,1,//:all
angular_angular-cli,build,1320.604,2.95,1,//:all
angular_angular-cli,build,1322.066,0.11,1,//:all
angular_angular-cli,build,1348.068,0.1,1,//:all
angular_angular-cli,build,1352.024,0.1,1,//:all
