project,ci_tool,build_tool,raw_arguments,local_cache,remote_cache,parallelism
deepmind_lab,github_actions,bazel,--bazelrc=.precommit.bazelrc run   ${{matrix.cfg.config}} --copt=-Wno-sign-compare --define headless=osmesa //:python_random_agent,False,False,2
tweag_inline-java,circle_ci,bazel,build //... --repository_cache=/Users/distiller/repo-cache --disk_cache=/Users/distiller/disk-cache',False,False,4
tweag_inline-java,buildkite,bazel,test --test_output=all //... $BAZEL_ARGS",False,False,2
bazel-ios_rules_ios,github_actions,bazel,run buildifier -- -lint=fix && git diff --exit-code,False,False,3
bazelbuild_rules_k8s,buildkite,bazel,build ,False,False,2
bazelbuild_rules_k8s,buildkite,bazel,test,False,False,2
bazelbuild_rules_k8s,buildkite,bazel,build --verbose_failures,False,False,2
bazelbuild_rules_k8s,buildkite,bazel,test--verbose_failures,False,False,2
bazelbuild_rules_k8s,buildkite,bazel,build ,False,False,2
bazelbuild_rules_k8s,buildkite,bazel,test,False,False,2
opencivicdata_ocd-division-ids,github_actions,bazel,test :all --test_output=errors,False,False,2
alibaba_sentinel-cpp,github_actions,bazel,build //sentinel-datasource-extension/...,False,False,2
alibaba_sentinel-cpp,github_actions,bazel,test --test_filter=*-ParamMetricTest.TestOperateMetric --test_output=errors --strategy=TestRunner=standalone //sentinel-core/...,False,False,2
alibaba_sentinel-cpp,github_actions,bazel,build //sentinel-datasource-extension/...,False,False,2
alibaba_sentinel-cpp,github_actions,bazel,build -c dbg --config=clang-tsan //tests/... && ./bazel-bin/tests/tsan-flow,False,False,2
tweag_sparkle,buildkite,bazel,build //apps/hello:sparkle-example-hello_deploy.jar',False,False,2
tweag_sparkle,buildkite,bazel,build //apps/rdd-ops:sparkle-example-rddops_deploy.jar',False,False,2
tweag_sparkle,buildkite,bazel,build //apps/dataframe:sparkle-example-dataframe_deploy.jar',False,False,2
tweag_sparkle,buildkite,bazel,build //apps/osthreads:sparkle-example-osthreads_deploy.jar',False,False,2
tweag_sparkle,buildkite,bazel,build //apps/lda:sparkle-example-lda_deploy.jar',False,False,2
tweag_sparkle,buildkite,bazel,build //apps/argv:sparkle-example-argv_deploy.jar',False,False,2
tweag_sparkle,buildkite,bazel,build //apps/bench:sparkle-benchmarks_deploy.jar",False,False,2
tweag_sparkle,buildkite,bazel,build //apps/hello-safe:hello-safe_deploy.jar',False,False,2
tweag_sparkle,buildkite,bazel,build //apps/dataframe-safe:dataframe-safe_deploy.jar',False,False,2
tweag_sparkle,buildkite,bazel,run spark-submit -- --packages com.amazonaws:aws-java-sdk:1.11.920,org.apache.hadoop:hadoop-aws:2.8.4 $(pwd)/bazel-bin/apps/hello/sparkle-example-hello_deploy.jar',False,False,2
tweag_sparkle,buildkite,bazel,run spark-submit -- $(pwd)/bazel-bin/apps/rdd-ops/sparkle-example-rddops_deploy.jar',False,False,2
tweag_sparkle,buildkite,bazel,run spark-submit -- $(pwd)/bazel-bin/apps/dataframe/sparkle-example-dataframe_deploy.jar',False,False,2
tweag_sparkle,buildkite,bazel,run spark-submit -- $(pwd)/bazel-bin/apps/argv/sparkle-example-argv_deploy.jar a b +RTS -s -RTS c',False,False,2
tweag_sparkle,buildkite,bazel,run spark-submit -- --packages com.amazonaws:aws-java-sdk:1.11.920,org.apache.hadoop:hadoop-aws:2.8.4 $(pwd)/bazel-bin/apps/hello/sparkle-example-hello_deploy.jar $(pwd)/bazel-bin/apps/lda/sparkle-example-lda_deploy.jar',False,False,2
tweag_sparkle,buildkite,bazel,run spark-submit -- --packages com.amazonaws:aws-java-sdk:1.11.920,org.apache.hadoop:hadoop-aws:2.8.4 $(pwd)/bazel-bin/apps/lda/sparkle-example-lda_deploy.jar",False,False,2
tweag_sparkle,buildkite,bazel,run spark-submit -- --packages com.amazonaws:aws-java-sdk:1.11.920,org.apache.hadoop:hadoop-aws:2.8.4 $(pwd)/bazel-bin/apps/hello-safe/hello-safe_deploy.jar',False,False,2
tweag_sparkle,buildkite,bazel,run spark-submit -- $(pwd)/bazel-bin/apps/dataframe-safe/dataframe-safe_deploy.jar',False,False,2
stratum_stratum,circle_ci,bazel,query '//...',False,False,4
stratum_stratum,circle_ci,bazel,build --config=ci-large,False,False,4
stratum_stratum,circle_ci,bazel,analyze-profile /tmp/bazel.profile.json,False,False,4
stratum_stratum,circle_ci,bazel,test --config=ci-large,False,False,4
stratum_stratum,circle_ci,bazel,build --config=ci-small,False,False,1
stratum_stratum,circle_ci,bazel,analyze-profile /tmp/bazel.profile.json,False,False,1
stratum_stratum,circle_ci,bazel,test --config=ci-small,False,False,1
stratum_stratum,circle_ci,bazel,coverage --config=ci-large,False,False,4
stratum_stratum,circle_ci,bazel,analyze-profile /tmp/bazel.profile.json,False,False,4
stratum_stratum,circle_ci,bazel,build --config=release //stratum/hal/bin/bmv2:stratum_bmv2_deb,False,False,2
stratum_stratum,circle_ci,bazel,build --config=release //stratum/p4c_backends/fpm:p4c_fpm_deb,False,False,2
stratum_stratum,circle_ci,bazel,build --config=release //stratum/hal/bin/bcm/standalone:stratum_bcm_sdklt_deb,False,False,2
stratum_stratum,circle_ci,bazel,build --config=release //stratum/hal/bin/bcm/standalone:stratum_bcm_opennsa_deb,False,False,2
stratum_stratum,circle_ci,bazel,build --config=release //stratum/hal/bin/barefoot:stratum_bfrt_deb,False,False,2
stratum_stratum,circle_ci,bazel,build --config=release //stratum/tools:stratum_tools_deb,False,False,2
bazelbuild_bazel-watcher,github_actions,bazel,--config release ${{ matrix.build_flags }} ${{ matrix.cpu_flag }},False,False,2
bazelbuild_bazel-watcher,github_actions,bazel,info ${{ matrix.cpu_flag }} bazel-bin)/cmd/ibazel/ibazel_/ibazel${{ matrix.ext }} ${{ matrix.artifact }},False,False,2
