project#num_files#num_lines
scionproto_scion#1276#171403
angular_vscode-ng-language-service#62#4984
buildbuddy-io_rules_xcodeproj#200#20913
bazelbuild_bazel-buildfarm#465#63070
bazelbuild_bazel-skylib#8#883
lablup_backend.ai#803#106806
angular_components#3672#376324
kubernetes-sigs_kubebuilder#525#36602
bazelbuild_rules_swift#54#1764
buildbuddy-io_buildbuddy#776#146637
GoogleCloudPlatform_docker-credential-gcr#29#2571
github_semantic#1003#64145
larq_compute-engine#95#11734
Maratyszcza_pthreadpool#19#14712
google_brotli#217#54283
ryanhaining_cppitertools#101#10900
PixelLightFoundation_pixellight#4481#364550
airyhq_airy#1286#69156
GoogleCloudDataproc_initialization-actions#61#2943
bazelbuild_rules_pkg#54#3690
aosp-mirror_platform_packages_apps_music#8#1014
liuliu_swift-diffusion#21#6543
digital-asset_daml#3650#412557
PatWie_CppNumericalSolvers#15#1613
google_xls#1836#331565
google_glog#45#10024
opennetworkinglab_onos#8976#732051
bazelbuild_rules_nodejs#743#118834
formatjs_formatjs#593#54712
google_googletest#188#55903
squzy_squzy#150#27178
google_gvisor#2279#411200
thundergolfer_example-bazel-monorepo#54#1602
google_brunsli#102#13611
google_agi#1729#228799
krpc_krpc#919#69571
dropbox_dbx_build_tools#5249#1648112
twitter_finagle#2105#184887
go-resty_resty#18#5683
jleyba_js-dossier#216#25205
ForetagInc_Alchemy#57#4152
google_marl#86#8068
eudev-project_eudev#118#26182
google_schedviz#205#25480
google_gitiles#132#15952
mwitkow_go-proto-validators#20#2545
google_mediapipe#2158#263956
guardianproject_tor-android#29#1546
KhronosGroup_glslang#1309#153773
tensorflow_tensorboard#1624#211212
vaticle_biograkn#33#3158
tweag_clodl#9#192
bazelbuild_buildtools#104#28571
tensorflow_compression#100#15576
vikerman_ivy-universal#56#2842
JetBrains_bazel-bsp#218#14378
bazelbuild_rules_docker#77#5038
bazelbuild_rules_rust#320#14687
yuxiangw_autodp#45#6325
fusionjs_fusionjs#862#46767
GoogleCloudPlatform_anthos-service-mesh-packages#28#9965
jbcoe_polymorphic_value#6#1185
bazelbuild_rules_cc#21#5922
arximboldi_lager#170#37518
rabbitmq_ra#88#24894
GoogleCloudPlatform_cloud-data-quality#83#13141
google_gemmlowp#105#126407
kythe_kythe#1628#173505
markummitchell_engauge-digitizer#1083#183101
googleapis_gax-java#484#40354
bazelbuild_rules_python#142#5712
tweag_rules_haskell#434#26532
jupp0r_prometheus-cpp#80#3831
aspect-build_rules_js#100#20711
vaticle_typedb#401#60253
bazelbuild_rules_jvm_external#63#4317
grab_Grazel#237#13892
cartographer-project_cartographer#549#40174
elastic_kibana#48749#4236052
JFreegman_toxic#94#24638
oneapi-src_oneDAL#5456#447039
envoyproxy_nighthawk#330#27542
iree-org_iree#1838#273789
google_silifuzz#340#28489
memcached_memcached#186#39657
tensorflow_tflite-micro#807#148665
euphoria-io_heim#324#38145
dsharlet_array#34#7099
google_EXEgesis#326#48933
cockroachdb_cockroach#8164#2037528
gerrit-review_gerrit#3709#377337
primihub_primihub#995#232832
pixie-io_pixie#2755#612662
tweag_rules_nixpkgs#40#704
googleapis_googleapis#3375#188713
Kong_kong#959#199750
neurodroid_cryptonite#185#39859
google_cel-spec#15#4307
microsoft_tensorflow-directml#11774#2496660
angular_material.angular.io#300#9350
google_cargo-raze#48#6514
google_closure-templates#1278#158961
google_tensorstore#1218#209630
google_tf-quant-finance#388#76667
masc-ucsc_livehd#1227#429804
jpsim_Yams#41#12765
logur_logur#43#2574
google_tink#2687#300579
pingcap_tidb#2941#942537
tensorflow_profiler#334#20031
google_elemental2#13#576
liuliu_dflat#147#22301
chrisvana_repobuild#693#119353
abseil_abseil-cpp#789#166511
planetbeing_xpwn#445#155248
istio_proxy#178#21521
google_double-conversion#41#322742
dtolnay_cxx#217#20266
davidedc_Algebrite#284#28968
ChrisCummins_ProGraML#204#41592
googleapis_gapic-generator-go#64#12703
typedorm_typedorm#240#19027
bazelbuild_rules_go#517#330392
lewish_asciiflow#49#6261
vaticle_bazel-distribution#41#2473
bytecodealliance_wasmtime-go#63#4517
grpc-ecosystem_polyglot#53#3666
GoogleCloudPlatform_elcarro-oracle-operator#177#46771
libxsmm_libxsmm#394#163414
cockroachdb_cockroach-operator#192#17431
bazelbuild_starlark#5#120
angular_angular#6278#626519
android_testing-samples#155#5038
twitter_finatra#980#55774
mkottman_lqt#94#17102
bazelbuild_intellij#2059#172806
bazelbuild_tulsi#176#23015
MobileNativeFoundation_Kronos#19#1041
open-source-parsers_jsoncpp#43#11126
tensorflow_federated#750#145013
adobe_rules_gitops#41#5326
sail-sg_envpool#206#22765
tinyalsa_tinyalsa#42#7238
bufbuild_protoc-gen-validate#174#13915
prysmaticlabs_prysm#2210#378227
carbon-language_carbon-lang#263#38140
google_cctz#35#8918
grpc_grpc-proto#27#1599
tensorflow_privacy#204#25195
magma_magma#5992#837024
pytorch_FBGEMM#343#107902
google_skia-buildbot#3298#399569
antlr_stringtemplate4#116#16689
sematic-ai_sematic#396#29616
VirusTotal_yara#209#73433
apache_incubator-heron#2040#185441
intel_intel-extension-for-tensorflow#1562#254026
autodiff_autodiff#87#7868
CodeIntelligenceTesting_jazzer#270#16803
google_pigweed#2270#222662
GoogleCloudPlatform_cloud-spanner-emulator#411#55314
nii-yamagishilab_self-attention-tacotron#32#5317
LieluoboAi_radish#84#6015
grpc-ecosystem_grpc-gateway#281#75415
google_XNNPACK#8518#3699183
LandRover_StaffjoyV2#363#63006
tensorflow_tfjs#2825#255788
evilcorpltd_aTox#111#7352
google_ghost-userspace#160#221421
davido_gerrit-oauth-provider#42#2609
google_incremental-dom#78#5134
baidu_tera#823#123880
google_google-toolbox-for-mac#121#15449
arximboldi_zug#158#19712
google_santa#312#27688
google_re2#96#29690
envoyproxy_data-plane-api#530#18563
arximboldi_immer#331#62968
opencurve_curve#1676#343080
material-motion_material-motion-js#143#9446
p4lang_p4c#885#130420
ceres-solver_ceres-solver#605#92431
google_differential-privacy#346#79272
google_benchmark#104#14279
cloudendpoints_esp#380#45586
thelgevold_angular-samples#148#3223
sogou_workflow#206#42540
livegrep_livegrep#102#13631
google_cpu_features#58#7968
SanderMertens_flecs#808#275773
bazelbuild_rules_dotnet#78#3628
shpedoikal_tpm-luks#66#19733
wix_exodus#304#18455
google_clif#300#26852
google_chrome-ssh-agent#61#6790
googlecloudrobotics_core#158#18063
stackb_rules_proto#193#18334
google-research_turkish-morphology#38#3409
ChrisCummins_phd#3306#613561
brendanhay_amazonka#35345#3767291
wasmerio_wasmer-go#83#6076
google_j2cl#2315#235279
lytics_metafora#56#4636
rpwoodbu_mosh-chrome#42#4972
bazelbuild_bazel-gazelle#236#36918
oneapi-src_oneTBB#766#134406
openconfig_gnoi#48#20303
android_android-test#1219#107164
apache_rocketmq#1756#198204
mukul-rathi_bolt#248#18291
baidu_sofa-pbrpc#188#39439
apache_brpc#1090#198328
AcademySoftwareFoundation_openexr#607#222832
beancount_beancount#297#47031
vaticle_typedb-studio#125#18383
grpc_grpc-kotlin#128#9422
jarro2783_cxxopts#8#11616
google_simhospital#163#123405
google_cel-cpp#402#60647
Tinder_bazel-diff#42#1710
keras-team_keras-cv#406#40023
Neargye_magic_enum#19#18455
salesforce_rules_spring#29#760
lowRISC_opentitan#3998#617417
antlr_antlr3#1773#207816
KhronosGroup_SPIRV-Tools#1358#462336
tensorflow_runtime#738#78178
ray-project_ray#4469#599834
pubref_rules_protobuf#45#1002
nelhage_rules_boost#86#2115
angular_universal#120#4496
quantumlib_Stim#499#85300
gTile_gTile#18#5209
divergencetech_ethier#123#14859
aosp-mirror_kernel_common#60801#24532207
ericniebler_range-v3#605#77187
VeriSilicon_TIM-VX#1253#373597
eth-sri_Nice2Predict#140#22026
google_guetzli#52#8151
facebookresearch_CompilerGym#553#57930
deepmind_lab#1347#380452
maplibre_maplibre-gl-native#2484#257335
google_quiche#1489#292174
envoyproxy_envoy#6458#808037
tweag_inline-java#76#7742
envoyproxy_envoy-mobile#750#58429
baidu_BaikalDB#513#162018
GoogleCloudPlatform_esp-v2#364#68217
bazel-ios_rules_ios#239#17073
bazelbuild_rules_k8s#14#788
gflags_gflags#17#4556
catchorg_Catch2#410#47733
googleapis_google-cloud-cpp#8135#793263
emeryberger_Heap-Layers#127#8892
opencivicdata_ocd-division-ids#32#2719
deepmind_reverb#188#28277
tensorflow_probability#1251#367396
google_fhir#960#1335418
tweag_sparkle#70#5148
stratum_stratum#672#148808
tensorflow_addons#285#32178
google_jni-bind#229#21331
bazelbuild_rules_apple#134#7757
PCRE2Project_pcre2#186#110243
stephentu_silo#164#36376
twitter_twitter-server#195#12485
Snowflake-Labs_sfquickstarts#642#82991
tensorflow_tflite-support#798#64899
edgelesssys_constellation#603#73094
GoogleContainerTools_distroless#60#2963
bazel-xcode_PodToBUILD#88#6299
snuspl_nimble#6414#1163320
angular_angular-cli#1008#336805
libjxl_libjxl#710#126573
scarybeasts_beebjit#205#62261
dataform-co_dataform#143#18649
bazeltools_bazel-deps#35#4915
hedronvision_bazel-compile-commands-extractor#1#540
GoogleContainerTools_base-images-docker#5#189
SeleniumHQ_selenium#4993#679720
emperror_errors#27#2702
bazelbuild_bazel-watcher#69#8926
KhronosGroup_SPIRV-Reflect#82#14414
project-oak_oak#6406#905760
google_nucleus#188#20036
