project#ci_tool#build_tool#raw_arguments#local_cache#remote_cache#parallelism#cores#invoker
google_gvisor#github_actions#bazel#build //:gopath#False#False#200#2#make
google_gvisor#buildkite#bazel#test //runsc --alsologtostderr --network none --debug --TESTONLY-unsafe-nonroot=true --rootless do true#False#False#200#2#make
google_gvisor#buildkite#bazel#build TARGETS=//pkg/...#False#False#200#2#make
project-oak#github_actions#bazel#build -- //java/...:all //cc/...:all#False#True#200#2#docker
project-oak#github_actions#bazel#test -- //java/...:all //cc/...:all#False#True#200#2#docker
google_xls#github_actions#bazel#fetch //...#True#False#200#2#ci
google_xls#github_actions#bazel#test -c opt --test_output=errors -- //xls/... //...#True#False#200#2#ci
bazel-xcode_xchammer#github_actions#bazel#build :xchammer :xchammer_dist :xchammer_dev#True#False#200#2#make
bazel-xcode_xchammer#github_actions#bazel#run @rules_pods//:update_pods -- --src_root $$PWD#True#False#200#2#make
sourcegraph_sourcegraph#buildkite#bazel#build //...#False#False#200#2#ci
sourcegraph_sourcegraph#buildkite#bazel#test //...#False#False#200#2#ci
thesayyn_protoc-gen-ts#github_actions#bazel#test //...#True#False#200#2#yarn
bazelbuild_rules_rust#github_actions#bazel#run //crate_universe/tools/cross_installer -- --target=${TARGET} --output="${OUTPUT_PATH}"#False#False#200#2#
bazelbuild_rules_rust#github_actions#bazel#clean#False#False#200#2#ci
grpc_grpc-kotlin#github_actions#bazel#build //...#True#False#200#2#ci
grpc_grpc-kotlin#github_actions#bazel#test //...#True#False#200#2#ci
ChrisCummins_phd#travis_ci#bazel#run --config=travis //tools:whoami#False#False#200#2#shell
pubref_rules_protobuf#travis_ci#bazel#build //examples/extra_args:person_tar#False#False#200#2#make
pubref_rules_protobuf#travis_ci#bazel#test //examples/helloworld/cpp:test#False#False#200#2#make
bazel-xcode_PodToBUILD#github_actions#bazel#clean#False#False#200#2#make
bazel-xcode_PodToBUILD#github_actions#bazel#build --disk_cache=$(HOME)/Library/Caches/Bazel --spawn_strategy=local --use_top_level_targets_for_symlinks :RepoTools :Compiler#False#False#200#2#make
bazel-xcode_PodToBUILD#github_actions#bazel#test :PodToBUILDTests --test_strategy=standalone#False#False#200#2#make
tensorflow_probability#github_actions#bazel#test --compilation_mode=opt --copt=-O3 --copt=-march=native --test_timeout 300,450,1200,3600 --test_tag_filters="-gpu,-requires-gpu-nvidia,-notap,-no-oss-ci,-tf2-broken,-tf2-kokoro-broken" --test_env=TFP_HYPOTHESIS_MAX_EXAMPLES=2 --action_env=PATH --action_env=LD_LIBRARY_PATH --test_output=errors#False#False#200#2#make
facebookresearch_CompilerGym#github_actions#bazel#build --config=asan //compiler_gym/envs/llvm/service:compiler_gym-llvm-service#False#False#200#2#make
facebookresearch_CompilerGym#github_actions#bazel#fetch#False#False#200#2#make
lewish_asciiflow#github_actions#bazel#build site/...#False#False#200#2#docker
lewish_asciiflow#github_actions#bazel#test ...#False#False#200#2#docker
typedorm_typedorm#github_actions#bazel#build ${TARGET:-//...}#False#False#200#2#npm
ChrisCummins_ProGraML#github_actions#bazel#build $(BUILD_TARGET)#False#False#200#2#make
google_tensorstore#github_actions#bazel#build -c opt //python/tensorstore:_tensorstore__shared_objects --verbose_failures --announce_rc --show_timestamps --keep_going --color=yes --copt=-fvisibility=hidden#True#True#200#2#python
euphoria-io_heim#travis_ci#bazel#test //...#False#False#200#2#ci
LieluoboAi_radish#travis_ci#bazel#build --noshow_progress --noshow_loading_progress   //radish/...#False#False#200#2#ci
apache_incubator-heron#travis_ci#bazel#build --config=stylecheck heron/... heronpy/... examples/... storm-compatibility-examples/v0.10.2/... eco-storm-examples/... eco-heron-examples/... contrib/...#False#False#200#2#shell
apache_incubator-heron#travis_ci#bazel#test --config=stylecheck --test_summary=detailed --test_output=errors --test_tag_filters=-flaky heron/... heronpy/... examples/... storm-compatibility-examples/v0.10.2/... eco-storm-examples/... eco-heron-examples/... contrib/...#False#False#200#2#shell
sematic-ai_sematic#circle_ci#bazel#test //sematic/... --test_output=all#False#False#200#2#ci
sematic-ai_sematic#circle_ci#bazel#run //sematic/tests/integration:test_pip_install#False#False#200#2#ci
